forecast_date,location,quantile,target,target_end_date,type,value
2021-05-31,US,NA,1 wk ahead inc case,2021-06-05,point,154552.33754019908
2021-05-31,US,0.025,1 wk ahead inc case,2021-06-05,quantile,62322.54842367692
2021-05-31,US,0.1,1 wk ahead inc case,2021-06-05,quantile,94246.5199004608
2021-05-31,US,0.25,1 wk ahead inc case,2021-06-05,quantile,122812.9546165691
2021-05-31,US,0.5,1 wk ahead inc case,2021-06-05,quantile,154552.33754019908
2021-05-31,US,0.75,1 wk ahead inc case,2021-06-05,quantile,186291.720463829
2021-05-31,US,0.9,1 wk ahead inc case,2021-06-05,quantile,214858.15517993734
2021-05-31,US,0.975,1 wk ahead inc case,2021-06-05,quantile,246782.12665672117
2021-05-31,US,NA,2 wk ahead inc case,2021-06-12,point,117484.60131033532
2021-05-31,US,0.025,2 wk ahead inc case,2021-06-12,quantile,47375.14728494684
2021-05-31,US,0.1,2 wk ahead inc case,2021-06-12,quantile,71642.49335609213
2021-05-31,US,0.25,2 wk ahead inc case,2021-06-12,quantile,93357.57218889712
2021-05-31,US,0.5,2 wk ahead inc case,2021-06-12,quantile,117484.60131033532
2021-05-31,US,0.75,2 wk ahead inc case,2021-06-12,quantile,141611.63043177352
2021-05-31,US,0.9,2 wk ahead inc case,2021-06-12,quantile,163326.70926457847
2021-05-31,US,0.975,2 wk ahead inc case,2021-06-12,quantile,187594.05533572377
2021-05-31,US,NA,3 wk ahead inc case,2021-06-19,point,86325.08996430086
2021-05-31,US,0.025,3 wk ahead inc case,2021-06-19,quantile,34810.2117710065
2021-05-31,US,0.1,3 wk ahead inc case,2021-06-19,quantile,52641.32163069625
2021-05-31,US,0.25,3 wk ahead inc case,2021-06-19,quantile,68597.08189984114
2021-05-31,US,0.5,3 wk ahead inc case,2021-06-19,quantile,86325.08996430086
2021-05-31,US,0.75,3 wk ahead inc case,2021-06-19,quantile,104053.09802876058
2021-05-31,US,0.9,3 wk ahead inc case,2021-06-19,quantile,120008.85829790548
2021-05-31,US,0.975,3 wk ahead inc case,2021-06-19,quantile,137839.9681575952
2021-05-31,US,NA,4 wk ahead inc case,2021-06-26,point,61317.03734436059
2021-05-31,US,0.025,4 wk ahead inc case,2021-06-26,quantile,24725.82485590918
2021-05-31,US,0.1,4 wk ahead inc case,2021-06-26,quantile,37391.32951521669
2021-05-31,US,0.25,4 wk ahead inc case,2021-06-26,quantile,48724.76627949248
2021-05-31,US,0.5,4 wk ahead inc case,2021-06-26,quantile,61317.03734436059
2021-05-31,US,0.75,4 wk ahead inc case,2021-06-26,quantile,73909.3084092287
2021-05-31,US,0.9,4 wk ahead inc case,2021-06-26,quantile,85242.74517350449
2021-05-31,US,0.975,4 wk ahead inc case,2021-06-26,quantile,97908.249832812
2021-05-31,US,NA,1 wk ahead inc death,2021-06-05,point,3498.2737107913413
2021-05-31,US,0.01,1 wk ahead inc death,2021-06-05,quantile,1085.5785436274673
2021-05-31,US,0.025,1 wk ahead inc death,2021-06-05,quantile,1465.5615416086757
2021-05-31,US,0.05,1 wk ahead inc death,2021-06-05,quantile,1792.3678827242366
2021-05-31,US,0.1,1 wk ahead inc death,2021-06-05,quantile,2169.1546640814454
2021-05-31,US,0.15,1 wk ahead inc death,2021-06-05,quantile,2423.3709166638964
2021-05-31,US,0.2,1 wk ahead inc death,2021-06-05,quantile,2625.413935397225
2021-05-31,US,0.25,1 wk ahead inc death,2021-06-05,quantile,2798.748855218908
