forecast_date,location,quantile,target,target_end_date,type,value
2021-04-19,US,NA,1 wk ahead inc case,2021-04-24,point,465995.67987856735
2021-04-19,US,0.025,1 wk ahead inc case,2021-04-24,quantile,182941.82537627727
2021-04-19,US,0.1,1 wk ahead inc case,2021-04-24,quantile,280916.71249337343
2021-04-19,US,0.25,1 wk ahead inc case,2021-04-24,quantile,368587.2962953914
2021-04-19,US,0.5,1 wk ahead inc case,2021-04-24,quantile,465995.67987856735
2021-04-19,US,0.75,1 wk ahead inc case,2021-04-24,quantile,563404.0634617434
2021-04-19,US,0.9,1 wk ahead inc case,2021-04-24,quantile,651074.6472637613
2021-04-19,US,0.975,1 wk ahead inc case,2021-04-24,quantile,749049.5343808575
2021-04-19,US,NA,2 wk ahead inc case,2021-05-01,point,418183.46028807753
2021-04-19,US,0.025,2 wk ahead inc case,2021-05-01,quantile,164171.5768420957
2021-04-19,US,0.1,2 wk ahead inc case,2021-05-01,quantile,252094.01708153685
2021-04-19,US,0.25,2 wk ahead inc case,2021-05-01,quantile,330769.39902790484
2021-04-19,US,0.5,2 wk ahead inc case,2021-05-01,quantile,418183.46028807753
2021-04-19,US,0.75,2 wk ahead inc case,2021-05-01,quantile,505597.5215482502
2021-04-19,US,0.9,2 wk ahead inc case,2021-05-01,quantile,584272.9034946181
2021-04-19,US,0.975,2 wk ahead inc case,2021-05-01,quantile,672195.3437340594
2021-04-19,US,NA,3 wk ahead inc case,2021-05-08,point,348064.1926345808
2021-04-19,US,0.025,3 wk ahead inc case,2021-05-08,quantile,136643.96795541848
2021-04-19,US,0.1,3 wk ahead inc case,2021-05-08,quantile,209823.9381898265
2021-04-19,US,0.25,3 wk ahead inc case,2021-05-08,quantile,275307.35850137
2021-04-19,US,0.5,3 wk ahead inc case,2021-05-08,quantile,348064.1926345808
2021-04-19,US,0.75,3 wk ahead inc case,2021-05-08,quantile,420821.0267677916
2021-04-19,US,0.9,3 wk ahead inc case,2021-05-08,quantile,486304.44707933505
2021-04-19,US,0.975,3 wk ahead inc case,2021-05-08,quantile,559484.4173137431
2021-04-19,US,NA,4 wk ahead inc case,2021-05-15,point,268391.5338105757
2021-04-19,US,0.025,4 wk ahead inc case,2021-05-15,quantile,105365.86331366938
2021-04-19,US,0.1,4 wk ahead inc case,2021-05-15,quantile,161794.77749400638
2021-04-19,US,0.25,4 wk ahead inc case,2021-05-15,quantile,212288.89894771564
2021-04-19,US,0.5,4 wk ahead inc case,2021-05-15,quantile,268391.5338105757
2021-04-19,US,0.75,4 wk ahead inc case,2021-05-15,quantile,324494.1686734359
2021-04-19,US,0.9,4 wk ahead inc case,2021-05-15,quantile,374988.2901271451
2021-04-19,US,0.975,4 wk ahead inc case,2021-05-15,quantile,431417.20430748217
2021-04-19,US,NA,1 wk ahead inc death,2021-04-24,point,4879.418172117172
2021-04-19,US,0.01,1 wk ahead inc death,2021-04-24,quantile,2801.3008636321706
2021-04-19,US,0.025,1 wk ahead inc death,2021-04-24,quantile,3128.590135721609
2021-04-19,US,0.05,1 wk ahead inc death,2021-04-24,quantile,3410.076965569754
2021-04-19,US,0.1,1 wk ahead inc death,2021-04-24,quantile,3734.6132528733824
2021-04-19,US,0.15,1 wk ahead inc death,2021-04-24,quantile,3953.5763451776597
2021-04-19,US,0.2,1 wk ahead inc death,2021-04-24,quantile,4127.601269669818
2021-04-19,US,0.25,1 wk ahead inc death,2021-04-24,quantile,4276.899159410994
2021-04-19,US,0.3,1 wk ahead inc death,2021-04-24,quantile,4410.973278643833
