forecast_date,location,quantile,target,target_end_date,type,value
2021-02-01,US,NA,1 wk ahead inc case,2021-02-06,point,1041542.3795737105
2021-02-01,US,0.025,1 wk ahead inc case,2021-02-06,quantile,65571.80460830328
2021-02-01,US,0.1,1 wk ahead inc case,2021-02-06,quantile,403389.52159356914
2021-02-01,US,0.25,1 wk ahead inc case,2021-02-06,quantile,705677.9685439216
2021-02-01,US,0.5,1 wk ahead inc case,2021-02-06,quantile,1041542.3795737105
2021-02-01,US,0.75,1 wk ahead inc case,2021-02-06,quantile,1377406.7906034994
2021-02-01,US,0.9,1 wk ahead inc case,2021-02-06,quantile,1679695.237553852
2021-02-01,US,0.975,1 wk ahead inc case,2021-02-06,quantile,2017512.9545391176
2021-02-01,US,NA,2 wk ahead inc case,2021-02-13,point,878881.587278688
2021-02-01,US,0.025,2 wk ahead inc case,2021-02-13,quantile,55331.25952921926
2021-02-01,US,0.1,2 wk ahead inc case,2021-02-13,quantile,340390.97206476773
2021-02-01,US,0.25,2 wk ahead inc case,2021-02-13,quantile,595470.1270584156
2021-02-01,US,0.5,2 wk ahead inc case,2021-02-13,quantile,878881.587278688
2021-02-01,US,0.75,2 wk ahead inc case,2021-02-13,quantile,1162293.0474989603
2021-02-01,US,0.9,2 wk ahead inc case,2021-02-13,quantile,1417372.2024926082
2021-02-01,US,0.975,2 wk ahead inc case,2021-02-13,quantile,1702431.9150281567
2021-02-01,US,NA,3 wk ahead inc case,2021-02-20,point,719907.8988476048
2021-02-01,US,0.025,3 wk ahead inc case,2021-02-20,quantile,45322.84139847479
2021-02-01,US,0.1,3 wk ahead inc case,2021-02-20,quantile,278820.43842174247
2021-02-01,US,0.25,3 wk ahead inc case,2021-02-20,quantile,487760.41528471257
2021-02-01,US,0.5,3 wk ahead inc case,2021-02-20,quantile,719907.8988476048
2021-02-01,US,0.75,3 wk ahead inc case,2021-02-20,quantile,952055.382410497
2021-02-01,US,0.9,3 wk ahead inc case,2021-02-20,quantile,1160995.3592734672
2021-02-01,US,0.975,3 wk ahead inc case,2021-02-20,quantile,1394492.9562967347
2021-02-01,US,NA,4 wk ahead inc case,2021-02-27,point,572407.9419602997
2021-02-01,US,0.025,4 wk ahead inc case,2021-02-27,quantile,36036.768606404556
2021-02-01,US,0.1,4 wk ahead inc case,2021-02-27,quantile,221693.68274599686
2021-02-01,US,0.25,4 wk ahead inc case,2021-02-27,quantile,387824.5202334224
2021-02-01,US,0.5,4 wk ahead inc case,2021-02-27,quantile,572407.9419602997
2021-02-01,US,0.75,4 wk ahead inc case,2021-02-27,quantile,756991.3636871773
2021-02-01,US,0.9,4 wk ahead inc case,2021-02-27,quantile,923122.2011746026
2021-02-01,US,0.975,4 wk ahead inc case,2021-02-27,quantile,1108779.115314195
2021-02-01,US,NA,1 wk ahead inc death,2021-02-06,point,22024.564447795685
2021-02-01,US,0.01,1 wk ahead inc death,2021-02-06,quantile,11645.678048813212
2021-02-01,US,0.025,1 wk ahead inc death,2021-02-06,quantile,13280.281716639054
2021-02-01,US,0.05,1 wk ahead inc death,2021-02-06,quantile,14686.131048567999
2021-02-01,US,0.1,1 wk ahead inc death,2021-02-06,quantile,16306.985292223515
2021-02-01,US,0.15,1 wk ahead inc death,2021-02-06,quantile,17400.567955395105
2021-02-01,US,0.2,1 wk ahead inc death,2021-02-06,quantile,18269.712788807985
2021-02-01,US,0.25,1 wk ahead inc death,2021-02-06,quantile,19015.361665752826
2021-02-01,US,0.3,1 wk ahead inc death,2021-02-06,quantile,19684.977402496646
2021-02-01,US,0.35,1 wk ahead inc death,2021-02-06,quantile,20305.47617528358
2021-02-01,US,0.4,1 wk ahead inc death,2021-02-06,quantile,20894.26883195109
2021-02-01,US,0.45,1 wk ahead inc death,2021-02-06,quantile,21463.93254131881
2021-02-01,US,0.5,1 wk ahead inc death,2021-02-06,quantile,22024.564447795685
2021-02-01,US,0.55,1 wk ahead inc death,2021-02-06,quantile,22585.196354272564
2021-02-01,US,0.6,1 wk ahead inc death,2021-02-06,quantile,23154.860063640288
2021-02-01,US,0.65,1 wk ahead inc death,2021-02-06,quantile,23743.652720307797
2021-02-01,US,0.7,1 wk ahead inc death,2021-02-06,quantile,24364.151493094727
2021-02-01,US,0.75,1 wk ahead inc death,2021-02-06,quantile,25033.76722983855
2021-02-01,US,0.8,1 wk ahead inc death,2021-02-06,quantile,25779.416106783392
2021-02-01,US,0.85,1 wk ahead inc death,2021-02-06,quantile,26648.560940196272
2021-02-01,US,0.9,1 wk ahead inc death,2021-02-06,quantile,27742.14360336786
2021-02-01,US,0.95,1 wk ahead inc death,2021-02-06,quantile,29362.997847023373
2021-02-01,US,0.975,1 wk ahead inc death,2021-02-06,quantile,30768.847178952317
2021-02-01,US,0.99,1 wk ahead inc death,2021-02-06,quantile,32403.45084677816
2021-02-01,US,NA,2 wk ahead inc death,2021-02-13,point,21370.43386667865
2021-02-01,US,0.01,2 wk ahead inc death,2021-02-13,quantile,11299.8008730067
2021-02-01,US,0.025,2 wk ahead inc death,2021-02-13,quantile,12885.856736417822
2021-02-01,US,0.05,2 wk ahead inc death,2021-02-13,quantile,14249.952278271261
2021-02-01,US,0.1,2 wk ahead inc death,2021-02-13,quantile,15822.667076044818
2021-02-01,US,0.15,2 wk ahead inc death,2021-02-13,quantile,16883.77028362238
2021-02-01,US,0.2,2 wk ahead inc death,2021-02-13,quantile,17727.10147534882
2021-02-01,US,0.25,2 wk ahead inc death,2021-02-13,quantile,18450.604546216942
2021-02-01,US,0.3,2 wk ahead inc death,2021-02-13,quantile,19100.33266465895
2021-02-01,US,0.35,2 wk ahead inc death,2021-02-13,quantile,19702.402595241645
2021-02-01,US,0.4,2 wk ahead inc death,2021-02-13,quantile,20273.708082817742
2021-02-01,US,0.45,2 wk ahead inc death,2021-02-13,quantile,20826.45275371216
2021-02-01,US,0.5,2 wk ahead inc death,2021-02-13,quantile,21370.43386667865
2021-02-01,US,0.55,2 wk ahead inc death,2021-02-13,quantile,21914.41497964514
2021-02-01,US,0.6,2 wk ahead inc death,2021-02-13,quantile,22467.159650539557
2021-02-01,US,0.65,2 wk ahead inc death,2021-02-13,quantile,23038.465138115655
2021-02-01,US,0.7,2 wk ahead inc death,2021-02-13,quantile,23640.535068698347
2021-02-01,US,0.75,2 wk ahead inc death,2021-02-13,quantile,24290.263187140357
2021-02-01,US,0.8,2 wk ahead inc death,2021-02-13,quantile,25013.76625800848
2021-02-01,US,0.85,2 wk ahead inc death,2021-02-13,quantile,25857.09744973492
2021-02-01,US,0.9,2 wk ahead inc death,2021-02-13,quantile,26918.200657312478
2021-02-01,US,0.95,2 wk ahead inc death,2021-02-13,quantile,28490.915455086033
2021-02-01,US,0.975,2 wk ahead inc death,2021-02-13,quantile,29855.010996939476
2021-02-01,US,0.99,2 wk ahead inc death,2021-02-13,quantile,31441.066860350602
2021-02-01,US,NA,3 wk ahead inc death,2021-02-20,point,20337.298846798694
2021-02-01,US,0.01,3 wk ahead inc death,2021-02-20,quantile,10753.521837569047
2021-02-01,US,0.025,3 wk ahead inc death,2021-02-20,quantile,12262.901211106422
2021-02-01,US,0.05,3 wk ahead inc death,2021-02-20,quantile,13561.05074159
2021-02-01,US,0.1,3 wk ahead inc death,2021-02-20,quantile,15057.734011693135
2021-02-01,US,0.15,3 wk ahead inc death,2021-02-20,quantile,16067.53910851195
2021-02-01,US,0.2,3 wk ahead inc death,2021-02-20,quantile,16870.10018799055
2021-02-01,US,0.25,3 wk ahead inc death,2021-02-20,quantile,17558.626132789643
2021-02-01,US,0.3,3 wk ahead inc death,2021-02-20,quantile,18176.94371100814
2021-02-01,US,0.35,3 wk ahead inc death,2021-02-20,quantile,18749.90709496749
2021-02-01,US,0.4,3 wk ahead inc death,2021-02-20,quantile,19293.593316133425
2021-02-01,US,0.45,3 wk ahead inc death,2021-02-20,quantile,19819.61602714085
2021-02-01,US,0.5,3 wk ahead inc death,2021-02-20,quantile,20337.298846798694
