forecast_date,location,quantile,target,target_end_date,type,value
2021-02-08,US,NA,1 wk ahead inc case,2021-02-13,point,831737.3790056662
2021-02-08,US,0.025,1 wk ahead inc case,2021-02-13,quantile,139035.67347069999
2021-02-08,US,0.1,1 wk ahead inc case,2021-02-13,quantile,378804.07911542594
2021-02-08,US,0.25,1 wk ahead inc case,2021-02-13,quantile,593355.345451962
2021-02-08,US,0.5,1 wk ahead inc case,2021-02-13,quantile,831737.3790056662
2021-02-08,US,0.75,1 wk ahead inc case,2021-02-13,quantile,1070119.41255937
2021-02-08,US,0.9,1 wk ahead inc case,2021-02-13,quantile,1284670.6788959065
2021-02-08,US,0.975,1 wk ahead inc case,2021-02-13,quantile,1524439.084540632
2021-02-08,US,NA,2 wk ahead inc case,2021-02-20,point,669975.5120151758
2021-02-08,US,0.025,2 wk ahead inc case,2021-02-20,quantile,111995.082670527
2021-02-08,US,0.1,2 wk ahead inc case,2021-02-20,quantile,305131.7197769775
2021-02-08,US,0.25,2 wk ahead inc case,2021-02-20,quantile,477955.6160519889
2021-02-08,US,0.5,2 wk ahead inc case,2021-02-20,quantile,669975.5120151758
2021-02-08,US,0.75,2 wk ahead inc case,2021-02-20,quantile,861995.4079783628
2021-02-08,US,0.9,2 wk ahead inc case,2021-02-20,quantile,1034819.3042533742
2021-02-08,US,0.975,2 wk ahead inc case,2021-02-20,quantile,1227955.9413598245
2021-02-08,US,NA,3 wk ahead inc case,2021-02-27,point,522744.27053267445
2021-02-08,US,0.025,3 wk ahead inc case,2021-02-27,quantile,87383.47408811723
2021-02-08,US,0.1,3 wk ahead inc case,2021-02-27,quantile,238077.14671754077
2021-02-08,US,0.25,3 wk ahead inc case,2021-02-27,quantile,372921.9283083775
2021-02-08,US,0.5,3 wk ahead inc case,2021-02-27,quantile,522744.27053267445
2021-02-08,US,0.75,3 wk ahead inc case,2021-02-27,quantile,672566.6127569713
2021-02-08,US,0.9,3 wk ahead inc case,2021-02-27,quantile,807411.3943478081
2021-02-08,US,0.975,3 wk ahead inc case,2021-02-27,quantile,958105.0669772313
2021-02-08,US,NA,4 wk ahead inc case,2021-03-06,point,395063.55974950426
2021-02-08,US,0.025,4 wk ahead inc case,2021-03-06,quantile,66039.9898813857
2021-02-08,US,0.1,4 wk ahead inc case,2021-03-06,quantile,179926.61111597528
2021-02-08,US,0.25,4 wk ahead inc case,2021-03-06,quantile,281835.4457640072
2021-02-08,US,0.5,4 wk ahead inc case,2021-03-06,quantile,395063.55974950426
2021-02-08,US,0.75,4 wk ahead inc case,2021-03-06,quantile,508291.6737350013
2021-02-08,US,0.9,4 wk ahead inc case,2021-03-06,quantile,610200.5083830332
2021-02-08,US,0.975,4 wk ahead inc case,2021-03-06,quantile,724087.1296176227
2021-02-08,US,NA,1 wk ahead inc death,2021-02-13,point,21337.009846848894
2021-02-08,US,0.01,1 wk ahead inc death,2021-02-13,quantile,11390.707152580839
2021-02-08,US,0.025,1 wk ahead inc death,2021-02-13,quantile,12957.181843637345
2021-02-08,US,0.05,1 wk ahead inc death,2021-02-13,quantile,14304.436497014285
2021-02-08,US,0.1,1 wk ahead inc death,2021-02-13,quantile,15857.734828930432
2021-02-08,US,0.15,1 wk ahead inc death,2021-02-13,quantile,16905.737839173882
2021-02-08,US,0.2,1 wk ahead inc death,2021-02-13,quantile,17738.657409343876
2021-02-08,US,0.25,1 wk ahead inc death,2021-02-13,quantile,18453.228235984923
2021-02-08,US,0.3,1 wk ahead inc death,2021-02-13,quantile,19094.93492304841
2021-02-08,US,0.35,1 wk ahead inc death,2021-02-13,quantile,19689.571802026658
2021-02-08,US,0.4,1 wk ahead inc death,2021-02-13,quantile,20253.824050509837
2021-02-08,US,0.45,1 wk ahead inc death,2021-02-13,quantile,20799.744630955378
2021-02-08,US,0.5,1 wk ahead inc death,2021-02-13,quantile,21337.009846848894
2021-02-08,US,0.55,1 wk ahead inc death,2021-02-13,quantile,21874.275062742414
2021-02-08,US,0.6,1 wk ahead inc death,2021-02-13,quantile,22420.195643187955
2021-02-08,US,0.65,1 wk ahead inc death,2021-02-13,quantile,22984.447891671138
2021-02-08,US,0.7,1 wk ahead inc death,2021-02-13,quantile,23579.08477064938
2021-02-08,US,0.75,1 wk ahead inc death,2021-02-13,quantile,24220.79145771287
