target_id,location_id,location_name,type,quantile,value
1 day ahead cum,01,Alabama,point,NA,72.4163190717375
1 day ahead cum,02,Alaska,point,NA,7.13864312061167
1 day ahead cum,04,Arizona,point,NA,86.4120052336746
1 day ahead cum,05,Arkansas,point,NA,18.5361906997196
1 day ahead cum,06,California,point,NA,544.057360241139
1 day ahead cum,08,Colorado,point,NA,210.184001508951
1 day ahead cum,09,Connecticut,point,NA,352.250088654429
1 day ahead cum,10,Delaware,point,NA,20.4713838245438
1 day ahead cum,11,District of Columbia,point,NA,29.8173093492392
1 day ahead cum,12,Florida,point,NA,335.252911961828
1 day ahead cum,13,Georgia,point,NA,410.308435768898
1 day ahead cum,15,Hawaii,point,NA,5.13429270808185
1 day ahead cum,16,Idaho,point,NA,15.2889074951703
1 day ahead cum,17,Illinois,point,NA,515.470538883341
1 day ahead cum,18,Indiana,point,NA,223.046572569513
1 day ahead cum,19,Iowa,point,NA,29.1661531610197
1 day ahead cum,20,Kansas,point,NA,35.5381849940734
1 day ahead cum,21,Kentucky,point,NA,69.5244386335549
1 day ahead cum,22,Louisiana,point,NA,674.235199432125
1 day ahead cum,23,Maine,point,NA,14.2658192895353
1 day ahead cum,24,Maryland,point,NA,144.070681320871
1 day ahead cum,25,Massachusetts,point,NA,490.702501468126
1 day ahead cum,26,Michigan,point,NA,1026.12649698269
1 day ahead cum,27,Minnesota,point,NA,41.3926568561394
1 day ahead cum,28,Mississippi,point,NA,70.1517984792989
1 day ahead cum,29,Missouri,point,NA,89.4378573861643
1 day ahead cum,30,Montana,point,NA,6.12559018597294
1 day ahead cum,31,Nebraska,point,NA,12.8067212394789
1 day ahead cum,32,Nevada,point,NA,76.6874962161382
1 day ahead cum,33,New Hampshire,point,NA,13.7117083151918
1 day ahead cum,34,New Jersey,point,NA,1670.8837423092
1 day ahead cum,35,New Mexico,point,NA,14.3568656771518
1 day ahead cum,36,New York,point,NA,7045.60953942433
1 day ahead cum,37,North Carolina,point,NA,72.239240894967807
1 day ahead cum,38,North Dakota,point,NA,4.07756308720277
1 day ahead cum,39,Ohio,point,NA,208.586201756287
1 day ahead cum,40,Oklahoma,point,NA,83.668313308211
1 day ahead cum,41,Oregon,point,NA,34.5139051977217
1 day ahead cum,42,Pennsylvania,point,NA,361.847199819211
1 day ahead cum,72,Puerto Rico,point,NA,26.1172161117777
1 day ahead cum,44,Rhode Island,point,NA,38.5679330477065
1 day ahead cum,45,South Carolina,point,NA,54.1553115945156
1 day ahead cum,46,South Dakota,point,NA,6.54188642102109
