forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-04-15,0 wk ahead cum death,2020-04-18,01,Alabama,point,NA,138.197460521001
2020-04-15,0 wk ahead cum death,2020-04-18,02,Alaska,point,NA,9.45940941008683
2020-04-15,0 wk ahead cum death,2020-04-18,04,Arizona,point,NA,161.506289299247
2020-04-15,0 wk ahead cum death,2020-04-18,05,Arkansas,point,NA,36.1689922132176
2020-04-15,0 wk ahead cum death,2020-04-18,06,California,point,NA,1040.69462519045
2020-04-15,0 wk ahead cum death,2020-04-18,08,Colorado,point,NA,390.38752934108
2020-04-15,0 wk ahead cum death,2020-04-18,09,Connecticut,point,NA,1008.08478617271
2020-04-15,0 wk ahead cum death,2020-04-18,10,Delaware,point,NA,51.6220261567446
2020-04-15,0 wk ahead cum death,2020-04-18,11,District of Columbia,point,NA,83.6953446243497
2020-04-15,0 wk ahead cum death,2020-04-18,12,Florida,point,NA,707.692202575055
2020-04-15,0 wk ahead cum death,2020-04-18,13,Georgia,point,NA,638.41981984198
2020-04-15,0 wk ahead cum death,2020-04-18,15,Hawaii,point,NA,9.57032948681256
2020-04-15,0 wk ahead cum death,2020-04-18,16,Idaho,point,NA,40.1143850748445
2020-04-15,0 wk ahead cum death,2020-04-18,17,Illinois,point,NA,1145.84443288807
2020-04-15,0 wk ahead cum death,2020-04-18,18,Indiana,point,NA,503.313708343445
2020-04-15,0 wk ahead cum death,2020-04-18,19,Iowa,point,NA,64.6483573418224
2020-04-15,0 wk ahead cum death,2020-04-18,20,Kansas,point,NA,77.5044007182658
2020-04-15,0 wk ahead cum death,2020-04-18,21,Kentucky,point,NA,138.015751629476
2020-04-15,0 wk ahead cum death,2020-04-18,22,Louisiana,point,NA,1156.33633191843
2020-04-15,0 wk ahead cum death,2020-04-18,23,Maine,point,NA,25.6473562057709
2020-04-15,0 wk ahead cum death,2020-04-18,24,Maryland,point,NA,380.764963319346
2020-04-15,0 wk ahead cum death,2020-04-18,25,Massachusetts,point,NA,1373.46351102561
2020-04-15,0 wk ahead cum death,2020-04-18,26,Michigan,point,NA,2162.98118266156
2020-04-15,0 wk ahead cum death,2020-04-18,27,Minnesota,point,NA,104.100616234186
2020-04-15,0 wk ahead cum death,2020-04-18,28,Mississippi,point,NA,135.744294077691
2020-04-15,0 wk ahead cum death,2020-04-18,29,Missouri,point,NA,166.506352716579
2020-04-15,0 wk ahead cum death,2020-04-18,30,Montana,point,NA,7.26175326148363
2020-04-15,0 wk ahead cum death,2020-04-18,31,Nebraska,point,NA,23.5111785762803
2020-04-15,0 wk ahead cum death,2020-04-18,32,Nevada,point,NA,149.513634768839
2020-04-15,0 wk ahead cum death,2020-04-18,33,New Hampshire,point,NA,36.1723608812547
2020-04-15,0 wk ahead cum death,2020-04-18,34,New Jersey,point,NA,3822.94769151151
2020-04-15,0 wk ahead cum death,2020-04-18,35,New Mexico,point,NA,41.3412405212991
2020-04-15,0 wk ahead cum death,2020-04-18,36,New York,point,NA,13951.6217051999
2020-04-15,0 wk ahead cum death,2020-04-18,37,North Carolina,point,NA,153.957359875961
