location,target,type,quantile,forecast_date,target_end_date,value
01,1 wk ahead cum death,point,,2020-05-07,2020-05-16,470.294638948686
02,1 wk ahead cum death,point,,2020-05-07,2020-05-16,10.208890463381099
04,1 wk ahead cum death,point,,2020-05-07,2020-05-16,592.307890306566
05,1 wk ahead cum death,point,,2020-05-07,2020-05-16,98.4891845105753
06,1 wk ahead cum death,point,,2020-05-07,2020-05-16,3339.31550080612
08,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1113.6538369239
09,1 wk ahead cum death,point,,2020-05-07,2020-05-16,3156.83219006745
10,1 wk ahead cum death,point,,2020-05-07,2020-05-16,277.011443940583
11,1 wk ahead cum death,point,,2020-05-07,2020-05-16,370.02731379526494
12,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1889.1196791357002
13,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1621.9897094536402
15,1 wk ahead cum death,point,,2020-05-07,2020-05-16,17.312339317284806
16,1 wk ahead cum death,point,,2020-05-07,2020-05-16,79.19357730223709
17,1 wk ahead cum death,point,,2020-05-07,2020-05-16,3893.4124093587798
18,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1925.4849068718693
19,1 wk ahead cum death,point,,2020-05-07,2020-05-16,281.652097225621
20,1 wk ahead cum death,point,,2020-05-07,2020-05-16,222.16864796799305
21,1 wk ahead cum death,point,,2020-05-07,2020-05-16,373.466320977213
22,1 wk ahead cum death,point,,2020-05-07,2020-05-16,2496.41193478049
23,1 wk ahead cum death,point,,2020-05-07,2020-05-16,79.0682332423894
24,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1936.4662602970893
25,1 wk ahead cum death,point,,2020-05-07,2020-05-16,5681.8469059464205
26,1 wk ahead cum death,point,,2020-05-07,2020-05-16,4802.005199963321
27,1 wk ahead cum death,point,,2020-05-07,2020-05-16,902.430949151462
28,1 wk ahead cum death,point,,2020-05-07,2020-05-16,488.148968797205
29,1 wk ahead cum death,point,,2020-05-07,2020-05-16,559.377805750355
30,1 wk ahead cum death,point,,2020-05-07,2020-05-16,16.1773551269773
31,1 wk ahead cum death,point,,2020-05-07,2020-05-16,107.003991511301
32,1 wk ahead cum death,point,,2020-05-07,2020-05-16,335.809083261382
33,1 wk ahead cum death,point,,2020-05-07,2020-05-16,124.71599881140301
34,1 wk ahead cum death,point,,2020-05-07,2020-05-16,9969.84687026581
35,1 wk ahead cum death,point,,2020-05-07,2020-05-16,239.949827926632
36,1 wk ahead cum death,point,,2020-05-07,2020-05-16,27625.3574249775
37,1 wk ahead cum death,point,,2020-05-07,2020-05-16,680.15254325977
38,1 wk ahead cum death,point,,2020-05-07,2020-05-16,39.5614065313045
39,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1658.83216141574
40,1 wk ahead cum death,point,,2020-05-07,2020-05-16,307.23184483556304
41,1 wk ahead cum death,point,,2020-05-07,2020-05-16,143.515903601861
42,1 wk ahead cum death,point,,2020-05-07,2020-05-16,4231.85523277943
72,1 wk ahead cum death,point,,2020-05-07,2020-05-16,137.429453209888
44,1 wk ahead cum death,point,,2020-05-07,2020-05-16,471.560443278507
45,1 wk ahead cum death,point,,2020-05-07,2020-05-16,382.380968102297
46,1 wk ahead cum death,point,,2020-05-07,2020-05-16,32.72863282704
47,1 wk ahead cum death,point,,2020-05-07,2020-05-16,266.647558986422
48,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1225.2396433939698
49,1 wk ahead cum death,point,,2020-05-07,2020-05-16,74.18754734631929
50,1 wk ahead cum death,point,,2020-05-07,2020-05-16,54.82117754017701
51,1 wk ahead cum death,point,,2020-05-07,2020-05-16,834.951388866839
78,1 wk ahead cum death,point,,2020-05-07,2020-05-16,7.9382324614954
53,1 wk ahead cum death,point,,2020-05-07,2020-05-16,1003.4832350985
54,1 wk ahead cum death,point,,2020-05-07,2020-05-16,61.3191399890495
55,1 wk ahead cum death,point,,2020-05-07,2020-05-16,452.390281017634
56,1 wk ahead cum death,point,,2020-05-07,2020-05-16,8.75621792038781
01,2 wk ahead cum death,point,,2020-05-07,2020-05-23,546.821709809521
02,2 wk ahead cum death,point,,2020-05-07,2020-05-23,10.3512035770056
04,2 wk ahead cum death,point,,2020-05-07,2020-05-23,694.5788787090939
05,2 wk ahead cum death,point,,2020-05-07,2020-05-23,104.521529022114
06,2 wk ahead cum death,point,,2020-05-07,2020-05-23,3878.36346156405
08,2 wk ahead cum death,point,,2020-05-07,2020-05-23,1218.7892390551801
09,2 wk ahead cum death,point,,2020-05-07,2020-05-23,3395.99886545305
10,2 wk ahead cum death,point,,2020-05-07,2020-05-23,322.688092668657
11,2 wk ahead cum death,point,,2020-05-07,2020-05-23,425.16050398190595
12,2 wk ahead cum death,point,,2020-05-07,2020-05-23,2084.13250632113
13,2 wk ahead cum death,point,,2020-05-07,2020-05-23,1787.83582579742
15,2 wk ahead cum death,point,,2020-05-07,2020-05-23,17.5202679125949
16,2 wk ahead cum death,point,,2020-05-07,2020-05-23,86.4415778235793
17,2 wk ahead cum death,point,,2020-05-07,2020-05-23,4449.40094852139
18,2 wk ahead cum death,point,,2020-05-07,2020-05-23,2262.27019534426
19,2 wk ahead cum death,point,,2020-05-07,2020-05-23,315.584135504814
20,2 wk ahead cum death,point,,2020-05-07,2020-05-23,261.850413710432
21,2 wk ahead cum death,point,,2020-05-07,2020-05-23,430.38078670254686
22,2 wk ahead cum death,point,,2020-05-07,2020-05-23,2673.22259782618
23,2 wk ahead cum death,point,,2020-05-07,2020-05-23,89.2353950262262
24,2 wk ahead cum death,point,,2020-05-07,2020-05-23,2242.28316405204
25,2 wk ahead cum death,point,,2020-05-07,2020-05-23,6394.05108199213
26,2 wk ahead cum death,point,,2020-05-07,2020-05-23,5099.559994193371
27,2 wk ahead cum death,point,,2020-05-07,2020-05-23,1249.74413331876
28,2 wk ahead cum death,point,,2020-05-07,2020-05-23,556.840331073578
29,2 wk ahead cum death,point,,2020-05-07,2020-05-23,636.154242549436
30,2 wk ahead cum death,point,,2020-05-07,2020-05-23,16.2880283263739
31,2 wk ahead cum death,point,,2020-05-07,2020-05-23,126.535782010959
32,2 wk ahead cum death,point,,2020-05-07,2020-05-23,358.64600802185095
33,2 wk ahead cum death,point,,2020-05-07,2020-05-23,144.313959936966
34,2 wk ahead cum death,point,,2020-05-07,2020-05-23,10651.3965833955
35,2 wk ahead cum death,point,,2020-05-07,2020-05-23,284.394741426363
36,2 wk ahead cum death,point,,2020-05-07,2020-05-23,28537.9644251196
37,2 wk ahead cum death,point,,2020-05-07,2020-05-23,797.016825843694
38,2 wk ahead cum death,point,,2020-05-07,2020-05-23,44.2932155410441
39,2 wk ahead cum death,point,,2020-05-07,2020-05-23,1910.4797983196106
40,2 wk ahead cum death,point,,2020-05-07,2020-05-23,338.603725650682
41,2 wk ahead cum death,point,,2020-05-07,2020-05-23,159.75172672478502
42,2 wk ahead cum death,point,,2020-05-07,2020-05-23,4724.49792335203
72,2 wk ahead cum death,point,,2020-05-07,2020-05-23,161.993991715322
44,2 wk ahead cum death,point,,2020-05-07,2020-05-23,527.084350154121
45,2 wk ahead cum death,point,,2020-05-07,2020-05-23,423.510756364331
46,2 wk ahead cum death,point,,2020-05-07,2020-05-23,34.8254514123112
47,2 wk ahead cum death,point,,2020-05-07,2020-05-23,283.158290076444
48,2 wk ahead cum death,point,,2020-05-07,2020-05-23,1387.59589347493
49,2 wk ahead cum death,point,,2020-05-07,2020-05-23,83.6501611891556
50,2 wk ahead cum death,point,,2020-05-07,2020-05-23,56.239040050671605
51,2 wk ahead cum death,point,,2020-05-07,2020-05-23,898.487141986034
78,2 wk ahead cum death,point,,2020-05-07,2020-05-23,11.5573133743879
53,2 wk ahead cum death,point,,2020-05-07,2020-05-23,1074.27093527616
54,2 wk ahead cum death,point,,2020-05-07,2020-05-23,67.5640315262925
55,2 wk ahead cum death,point,,2020-05-07,2020-05-23,509.11576517320395
56,2 wk ahead cum death,point,,2020-05-07,2020-05-23,9.93968689294437
01,3 wk ahead cum death,point,,2020-05-07,2020-05-30,610.655369640001
02,3 wk ahead cum death,point,,2020-05-07,2020-05-30,10.4631627896916
04,3 wk ahead cum death,point,,2020-05-07,2020-05-30,785.141776173627
05,3 wk ahead cum death,point,,2020-05-07,2020-05-30,109.46494224231
06,3 wk ahead cum death,point,,2020-05-07,2020-05-30,4336.713528248711
08,3 wk ahead cum death,point,,2020-05-07,2020-05-30,1298.64925005565
09,3 wk ahead cum death,point,,2020-05-07,2020-05-30,3594.77582910218
10,3 wk ahead cum death,point,,2020-05-07,2020-05-30,357.18368758453397
11,3 wk ahead cum death,point,,2020-05-07,2020-05-30,470.187800689145
12,3 wk ahead cum death,point,,2020-05-07,2020-05-30,2237.09365809669
13,3 wk ahead cum death,point,,2020-05-07,2020-05-30,1922.23169981161
15,3 wk ahead cum death,point,,2020-05-07,2020-05-30,17.701327135219394
16,3 wk ahead cum death,point,,2020-05-07,2020-05-30,92.10728872138279
17,3 wk ahead cum death,point,,2020-05-07,2020-05-30,4929.40428107162
18,3 wk ahead cum death,point,,2020-05-07,2020-05-30,2552.91120146089
19,3 wk ahead cum death,point,,2020-05-07,2020-05-30,342.383114152787
20,3 wk ahead cum death,point,,2020-05-07,2020-05-30,298.414526035753
21,3 wk ahead cum death,point,,2020-05-07,2020-05-30,478.53533243545996
22,3 wk ahead cum death,point,,2020-05-07,2020-05-30,2804.62069763886
23,3 wk ahead cum death,point,,2020-05-07,2020-05-30,97.00202568421291
24,3 wk ahead cum death,point,,2020-05-07,2020-05-30,2500.60905040599
25,3 wk ahead cum death,point,,2020-05-07,2020-05-30,6997.5406897414205
26,3 wk ahead cum death,point,,2020-05-07,2020-05-30,5323.523210922071
27,3 wk ahead cum death,point,,2020-05-07,2020-05-30,1603.62056461925
28,3 wk ahead cum death,point,,2020-05-07,2020-05-30,611.809056676269
29,3 wk ahead cum death,point,,2020-05-07,2020-05-30,700.824841764478
30,3 wk ahead cum death,point,,2020-05-07,2020-05-30,16.3684227147857
31,3 wk ahead cum death,point,,2020-05-07,2020-05-30,145.105445666322
32,3 wk ahead cum death,point,,2020-05-07,2020-05-30,374.316746284864
33,3 wk ahead cum death,point,,2020-05-07,2020-05-30,160.49620975865201
34,3 wk ahead cum death,point,,2020-05-07,2020-05-30,11128.5787133298
35,3 wk ahead cum death,point,,2020-05-07,2020-05-30,322.70806439575404
36,3 wk ahead cum death,point,,2020-05-07,2020-05-30,29196.9189133386
37,3 wk ahead cum death,point,,2020-05-07,2020-05-30,898.3983658278212
38,3 wk ahead cum death,point,,2020-05-07,2020-05-30,48.233780867350504
39,3 wk ahead cum death,point,,2020-05-07,2020-05-30,2111.8017194693603
40,3 wk ahead cum death,point,,2020-05-07,2020-05-30,364.032971874897
41,3 wk ahead cum death,point,,2020-05-07,2020-05-30,173.515214080715
42,3 wk ahead cum death,point,,2020-05-07,2020-05-30,5119.2168486995
72,3 wk ahead cum death,point,,2020-05-07,2020-05-30,182.963429000579
44,3 wk ahead cum death,point,,2020-05-07,2020-05-30,569.345031632284
45,3 wk ahead cum death,point,,2020-05-07,2020-05-30,455.64184984756105
46,3 wk ahead cum death,point,,2020-05-07,2020-05-30,36.593091474724005
47,3 wk ahead cum death,point,,2020-05-07,2020-05-30,296.088613673216
48,3 wk ahead cum death,point,,2020-05-07,2020-05-30,1523.09721274415
