,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
0,0,1,1 wk ahead cum death,point,,2020-04-06,2020-04-11,81.13364572297209
1,1,2,1 wk ahead cum death,point,,2020-04-06,2020-04-11,7.74526423651839
2,2,4,1 wk ahead cum death,point,,2020-04-06,2020-04-11,116.78023897825001
3,3,5,1 wk ahead cum death,point,,2020-04-06,2020-04-11,20.0317525315226
4,4,6,1 wk ahead cum death,point,,2020-04-06,2020-04-11,672.08550169409
5,5,8,1 wk ahead cum death,point,,2020-04-06,2020-04-11,274.03076867791196
6,6,9,1 wk ahead cum death,point,,2020-04-06,2020-04-11,322.900958622515
7,7,10,1 wk ahead cum death,point,,2020-04-06,2020-04-11,24.4571916886154
8,8,11,1 wk ahead cum death,point,,2020-04-06,2020-04-11,43.4199166196154
9,9,12,1 wk ahead cum death,point,,2020-04-06,2020-04-11,419.082045794427
10,10,13,1 wk ahead cum death,point,,2020-04-06,2020-04-11,341.624783952717
11,11,15,1 wk ahead cum death,point,,2020-04-06,2020-04-11,5.78957097885054
12,12,16,1 wk ahead cum death,point,,2020-04-06,2020-04-11,16.2106019671753
13,13,17,1 wk ahead cum death,point,,2020-04-06,2020-04-11,576.529506182531
14,14,18,1 wk ahead cum death,point,,2020-04-06,2020-04-11,251.89958299501305
15,15,19,1 wk ahead cum death,point,,2020-04-06,2020-04-11,32.4134735989866
16,16,20,1 wk ahead cum death,point,,2020-04-06,2020-04-11,31.7338361526045
17,17,21,1 wk ahead cum death,point,,2020-04-06,2020-04-11,74.7420310421828
18,18,22,1 wk ahead cum death,point,,2020-04-06,2020-04-11,676.888896152985
19,19,23,1 wk ahead cum death,point,,2020-04-06,2020-04-11,12.926824025076499
20,20,24,1 wk ahead cum death,point,,2020-04-06,2020-04-11,146.788803874391
21,21,25,1 wk ahead cum death,point,,2020-04-06,2020-04-11,468.530925869164
22,22,26,1 wk ahead cum death,point,,2020-04-06,2020-04-11,1031.33800043036
23,23,27,1 wk ahead cum death,point,,2020-04-06,2020-04-11,42.4619648566411
24,24,28,1 wk ahead cum death,point,,2020-04-06,2020-04-11,60.0582492316664
25,25,29,1 wk ahead cum death,point,,2020-04-06,2020-04-11,56.7008272011224
26,26,30,1 wk ahead cum death,point,,2020-04-06,2020-04-11,7.96209231753085
27,27,31,1 wk ahead cum death,point,,2020-04-06,2020-04-11,14.313032869732304
28,28,32,1 wk ahead cum death,point,,2020-04-06,2020-04-11,76.3672267268499
29,29,33,1 wk ahead cum death,point,,2020-04-06,2020-04-11,15.440070579242699
30,30,34,1 wk ahead cum death,point,,2020-04-06,2020-04-11,1990.89767043918
31,31,35,1 wk ahead cum death,point,,2020-04-06,2020-04-11,23.2453515281777
32,32,36,1 wk ahead cum death,point,,2020-04-06,2020-04-11,8579.19342940744
33,33,37,1 wk ahead cum death,point,,2020-04-06,2020-04-11,63.440230111317796
34,34,38,1 wk ahead cum death,point,,2020-04-06,2020-04-11,4.3615426178599
35,35,39,1 wk ahead cum death,point,,2020-04-06,2020-04-11,209.228738233748
36,36,40,1 wk ahead cum death,point,,2020-04-06,2020-04-11,83.7446289426286
37,37,41,1 wk ahead cum death,point,,2020-04-06,2020-04-11,42.4622514770195
38,38,42,1 wk ahead cum death,point,,2020-04-06,2020-04-11,335.990492431081
39,39,72,1 wk ahead cum death,point,,2020-04-06,2020-04-11,44.6480339739132
40,40,44,1 wk ahead cum death,point,,2020-04-06,2020-04-11,40.860755761321
41,41,45,1 wk ahead cum death,point,,2020-04-06,2020-04-11,79.0423637387358
42,42,46,1 wk ahead cum death,point,,2020-04-06,2020-04-11,5.46411318717187
43,43,47,1 wk ahead cum death,point,,2020-04-06,2020-04-11,84.3342837400709
44,44,48,1 wk ahead cum death,point,,2020-04-06,2020-04-11,268.39842165887404
45,45,49,1 wk ahead cum death,point,,2020-04-06,2020-04-11,13.554939666003499
46,46,50,1 wk ahead cum death,point,,2020-04-06,2020-04-11,30.6054034436175
47,47,51,1 wk ahead cum death,point,,2020-04-06,2020-04-11,113.540698814282
48,48,78,1 wk ahead cum death,point,,2020-04-06,2020-04-11,1.52816039164599
49,49,53,1 wk ahead cum death,point,,2020-04-06,2020-04-11,491.3703957689189
50,50,54,1 wk ahead cum death,point,,2020-04-06,2020-04-11,4.33421460975536
51,51,55,1 wk ahead cum death,point,,2020-04-06,2020-04-11,114.007507681389
52,52,56,1 wk ahead cum death,point,,2020-04-06,2020-04-11,4.71803060452512
53,53,1,2 wk ahead cum death,point,,2020-04-06,2020-04-18,147.124140128867
54,54,2,2 wk ahead cum death,point,,2020-04-06,2020-04-18,11.1637081686762
55,55,4,2 wk ahead cum death,point,,2020-04-06,2020-04-18,217.397141648867
56,56,5,2 wk ahead cum death,point,,2020-04-06,2020-04-18,26.356674418640495
57,57,6,2 wk ahead cum death,point,,2020-04-06,2020-04-18,1273.22700149814
58,58,8,2 wk ahead cum death,point,,2020-04-06,2020-04-18,522.142118240704
59,59,9,2 wk ahead cum death,point,,2020-04-06,2020-04-18,560.385057723175
60,60,10,2 wk ahead cum death,point,,2020-04-06,2020-04-18,47.53140534908749
61,61,11,2 wk ahead cum death,point,,2020-04-06,2020-04-18,89.99549395421921
62,62,12,2 wk ahead cum death,point,,2020-04-06,2020-04-18,767.00787687362
63,63,13,2 wk ahead cum death,point,,2020-04-06,2020-04-18,545.940566112629
64,64,15,2 wk ahead cum death,point,,2020-04-06,2020-04-18,9.94302484954542
65,65,16,2 wk ahead cum death,point,,2020-04-06,2020-04-18,30.810204608990396
66,66,17,2 wk ahead cum death,point,,2020-04-06,2020-04-18,1131.38397133585
67,67,18,2 wk ahead cum death,point,,2020-04-06,2020-04-18,488.655062247646
68,68,19,2 wk ahead cum death,point,,2020-04-06,2020-04-18,61.1368591329706
69,69,20,2 wk ahead cum death,point,,2020-04-06,2020-04-18,49.940846174045895
