location,target,type,quantile,forecast_date,target_end_date,value
01,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,104
02,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,1
04,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,388
05,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,66
06,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,711
08,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,40
09,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,25
10,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,9
11,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,5
12,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,879
13,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,240
15,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,1
16,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,13
17,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,100
18,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,55
19,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,45
20,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,14
21,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,51
22,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,113
23,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,4
24,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,67
25,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,22
26,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,43
27,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,48
28,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,84
29,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,45
30,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,2
31,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,20
32,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,65
33,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,2
34,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,45
35,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,22
36,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,144
37,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,196
38,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,1
39,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,116
40,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,58
41,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,36
42,1 day ahead inc hosp,point,,2020-06-28,2020-06-29,73
