forecast_date,target,target_end_date,quantile,type,location,value
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01001,285
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01001,284
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01001,264
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01001,201
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01003,1011
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01003,961
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01003,879
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01003,728
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01005,92
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01005,82
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01005,72
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01005,59
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01007,106
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01007,100
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01007,78
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01007,53
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01009,236
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01009,188
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01009,146
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01009,119
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01011,65
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01011,62
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01011,54
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01011,36
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01013,74
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01013,75
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01013,75
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01013,67
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01015,572
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01015,580
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01015,527
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01015,360
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01017,133
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01017,120
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01017,108
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01017,88
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01019,69
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01019,71
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01019,65
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01019,48
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01021,164
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01021,142
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01021,124
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01021,102
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01023,19
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01023,25
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01023,26
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01023,24
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01025,147
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01025,164
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01025,180
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01025,153
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01027,43
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01027,47
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01027,44
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01027,34
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01029,47
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01029,51
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01029,52
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01029,45
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01031,227
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01031,226
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01031,219
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01031,189
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01033,254
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01033,254
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01033,239
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01033,188
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01035,25
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01035,23
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01035,23
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01035,23
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01037,28
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01037,21
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01037,16
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01037,12
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01039,135
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01039,139
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01039,138
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01039,122
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01041,57
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01041,57
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01041,52
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01041,36
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01043,352
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01043,289
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01043,222
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01043,161
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01045,171
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01045,162
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01045,152
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01045,128
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01047,123
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01047,124
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01047,120
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01047,98
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01049,301
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01049,264
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01049,217
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01049,171
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01051,546
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01051,532
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01051,512
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01051,438
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01053,168
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01053,167
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01053,161
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01053,136
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01055,603
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01055,555
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01055,432
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01055,304
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01057,74
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01057,66
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01057,50
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01057,33
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01059,133
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01059,122
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01059,109
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01059,87
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01061,99
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01061,98
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01061,91
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01061,71
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01063,28
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01063,21
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01063,17
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01063,14
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01065,97
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01065,100
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01065,91
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01065,64
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01067,85
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01067,83
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01067,79
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01067,63
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01069,433
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01069,406
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01069,391
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01069,362
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01071,236
2021-01-04,2 wk ahead inc case,2021-01-16,NA,point,01071,194
2021-01-04,3 wk ahead inc case,2021-01-23,NA,point,01071,166
2021-01-04,4 wk ahead inc case,2021-01-30,NA,point,01071,136
2021-01-04,1 wk ahead inc case,2021-01-09,NA,point,01073,3592
