forecast_date,target,target_end_date,quantile,type,location,value
2021-01-11,1 wk ahead inc case,2021-01-16,0.025,quantile,US,826246.5
2021-01-11,1 wk ahead inc case,2021-01-16,0.100,quantile,US,895397.63
2021-01-11,1 wk ahead inc case,2021-01-16,0.250,quantile,US,933029.63
2021-01-11,1 wk ahead inc case,2021-01-16,0.500,quantile,US,983006.63
2021-01-11,1 wk ahead inc case,2021-01-16,0.750,quantile,US,1007456.4
2021-01-11,1 wk ahead inc case,2021-01-16,0.900,quantile,US,1041728.4
2021-01-11,1 wk ahead inc case,2021-01-16,0.975,quantile,US,1052307.8
2021-01-11,2 wk ahead inc case,2021-01-23,0.025,quantile,US,761086.38
2021-01-11,2 wk ahead inc case,2021-01-23,0.100,quantile,US,770348.5
2021-01-11,2 wk ahead inc case,2021-01-23,0.250,quantile,US,806564.75
2021-01-11,2 wk ahead inc case,2021-01-23,0.500,quantile,US,845782.13
2021-01-11,2 wk ahead inc case,2021-01-23,0.750,quantile,US,873931.63
2021-01-11,2 wk ahead inc case,2021-01-23,0.900,quantile,US,907819.88
2021-01-11,2 wk ahead inc case,2021-01-23,0.975,quantile,US,921380.13
2021-01-11,3 wk ahead inc case,2021-01-30,0.025,quantile,US,655222.13
2021-01-11,3 wk ahead inc case,2021-01-30,0.100,quantile,US,666432.75
2021-01-11,3 wk ahead inc case,2021-01-30,0.250,quantile,US,720807.44
2021-01-11,3 wk ahead inc case,2021-01-30,0.500,quantile,US,751528.75
2021-01-11,3 wk ahead inc case,2021-01-30,0.750,quantile,US,806608.25
2021-01-11,3 wk ahead inc case,2021-01-30,0.900,quantile,US,818507.25
2021-01-11,3 wk ahead inc case,2021-01-30,0.975,quantile,US,828694.69
2021-01-11,4 wk ahead inc case,2021-02-06,0.025,quantile,US,512165.31
2021-01-11,4 wk ahead inc case,2021-02-06,0.100,quantile,US,559879.88
2021-01-11,4 wk ahead inc case,2021-02-06,0.250,quantile,US,627755.31
2021-01-11,4 wk ahead inc case,2021-02-06,0.500,quantile,US,672962.94
2021-01-11,4 wk ahead inc case,2021-02-06,0.750,quantile,US,699636.88
2021-01-11,4 wk ahead inc case,2021-02-06,0.900,quantile,US,722630.69
2021-01-11,4 wk ahead inc case,2021-02-06,0.975,quantile,US,762789.13
2021-01-11,1 wk ahead inc death,2021-01-16,0.010,quantile,US,15817.387
2021-01-11,1 wk ahead inc death,2021-01-16,0.025,quantile,US,15817.387
2021-01-11,1 wk ahead inc death,2021-01-16,0.050,quantile,US,15969.822
2021-01-11,1 wk ahead inc death,2021-01-16,0.100,quantile,US,16130.959
2021-01-11,1 wk ahead inc death,2021-01-16,0.150,quantile,US,16217.99
2021-01-11,1 wk ahead inc death,2021-01-16,0.200,quantile,US,16484.766
2021-01-11,1 wk ahead inc death,2021-01-16,0.250,quantile,US,16678.354
2021-01-11,1 wk ahead inc death,2021-01-16,0.300,quantile,US,16691.301
2021-01-11,1 wk ahead inc death,2021-01-16,0.350,quantile,US,16727.996
2021-01-11,1 wk ahead inc death,2021-01-16,0.400,quantile,US,16809.576
2021-01-11,1 wk ahead inc death,2021-01-16,0.450,quantile,US,16924.238
2021-01-11,1 wk ahead inc death,2021-01-16,0.500,quantile,US,17023.479
2021-01-11,1 wk ahead inc death,2021-01-16,0.550,quantile,US,17074.262
2021-01-11,1 wk ahead inc death,2021-01-16,0.600,quantile,US,17120.236
2021-01-11,1 wk ahead inc death,2021-01-16,0.650,quantile,US,17186.973
2021-01-11,1 wk ahead inc death,2021-01-16,0.700,quantile,US,17237.646
2021-01-11,1 wk ahead inc death,2021-01-16,0.750,quantile,US,17298.619
2021-01-11,1 wk ahead inc death,2021-01-16,0.800,quantile,US,17416.52
2021-01-11,1 wk ahead inc death,2021-01-16,0.850,quantile,US,17528.27
2021-01-11,1 wk ahead inc death,2021-01-16,0.900,quantile,US,17572.746
2021-01-11,1 wk ahead inc death,2021-01-16,0.950,quantile,US,17581.504
2021-01-11,1 wk ahead inc death,2021-01-16,0.975,quantile,US,17584.207
2021-01-11,1 wk ahead inc death,2021-01-16,0.990,quantile,US,17584.207
2021-01-11,2 wk ahead inc death,2021-01-23,0.010,quantile,US,15520.279
2021-01-11,2 wk ahead inc death,2021-01-23,0.025,quantile,US,15520.279
2021-01-11,2 wk ahead inc death,2021-01-23,0.050,quantile,US,15596.863
2021-01-11,2 wk ahead inc death,2021-01-23,0.100,quantile,US,15678.5
2021-01-11,2 wk ahead inc death,2021-01-23,0.150,quantile,US,15796.434
2021-01-11,2 wk ahead inc death,2021-01-23,0.200,quantile,US,16101.254
2021-01-11,2 wk ahead inc death,2021-01-23,0.250,quantile,US,16295.043
2021-01-11,2 wk ahead inc death,2021-01-23,0.300,quantile,US,16362.326
2021-01-11,2 wk ahead inc death,2021-01-23,0.350,quantile,US,16488.785
2021-01-11,2 wk ahead inc death,2021-01-23,0.400,quantile,US,16552.867
2021-01-11,2 wk ahead inc death,2021-01-23,0.450,quantile,US,16561.758
2021-01-11,2 wk ahead inc death,2021-01-23,0.500,quantile,US,16633.545
2021-01-11,2 wk ahead inc death,2021-01-23,0.550,quantile,US,16708.828
2021-01-11,2 wk ahead inc death,2021-01-23,0.600,quantile,US,16781.074
2021-01-11,2 wk ahead inc death,2021-01-23,0.650,quantile,US,16848.424
2021-01-11,2 wk ahead inc death,2021-01-23,0.700,quantile,US,16861.504
2021-01-11,2 wk ahead inc death,2021-01-23,0.750,quantile,US,16946.406
2021-01-11,2 wk ahead inc death,2021-01-23,0.800,quantile,US,17063.352
2021-01-11,2 wk ahead inc death,2021-01-23,0.850,quantile,US,17133.73
2021-01-11,2 wk ahead inc death,2021-01-23,0.900,quantile,US,17219.105
2021-01-11,2 wk ahead inc death,2021-01-23,0.950,quantile,US,17298.463
2021-01-11,2 wk ahead inc death,2021-01-23,0.975,quantile,US,17322.137
2021-01-11,2 wk ahead inc death,2021-01-23,0.990,quantile,US,17322.137
2021-01-11,3 wk ahead inc death,2021-01-30,0.010,quantile,US,15236.732
2021-01-11,3 wk ahead inc death,2021-01-30,0.025,quantile,US,15236.732
2021-01-11,3 wk ahead inc death,2021-01-30,0.050,quantile,US,15359.742
2021-01-11,3 wk ahead inc death,2021-01-30,0.100,quantile,US,15499.962
2021-01-11,3 wk ahead inc death,2021-01-30,0.150,quantile,US,15579.279
2021-01-11,3 wk ahead inc death,2021-01-30,0.200,quantile,US,15712.093
2021-01-11,3 wk ahead inc death,2021-01-30,0.250,quantile,US,15848.705
2021-01-11,3 wk ahead inc death,2021-01-30,0.300,quantile,US,15956.723
2021-01-11,3 wk ahead inc death,2021-01-30,0.350,quantile,US,16002.624
2021-01-11,3 wk ahead inc death,2021-01-30,0.400,quantile,US,16040.334
2021-01-11,3 wk ahead inc death,2021-01-30,0.450,quantile,US,16084.816
2021-01-11,3 wk ahead inc death,2021-01-30,0.500,quantile,US,16260.695
2021-01-11,3 wk ahead inc death,2021-01-30,0.550,quantile,US,16443.988
2021-01-11,3 wk ahead inc death,2021-01-30,0.600,quantile,US,16496.73
2021-01-11,3 wk ahead inc death,2021-01-30,0.650,quantile,US,16610.945
2021-01-11,3 wk ahead inc death,2021-01-30,0.700,quantile,US,16696.658
2021-01-11,3 wk ahead inc death,2021-01-30,0.750,quantile,US,16743.234
2021-01-11,3 wk ahead inc death,2021-01-30,0.800,quantile,US,16804.613
2021-01-11,3 wk ahead inc death,2021-01-30,0.850,quantile,US,16834.5
2021-01-11,3 wk ahead inc death,2021-01-30,0.900,quantile,US,16896.391
