forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,point,NA,247.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,234.14285714285714
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,235.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,237.28571428571428
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,239.14285714285714
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,240.57142857142858
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,241.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,242.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,243.85714285714286
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,244.85714285714286
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,245.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,246.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,247.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,248.71428571428572
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,249.85714285714286
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,250.85714285714286
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,252.14285714285714
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,253.57142857142858
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,255.14285714285714
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,257.14285714285717
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,260
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,264.42857142857144
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,268.42857142857144
2020-04-27,1 day ahead cum death,2020-04-28,01,Alabama,quantile,3,273.57142857142856
2020-04-27,1 day ahead inc death,2020-04-28,01,Alabama,point,NA,10.571428571428571
2020-04-27,1 day ahead inc death,2020-04-28,01,Alabama,quantile,3,2.4285714285714284
