"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper"
17,"Wyoming","2020-01-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Wyoming","2020-01-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Wyoming","2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Wyoming","2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Wyoming","2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Wyoming","2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Wyoming","2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Wyoming","2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Wyoming","2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Wyoming","2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Wyoming","2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Wyoming","2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Wyoming","2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Wyoming","2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Wyoming","2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Wyoming","2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Wyoming","2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Wyoming","2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Wyoming","2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Wyoming","2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Wyoming","2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Wyoming","2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Wyoming","2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Wyoming","2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Wyoming","2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Wyoming","2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Wyoming","2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Wyoming","2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Wyoming","2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Wyoming","2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Wyoming","2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Wyoming","2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Wyoming","2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Wyoming","2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Wyoming","2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Wyoming","2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Wyoming","2020-02-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Wyoming","2020-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Wyoming","2020-02-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Wyoming","2020-02-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"Wyoming","2020-02-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"Wyoming","2020-02-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Wyoming","2020-03-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Wyoming","2020-03-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"Wyoming","2020-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Wyoming","2020-03-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"Wyoming","2020-03-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Wyoming","2020-03-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Wyoming","2020-03-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Wyoming","2020-03-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Wyoming","2020-03-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Wyoming","2020-03-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Wyoming","2020-03-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"Wyoming","2020-03-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Wyoming","2020-03-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Wyoming","2020-03-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"Wyoming","2020-03-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Wyoming","2020-03-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Wyoming","2020-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Wyoming","2020-03-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Wyoming","2020-03-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"Wyoming","2020-03-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Wyoming","2020-03-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Wyoming","2020-03-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Wyoming","2020-03-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Wyoming","2020-03-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Wyoming","2020-03-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"Wyoming","2020-03-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"Wyoming","2020-03-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Wyoming","2020-03-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"Wyoming","2020-03-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Wyoming","2020-03-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"Wyoming","2020-03-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"Wyoming","2020-04-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Wyoming","2020-04-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"Wyoming","2020-04-03",0.1524,0,0,0.023,0,0,0.0196,0,0,0,0,0,0.1524,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0
93,"Wyoming","2020-04-04",0.2915,0,6.20125,0.044,0,1,0.0371,0,0.8,0,0,0,0.1391,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0
94,"Wyoming","2020-04-05",0.83165,0,8.35375,0.119,0,1,0.10005,0,0.95,0,0,0,0.54015,0,7.25125,0.075,0,1,0,0,0,0,0,0,0,0,0
95,"Wyoming","2020-04-06",1.5082,0,14.38625,0.22435,0,2,0.18905,0,1.8,0,0,0,0.67655,0,8.1025,0.10535,0,1,0,0,0,0,0,0,0,0,0
96,"Wyoming","2020-04-07",2.36072631578947,0,20.11,0.35345,0,3,0.299086842105263,0,2.45,0,0,0,0.852526315789474,0,8.4025,0.1291,0,1,0,0,0,0,0,0,0,0,0
97,"Wyoming","2020-04-08",4.17027368421053,0,27.0175,0.644,0,4.30125,0.547828947368421,0,3.65,0.023,0,0,1.80954736842105,0,13.80375,0.29055,0,2,0.023,0,0,0,0,0,0,0,0
98,"Wyoming","2020-04-09",6.58777368421053,0,37.49,1.00605,0,6.3525,0.856728947368421,0,5.45,0.021,0,0,2.4405,0,15.005,0.38505,0,2.2,0.044,0,1,0,0,0,0,0,0
99,"Wyoming","2020-04-10",9.32692368421053,0,48.55625,1.44171578947368,0,8.2025,1.22487894736842,0,6.8025,0.075,0,1,2.8802,0,19.55375,0.456665789473684,0,3,0.119,0,1,0,0,0,0,0,0
100,"Wyoming","2020-04-11",14.1549236842105,0,72.58375,2.18978421052632,0,10.855,1.86414210526316,0,9.155,0.096,0,1,5.013,0,27.0175,0.823068421052632,0,4.305,0.215,0,2,0,0,0,0,0,0
101,"Wyoming","2020-04-12",19.3675236842105,0,82.6012499999999,3.05048421052632,0,14.25125,2.59874210526316,0,12.15625,0.121,0,1,5.7452,0,28.005,0.9567,0,4.60749999999999,0.336,0,3,0,0,0,0,0,0
102,"Wyoming","2020-04-13",25.8140263157895,0,124.18375,4.10168421052632,0,18.45625,3.49174736842105,0,16.1025,0.262,0,2,7.11400263157895,0,32.46375,1.1722,0,5,0.598,0,4,0,0,0,0,0,0
103,"Wyoming","2020-04-14",34.2380789473684,0,143.56125,5.45643421052632,0,22.8075,4.63746052631579,0,19.7,0.351,0,2,9.37191315789474,0,46.2499999999999,1.61675,0,7.65874999999999,0.949,0,6,0,0,0,0,0,0
104,"Wyoming","2020-04-15",42.1846394736842,0,155.0075,6.82328421052632,0,25.85125,5.79728157894737,0,22.0125,0.411,0,3,9.74703947368421,0,48.65,1.71785,0,7.65874999999999,1.36,0,7,0,0,0,0,0,0
105,"Wyoming","2020-04-16",51.7141315789474,0,193.4675,8.50485263157895,0,32.40625,7.22430526315789,0,27.57,0.725,0,4,11.8962921052632,0,51.0575,2.09256842105263,0,8.70125,2.085,0,11,0,0,0,0,0,0
106,"Wyoming","2020-04-17",62.5259131578947,0,212.2325,10.2620052631579,0,33.85625,8.71920526315789,0,28.6075,0.823,0,4,13.8547815789474,0,60.9624999999999,2.48215263157895,0,10.35125,2.908,0,13,0,0,0,0,0,0
107,"Wyoming","2020-04-18",72.9943842105263,5.695,237.6125,12.1671394736842,1,39.555,10.3305973684211,0.75,33.65875,1.021,0,5,15.3027210526316,0,55.3475,2.72813421052632,0,10.055,3.929,0,18.025,0,0,0,0,0,0
108,"Wyoming","2020-04-19",84.3361184210526,7.5925,264.75375,14.2176578947368,1,45.96,12.0746842105263,0.9,38.40625,1.34,0,6.02499999999998,16.9770842105263,0,72.66625,3.08086842105263,0,11.475,5.269,0,22,0,0,0,0,0,1.95999999999999
109,"Wyoming","2020-04-20",96.0080078947368,12.7975,288.01625,16.3040894736842,2,49.2275,13.8470815789474,1.75,42.18125,1.41,0,7,18.7173236842105,0,78.05125,3.43453157894737,0,12.90125,6.679,0,25.025,0,0,0,0,0,5.22749999999998
110,"Wyoming","2020-04-21",106.583318421053,19.39125,313.31375,18.5026605263158,3,54.3225,15.7193921052632,2.55,46.46875,1.705,0,8,19.5200710526316,0,84.87,3.63712105263158,0.3,14.16875,8.384,0,31.025,0,0,0,0,0,10.3225
111,"Wyoming","2020-04-22",118.190036842105,24.59125,348.44125,20.7055578947368,4.2975,62.115,17.5925526315789,3.54875,53.205,1.985,0,9,21.1186236842105,0,85.31375,3.94194736842105,0.34875,15.4075,10.369,0,36,0,0,0,0,0,18.115
112,"Wyoming","2020-04-23",126.933581578947,29.27875,366.46375,22.5835315789474,5.09875,67.25875,19.1870368421053,4.3,57.41375,2.198,0,8,20.2833184210526,0,71.85125,3.90863947368421,0.6475,13.0025,12.567,1,42,0,0,0,0,0,23.25875
113,"Wyoming","2020-04-24",135.917997368421,33.03,401.1025,24.5452342105263,5.89875,70.91,20.8480263157895,4.9975,60.415,2.435,0,10,22.3147657894737,0,88.6275,4.25777105263158,0.69875,15.4071052631579,15.002,1,48,0,0,0,0,0,26.91
114,"Wyoming","2020-04-25",143.959952631579,35.29875,463.512368421052,26.3859078947368,6.7,79.8625,22.4185421052632,5.65,67.52,2.689,0,11,22.7831052631579,0,99.8378947368421,4.40937368421053,0.35,16.9536842105263,17.691,2,52,0,0,0,0,0,35.8625
115,"Wyoming","2020-04-26",148.841702631579,35.3225,484.13375,27.6801578947368,7.2,84.8025,23.5170868421053,6.0975,71.4775,2.81,0,12,21.2319368421053,0,80.9899999999999,4.13445,0.4,15.11875,20.501,3,63,0,0,0,0,0,40.8025
116,"Wyoming","2020-04-27",152.08555,35.2475,493.57375,28.8177578947368,7.195,88.7475,24.4802631578947,6.15,76.385,3.027,0,11.025,21.1251973684211,0,86.42625,4.22435,0.35,15.95375,23.528,4,69,0,0,0,0,0,44.7475
117,"Wyoming","2020-04-28",153.682289473684,34.34,518.8475,29.6554342105263,7.1925,97.5125,25.1912131578947,6.15,82.2875,2.906,0,10,20.3851078947368,0,85.98,4.17252631578947,0.25,16.315,26.434,5,77.05,0,0,0,0,0,53.5125
118,"Wyoming","2020-04-29",155.436665789474,31.69,525.6,30.62095,7.05,103.67,26.0194394736842,6.05,88.27375,3.211,0,13,21.7513263157895,0,86.8525,4.25908421052632,0.0487500000000001,15.5525,29.645,7,84.025,0,0,0,0,0,59.67
119,"Wyoming","2020-04-30",154.222815789474,28.45,528.27625,30.6950315789474,6.9925,100.1875,26.0851473684211,5.79875,85.48875,3.275,0,14,18.4342184210526,0,81.77375,3.78223421052632,0,15.45375,32.92,8,93,0,0,0,0,0,56.1875
120,"Wyoming","2020-05-01",150.931344736842,24.04875,512.845,30.5877710526316,6.4475,93.3637499999999,25.9977684210526,5.3975,80.2025,3.043,0,12.025,18.1656947368421,0,79.1599999999999,3.69787368421053,0,15.25375,35.963,9,103.025,0,0,0,0,0,49.3637499999999
121,"Wyoming","2020-05-02",145.584721052632,19.3975,497.715,30.3997052631579,5.99875,100.75,25.843,5.09875,84.65875,3.026,0,12.025,16.2738052631579,0,67.92875,3.50080263157895,0,13.31,38.989,10,116,0,0,0,0,0,56.75
122,"Wyoming","2020-05-03",139.5225,17.2925,493.61,29.6814105263158,5.345,99.7525,25.23845,4.39375,84.03625,2.934,0,12.025,14.4062,0,65.2775,3.05323684210526,0,12.85875,41.923,11,125.1,0,0,0,0,0,55.7525
123,"Wyoming","2020-05-04",132.760302631579,12.19875,459.27625,28.8517342105263,4.39875,96.5075,24.5376289473684,3.7975,82.01,3.125,0,13,13.6289184210526,0,58.69,2.93144473684211,0,11.70125,45.048,12,138,0,0,0,0,0,52.5075
124,"Wyoming","2020-05-05",125.213228947368,10.4325,463.8625,27.4857473684211,3.9,96.95125,23.3758815789474,3.3475,83.15125,2.643,0,11.025,12.4702947368421,0,58.76625,2.67396052631579,0,10.95375,47.691,12,143.075,0,0,0,0,0,52.95125
125,"Wyoming","2020-05-06",115.459307894737,6.14875,419.615,26.1821184210526,2.85,93.3899999999999,22.2635947368421,2.4475,79.0187499999999,2.609,0,12,10.9784710526316,0,48.90375,2.34201052631579,0,9.6025,50.3,13,148.1,0,0,0,0,0,49.3899999999999
126,"Wyoming","2020-05-07",106.316836842105,4.35,391.61875,24.5328315789474,2.44875,85.5275,20.8617210526316,2.15,71.6487499999999,2.318,0,10,9.01904210526316,0,39.35875,2.00648421052632,0,8.2025,52.618,14,156.025,0,0,0,0,0,41.5275
127,"Wyoming","2020-05-08",96.5346657894737,4.1,372.77875,22.8939736842105,2,80.4024999999999,19.4713684210526,1.7,67.9975,2.069,0,9,7.9392,0,35.5175,1.81351578947368,0,8.05,54.687,14,161.05,0,0,0,0,0,36.4024999999999
128,"Wyoming","2020-05-09",87.1387736842105,3.49875,337.64375,21.296,1.45,77.6575,18.1028657894737,1.2,65.5275,1.951,0,9,6.6609,0,33.4525,1.56247631578947,0,6.60999999999999,56.638,14,168.025,0,0,0,0,0,33.6575
129,"Wyoming","2020-05-10",78.61325,2.74875,298.845,19.4885052631579,1.14875,69.81,16.5573921052632,0.99875,59.36875,1.791,0,8.02499999999998,5.99830526315789,0,33.15,1.34185526315789,0,6.15125,58.429,14.975,173.025,0,0,0,0,0,25.81
130,"Wyoming","2020-05-11",69.3597710526316,2.3,265.56375,17.5478368421053,0.9,65.17375,14.9116815789474,0.8,55.8675,1.575,0,7,4.54072631578947,0,22.30375,1.08885789473684,0,4.955,60.004,15,177.025,0,0,0,0,0,21.17375
131,"Wyoming","2020-05-12",60.1306131578947,1.99625,223.90375,15.7051947368421,0.69875,58.14125,13.3459789473684,0.55,49.61875,1.285,0,6,3.48999473684211,0,19.565,0.866442105263158,0,4.3,61.289,15,181.1,0,0,0,0,0,14.14125
132,"Wyoming","2020-05-13",52.3229184210526,1.45,212.40375,14.0903684210526,0.35,53.76125,11.9725947368421,0.34875,45.70625,1.144,0,5,3.37675,0,16.40125,0.809407894736842,0,4.20125,62.433,15,187.025,0,0,0,0,0,9.76124999999999
133,"Wyoming","2020-05-14",45.0285868421053,1.14875,188.91125,12.4316631578947,0.2,49.9075,10.5579631578947,0.1,41.7075,0.967,0,5,2.30120526315789,0,13.5,0.574168421052632,0,2.90375,63.4,15,190.025,0,0,0,0,0,5.90749999999999
134,"Wyoming","2020-05-15",38.1542342105263,0.9,162.65875,10.7168421052632,0,43.66,9.10058947368421,0,36.6625,0.861,0,4.02499999999998,1.69351578947368,0,12.9025,0.434981578947368,0,2.8,64.261,15,193.025,0,0,0,0,0,0
135,"Wyoming","2020-05-16",32.0866236842105,0.69875,136.63875,9.23390789473684,0,37.6475,7.83929210526316,0,32.62125,0.656,0,3,1.25893157894737,0,8.6025,0.362302631578947,0,2.05125,64.917,15,196,0,0,0,0,0,0
136,"Wyoming","2020-05-17",26.3633342105263,0.35,118.56,7.84976315789474,0,31.8812499999999,6.66115263157895,0,27.6525,0.504,0,3,0.883842105263158,0,8.0525,0.2523,0,1.70125,65.421,15,197,0,0,0,0,0,0
137,"Wyoming","2020-05-18",21.7107210526316,0.2,100.06125,6.63847631578947,0,28.06125,5.63209736842105,0,23.67125,0.484,0,2,0.579818421052632,0,7.25,0.175673684210526,0,1.55,65.905,15,198.075,0,0,0,0,0,0
138,"Wyoming","2020-05-19",17.6707236842105,0,85.65,5.51641842105263,0,24.3025,4.67877105263158,0,20.35875,0.329,0,2,0.421818421052632,0,7,0.128952631578947,0,1.45,66.234,15,199.075,0,0,0,0,0,0
139,"Wyoming","2020-05-20",13.8772157894737,0,72.80125,4.54677368421053,0,20.75375,3.85537368421053,0,17.66125,0.244,0,2,0.231176315789474,0,6.1025,0.0808394736842105,0,1,66.478,15,200.075,0,0,0,0,0,0
140,"Wyoming","2020-05-21",10.9050578947368,0,59.3774999999999,3.67914473684211,0,17.65875,3.11986315789474,0,14.8,0.181,0,1,0.100192105263158,0,0,0.0458868421052632,0,0.5,66.659,15,201.075,0,0,0,0,0,0
141,"Wyoming","2020-05-22",8.55663684210526,0,46.78125,2.93851578947368,0,15.1025,2.49656578947368,0,12.80125,0.128,0,1,0.0723815789473684,0,0,0.0358473684210526,0,0.45,66.787,15,202.075,0,0,0,0,0,0
142,"Wyoming","2020-05-23",6.69974736842105,0,38.80625,2.34829210526316,0,12.40875,1.99610263157895,0,10.80125,0.083,0,1,0.0471,0,0,0.0186315789473684,0,0.25,66.87,15,202.1,0,0,0,0,0,0
143,"Wyoming","2020-05-24",5.21501052631579,0,28.4625,1.84227105263158,0,10.2025,1.56449210526316,0,8.8,0.06,0,1,0.02875,0,0,0.00983684210526316,0,0,66.93,15,202.1,0,0,0,0,0,0
144,"Wyoming","2020-05-25",4.03681315789474,0,21.81,1.42523684210526,0,8.25375,1.21026578947368,0,7.10125,0.034,0,1,0.01625,0,0,0.00540789473684211,0,0,66.964,15,203.075,0,0,0,0,0,0
145,"Wyoming","2020-05-26",3.07036578947368,0,16.20125,1.06792894736842,0,6.15125,0.907678947368421,0,5.3025,0.014,0,0,0,0,0,0.0021,0,0,66.978,15,203.075,0,0,0,0,0,0
146,"Wyoming","2020-05-27",2.38996578947368,0,12.3025,0.810410526315789,0,5.00125,0.687734210526316,0,4.30125,0.011,0,0,0,0,0,0.00165,0,0,66.989,15,203.075,0,0,0,0,0,0
147,"Wyoming","2020-05-28",1.86575263157895,0,9.60749999999999,0.609728947368421,0,4.20375,0.518178947368421,0,3.70125,0.007,0,0,0,0,0,0.0013,0,0,66.996,15,203.075,0,0,0,0,0,0
148,"Wyoming","2020-05-29",1.43833684210526,0,8.40125,0.421426315789474,0,3.15125,0.357871052631579,0,2.75125,0.004,0,0,0,0,0,0,0,0,67,15,203.075,0,0,0,0,0,0
149,"Wyoming","2020-05-30",1.07092894736842,0,6.15125,0.293126315789474,0,2.40125,0.24875,0,2.10125,0.002,0,0,0,0,0,0,0,0,67.002,15,203.075,0,0,0,0,0,0
150,"Wyoming","2020-05-31",0.800660526315789,0,4.8025,0.198452631578947,0,1.7525,0.1683,0,1.50125,0,0,0,0,0,0,0,0,0,67.002,15,203.075,0,0,0,0,0,0
151,"Wyoming","2020-06-01",0.596728947368421,0,3.80125,0.1295,0,1.35125,0.109713157894737,0,1.15125,0,0,0,0,0,0,0,0,0,67.002,15,203.075,0,0,0,0,0,0
