forecast_date,location,location_name,target,type,target_end_date,quantile,value
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.600,50.66790409564405
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.650,59.71240999726213
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.700,69.24395688200414
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.750,79.52999461398593
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.800,90.98398540631814
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.850,104.33501056966813
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.900,121.13364883214915
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.950,146.0317612769912
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.975,167.62716066832115
2020-05-30,01,Alabama,23 day ahead inc hosp,quantile,2020-06-22,0.990,192.73647946338548
2020-05-30,01,Alabama,24 day ahead cum death,point,2020-06-23,,948.3268109796056
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.010,769.8947327743197
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.025,797.9965655028042
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.050,822.165691967488
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.100,850.031146896416
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.150,868.8318370454197
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.200,883.7740295818417
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.250,896.5931003000402
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.300,908.1050219950187
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.350,918.7725330647088
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.400,928.8949578916628
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.450,938.688521057609
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.500,948.3268109796056
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.550,957.9651009016022
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.600,967.7586640675485
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.650,977.8810888945025
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.700,988.5485999641926
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.750,1000.0605216591711
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.800,1012.8795923773696
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.850,1027.8217849137916
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.900,1046.6224750627953
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.950,1074.4879299917234
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.975,1098.657056456407
2020-05-30,01,Alabama,24 day ahead cum death,quantile,2020-06-23,0.990,1126.7588891848916
2020-05-30,01,Alabama,24 day ahead inc death,point,2020-06-23,,10.834421174591917
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.010,0.0
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.025,0.0
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.050,0.0
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.100,0.6247564506132743
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.150,2.57752562706734
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.200,4.129524664470389
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.250,5.461001645947562
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.300,6.656709126340144
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.350,7.7647103029606415
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.400,8.816095067902193
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.450,9.833321995559901
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.500,10.834421174591917
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.550,11.835520353623934
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.600,12.852747281281642
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.650,13.904132046223195
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.700,15.01213322284369
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.750,16.207840703236275
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.800,17.539317684713446
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.850,19.091316722116495
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.900,21.04408589857057
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.950,23.938383982407892
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.975,26.448755931948043
2020-05-30,01,Alabama,24 day ahead inc death,quantile,2020-06-23,0.990,29.367605842197783
2020-05-30,01,Alabama,24 day ahead inc hosp,point,2020-06-23,,33.482547560836124
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.010,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.025,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.050,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.100,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.150,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.200,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.250,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.300,0.0
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.350,6.572414371501662
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.400,15.789212057330339
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.450,24.706570483500208
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.500,33.482547560836124
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.550,42.25852463817205
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.600,51.17588306434193
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.650,60.39268075017061
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.700,70.10579722388987
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.750,80.58777709053086
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.800,92.25995874164613
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.850,105.86531199891914
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.900,122.98395307747808
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.950,148.35635790083805
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.975,170.36313519742282
2020-05-30,01,Alabama,24 day ahead inc hosp,quantile,2020-06-23,0.990,195.95076971062275
2020-05-30,01,Alabama,25 day ahead cum death,point,2020-06-24,,962.6800101704936
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.010,780.9736757740485
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.025,809.5911814729968
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.050,834.2038151408576
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.100,862.5806054711228
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.150,881.7262911878383
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.200,896.9426752648956
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.250,909.9969779104815
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.300,921.7201451464023
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.350,932.5834066916544
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.400,942.891579577436
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.450,952.8648561399425
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.500,962.6800101704936
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.550,972.4951642010446
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.600,982.4684407635513
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.650,992.7766136493328
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.700,1003.6398751945849
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.750,1015.3630424305056
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.800,1028.4173450760916
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.850,1043.6337291531488
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.900,1062.7794148698645
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.950,1091.1562052001295
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.975,1115.7688388679903
2020-05-30,01,Alabama,25 day ahead cum death,quantile,2020-06-24,0.990,1144.3863445669388
2020-05-30,01,Alabama,25 day ahead inc death,point,2020-06-24,,10.886653963188001
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.010,0.0
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.025,0.0
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.050,0.0
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.100,0.489640314798546
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.150,2.4782431072157305
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.200,4.058721566637525
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.250,5.41463135635096
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.300,6.632280253667389
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.350,7.760613422992627
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.400,8.831291260741073
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.450,9.867184459616366
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.500,10.886653963188001
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.550,11.906123466759638
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.600,12.942016665634931
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.650,14.01269450338338
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.700,15.141027672708613
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.750,16.358676570025047
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.800,17.71458635973848
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.850,19.295064819160274
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.900,21.283667611577467
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.950,24.231076512233063
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.975,26.78751417473564
2020-05-30,01,Alabama,25 day ahead inc death,quantile,2020-06-24,0.990,29.75992543160997
2020-05-30,01,Alabama,25 day ahead inc hosp,point,2020-06-24,,33.65338063074522
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.010,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.025,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.050,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.100,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.150,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.200,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.250,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.300,0.0
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.350,6.249442341529978
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.400,15.635369688286357
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.450,24.716363018725406
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.500,33.65338063074522
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.550,42.59039824276504
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.600,51.671391573204104
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.650,61.05731891996049
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.700,70.94867258101405
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.750,81.62299839698859
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.800,93.50936638399091
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.850,107.36437997467257
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.900,124.7971507607341
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.950,150.6351431309807
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.975,173.04574818956632
2020-05-30,01,Alabama,25 day ahead inc hosp,quantile,2020-06-24,0.990,199.1029197477004
2020-05-30,01,Alabama,26 day ahead cum death,point,2020-06-25,,977.0840887386327
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.010,792.1614633329561
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.025,821.2855128824085
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.050,846.333802206647
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.100,875.212875607633
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.150,894.6974493275696
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.200,910.1831708466187
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.250,923.4685410351731
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.300,935.3992140661221
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.350,946.4547606550134
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.400,956.945393243613
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.450,967.095201680185
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.500,977.0840887386327
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.550,987.0729757970803
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.600,997.2227842336523
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.650,1007.713416822252
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.700,1018.7689634111432
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.750,1030.6996364420922
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.800,1043.9850066306467
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.850,1059.4707281496958
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.900,1078.9553018696324
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.950,1107.8343752706185
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.975,1132.8826645948568
2020-05-30,01,Alabama,26 day ahead cum death,quantile,2020-06-25,0.990,1162.0067141443092
2020-05-30,01,Alabama,26 day ahead inc death,point,2020-06-25,,10.937533340439218
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.010,0.0
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.025,0.0
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.050,0.0
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.100,0.3564874642727549
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.150,2.3802894989366585
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.200,3.988743200257459
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.250,5.3686532565574705
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.300,6.607855135028068
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.350,7.756160353428934
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.400,8.845789712679215
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.450,9.900018727931704
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.500,10.937533340439218
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.550,11.975047952946735
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.600,13.029276968199223
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.650,14.118906327449507
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.700,15.267211545850369
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.750,16.506413424320968
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.800,17.88632348062098
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.850,19.494777181941778
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.900,21.518579216605694
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.950,24.518158696670064
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.975,27.11984655640368
2020-05-30,01,Alabama,26 day ahead inc death,quantile,2020-06-25,0.990,30.144870946622966
2020-05-30,01,Alabama,26 day ahead inc hosp,point,2020-06-25,,33.81772429119435
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.010,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.025,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.050,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.100,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.150,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.200,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.250,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.300,0.0
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.350,5.92872288830231
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.400,15.480785740675184
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.450,24.722517095468728
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.500,33.81772429119435
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.550,42.91293148691999
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.600,52.154662841713545
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.650,61.70672569408642
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.700,71.77316115377319
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.750,82.6364277585516
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.800,94.73319027371386
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.850,108.83344438279852
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.900,126.57478373985367
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.950,152.87012121495337
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.975,175.67740494630397
2020-05-30,01,Alabama,26 day ahead inc hosp,quantile,2020-06-25,0.990,202.19580118813883
2020-05-30,01,Alabama,27 day ahead cum death,point,2020-06-26,,991.5376932726781
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.010,803.4537683506805
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.025,833.0757009663721
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.050,858.5521971947235
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.100,887.9249657321161
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.150,907.7426332167635
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.200,923.4930871007174
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.250,937.0055740861434
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.300,949.1402050200228
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.350,960.3847490017828
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.400,971.0547216341196
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.450,981.3780436384927
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.500,991.5376932726781
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.550,1001.6973429068635
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.600,1012.0206649112366
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.650,1022.6906375435734
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.700,1033.9351815253335
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.750,1046.069812459213
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.800,1059.5822994446387
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.850,1075.3327533285926
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.900,1095.15042081324
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.950,1124.5231893506327
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.975,1149.999685578984
2020-05-30,01,Alabama,27 day ahead cum death,quantile,2020-06-26,0.990,1179.6216181946756
2020-05-30,01,Alabama,27 day ahead inc death,point,2020-06-26,,10.987059306345598
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.010,0.0
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.025,0.0
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.050,0.0
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.100,0.22512774819665893
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.150,2.2835271955853553
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.200,3.91947782377952
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.250,5.322977794964083
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.300,6.583364146077978
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.350,7.751299935500404
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.400,8.859556786972421
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.450,9.93180811652365
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.500,10.987059306345598
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.550,12.042310496167548
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.600,13.114561825718779
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.650,14.222818677190796
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.700,15.39075446661322
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.750,16.651140817727118
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.800,18.054640788911676
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.850,19.690591417105843
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.900,21.74899086449455
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.950,24.799848921956855
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.975,27.446013300204903
2020-05-30,01,Alabama,27 day ahead inc death,quantile,2020-06-26,0.990,30.522751255060648
2020-05-30,01,Alabama,27 day ahead inc hosp,point,2020-06-26,,33.97548931630658
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.010,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.025,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.050,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.100,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.150,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.200,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.250,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.300,0.0
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.350,5.609718310710569
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.400,15.325076117439782
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.450,24.724797230370193
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.500,33.97548931630658
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.550,43.22618140224297
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.600,52.6259025151734
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.650,62.341260321902624
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.700,72.57978406705458
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.750,83.62876098925908
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.800,95.93232074950879
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.850,110.27362230423329
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.900,128.3182543892892
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.950,155.06311737517575
2020-05-30,01,Alabama,27 day ahead inc hosp,quantile,2020-06-26,0.975,178.26029744760598
