forecast_date,location,target,type,target_end_date,quantile,value
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.150,228.55962453392414
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.200,229.56781317542718
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.250,230.4327492590179
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.300,231.2094885940558
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.350,231.9292533452698
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.400,232.61223970822343
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.450,233.27303691851776
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.500,233.9233574386947
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.550,234.5736779588716
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.600,235.234475169166
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.650,235.9174615321196
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.700,236.63722628333358
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.750,237.4139656183715
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.800,238.27890170196224
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.850,239.2870903434652
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.900,240.5556218668304
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.950,242.43577667551597
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.975,244.06653057708348
2020-07-05,49,3 wk ahead cum death,quantile,2020-07-25,0.990,245.96263441145825
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.010,237.10902409743144
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.025,239.18605327717452
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.050,240.97241295702443
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.100,243.03197126247025
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.150,244.42154547337958
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.200,245.52593500581142
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.250,246.4734028879293
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.300,247.32425832879716
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.350,248.11270269757026
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.400,248.86085930139308
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.450,249.5847094739375
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.500,250.29708327546962
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.550,251.0094570770018
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.600,251.73330724954621
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.650,252.48146385336898
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.700,253.26990822214213
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.750,254.12076366301002
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.800,255.0682315451279
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.850,256.1726210775597
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.900,257.562195288469
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.950,259.6217535939149
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.975,261.40811327376474
2020-07-05,49,4 wk ahead cum death,quantile,2020-08-01,0.990,263.4851424535078
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.010,252.67657222987407
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.025,254.88631125516233
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.050,256.78680872350014
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.100,258.9779605892448
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.150,260.45632035054587
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.200,261.63127382386983
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.250,262.63927928414074
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.300,263.54449934118253
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.350,264.38332062878817
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.400,265.1792800022135
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.450,265.94937990756523
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.500,266.7072701698644
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.550,267.46516043216354
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.600,268.2352603375153
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.650,269.0312197109405
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.700,269.8700409985463
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.750,270.77526105558803
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.800,271.78326651585894
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.850,272.9582199891829
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.900,274.436579750484
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.950,276.62773161622863
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.975,278.5282290845665
2020-07-05,49,5 wk ahead cum death,quantile,2020-08-08,0.990,280.73796810985465
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.010,268.48541647330615
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.025,270.79537014482787
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.050,272.7820577375549
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.100,275.0725812967695
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.150,276.61798666788656
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.200,277.8462258665032
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.250,278.8999457344243
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.300,279.846218742399
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.350,280.7230817071569
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.400,281.55513891209586
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.450,282.360163887194
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.500,283.15242549545343
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.550,283.9446871037128
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.600,284.74971207881094
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.650,285.5817692837499
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.700,286.4586322485078
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.750,287.4049052564825
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.800,288.4586251244037
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.850,289.6868643230203
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.900,291.23226969413736
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.950,293.52279325335195
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.975,295.509480846079
2020-07-05,49,6 wk ahead cum death,quantile,2020-08-15,0.990,297.81943451760065
2020-07-05,49,1 wk ahead cum death,point,2020-07-11,nan,256.2564091048026
2020-07-05,49,2 wk ahead cum death,point,2020-07-18,nan,339.0364627431307
2020-07-05,49,3 wk ahead cum death,point,2020-07-25,nan,434.35479070021415
2020-07-05,49,4 wk ahead cum death,point,2020-08-01,nan,542.9917523909813
2020-07-05,49,5 wk ahead cum death,point,2020-08-08,nan,665.4366170804807
2020-07-05,49,6 wk ahead cum death,point,2020-08-15,nan,801.6999371447811
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.010,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.025,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.050,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.100,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.150,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.200,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.250,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.300,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.350,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.400,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.450,56.0
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.500,56.22359370782174
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.550,56.54586483754107
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.600,56.873327768310965
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.650,57.211786697320406
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.700,57.56847142786338
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.750,57.95339033359315
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.800,58.38201578849647
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.850,58.881631104923756
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.900,59.51026125641928
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.950,60.441985837518864
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.975,61.25011795982893
2020-07-05,50,1 wk ahead cum death,quantile,2020-07-11,0.990,62.18974619822873
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.010,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.025,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.050,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.100,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.150,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.200,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.250,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.300,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.350,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.400,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.450,56.0
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.500,56.5818368012806
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.550,57.18320401486494
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.600,57.794259278799885
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.650,58.425833392275116
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.700,59.091417376548
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.750,59.80968714522457
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.800,60.609514593966296
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.850,61.54181116972723
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.900,62.7148531450019
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.950,64.45347805891173
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.975,65.96147588367765
2020-07-05,50,2 wk ahead cum death,quantile,2020-07-18,0.990,67.71484924983605
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.010,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.025,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.050,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.100,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.150,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.200,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.250,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.300,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.350,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.400,56.0
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.450,56.168347563637134
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.500,57.05851837877389
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.550,57.948689193910646
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.600,58.853200697204144
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.650,59.78808512507407
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.700,60.77331249437273
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.750,61.83652773296214
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.800,63.020468320230826
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.850,64.40049567131946
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.900,66.13688519793845
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.950,68.7104760453802
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.975,70.94268229569334
2020-07-05,50,3 wk ahead cum death,quantile,2020-07-25,0.990,73.53810446593346
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.010,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.025,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.050,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.100,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.150,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.200,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.250,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.300,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.350,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.400,56.0
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.450,56.4530077007529
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.500,57.63352257423211
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.550,58.81403744771132
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.600,60.013570463975114
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.650,61.253383040750045
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.700,62.5599587489608
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.750,63.969959370775975
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.800,65.54006192729672
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.850,67.37020821615022
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.900,69.67295014777862
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.950,73.08596057453381
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.975,76.04623812391974
2020-07-05,50,4 wk ahead cum death,quantile,2020-08-01,0.990,79.48820052352438
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.010,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.025,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.050,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.100,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.150,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.200,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.250,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.300,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.350,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.400,56.0
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.450,56.8200673399289
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.500,58.2870914444648
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.550,59.7541155490007
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.600,61.244773471725
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.650,62.785486745311395
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.700,64.40916646456569
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.750,66.16137217250156
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.800,68.11253632024406
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.850,70.38685643335045
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.900,73.24847045966783
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.950,77.48981351901084
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.975,81.16854609462553
2020-07-05,50,5 wk ahead cum death,quantile,2020-08-08,0.990,85.44586772823149
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.010,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.025,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.050,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.100,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.150,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.200,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.250,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.300,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.350,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.400,56.0
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.450,57.25495426079013
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.500,59.00156484594674
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.550,60.748175431103355
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.600,62.522923984060135
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.650,64.35726747168033
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.700,66.29038920825248
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.750,68.37653150638518
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.800,70.69954988303498
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.850,73.40731151510634
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.900,76.81429394541873
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.950,81.86395513355072
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.975,86.24378313819125
2020-07-05,50,6 wk ahead cum death,quantile,2020-08-15,0.990,91.3362797224508
2020-07-05,50,1 wk ahead cum death,point,2020-07-11,nan,59.034085980697604
2020-07-05,50,2 wk ahead cum death,point,2020-07-18,nan,62.0564233627001
2020-07-05,50,3 wk ahead cum death,point,2020-07-25,nan,65.06636544959451
2020-07-05,50,4 wk ahead cum death,point,2020-08-01,nan,68.05804500315462
2020-07-05,50,5 wk ahead cum death,point,2020-08-08,nan,71.03000515773978
2020-07-05,50,6 wk ahead cum death,point,2020-08-15,nan,73.97808798485212
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.010,1910.810076835324
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.025,1924.4091270762867
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.050,1936.1050605141174
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.100,1949.589722714874
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.150,1958.6877602831466
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.200,1965.91859212875
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.250,1972.1220020068015
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.300,1977.6928558017346
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.350,1982.8550820659202
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.400,1987.7535299754254
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.450,1992.492835017148
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.500,1997.1570001679613
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.550,2001.821165318776
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.600,2006.5604703604981
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.650,2011.4589182700033
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.700,2016.621144534189
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.750,2022.1919983291214
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.800,2028.3954082071732
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.850,2035.626240052777
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.900,2044.7242776210494
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.950,2058.208939821806
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.975,2069.904873259637
2020-07-05,51,1 wk ahead cum death,quantile,2020-07-11,0.990,2083.5039235005993
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.010,1977.2533376254464
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.025,2002.3381188028245
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.050,2023.9124144892553
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.100,2048.7861957139125
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.150,2065.5684178176475
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.200,2078.9063959384293
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.250,2090.3491935299685
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.300,2100.6251794216973
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.350,2110.147411778422
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.400,2119.183079103821
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.450,2127.9251918100704
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.500,2136.528701622167
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.550,2145.132211434264
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.600,2153.8743241405127
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.650,2162.909991465912
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.700,2172.4322238226364
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.750,2182.708209714365
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.800,2194.1510073059044
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.850,2207.488985426686
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.900,2224.271207530421
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.950,2249.1449887550784
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.975,2270.719284441509
2020-07-05,51,2 wk ahead cum death,quantile,2020-07-18,0.990,2295.804065618887
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.010,2052.453362269158
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.025,2087.8172470560157
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.050,2118.2321389228273
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.100,2153.298561357302
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.150,2176.957710095628
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.200,2195.761251502572
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.250,2211.8930157306554
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.300,2226.379838580608
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.350,2239.8040389192806
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.400,2252.542292285268
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.450,2264.866699835466
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.500,2276.995708560165
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.550,2289.124717284864
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.600,2301.449124835062
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.650,2314.187378201049
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.700,2327.611578539723
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.750,2342.0984013896746
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.800,2358.2301656177583
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.850,2377.033707024702
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.900,2400.6928557630285
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.950,2435.759278197503
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.975,2466.1741700643147
2020-07-05,51,3 wk ahead cum death,quantile,2020-07-25,0.990,2501.538054851172
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.010,2134.0621006665506
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.025,2178.5389039562824
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.050,2216.7914084758468
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.100,2260.8940963477507
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.150,2290.6499704769444
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.200,2314.298995954422
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.250,2334.5877540649403
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.300,2352.8076858986165
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.350,2369.691168055164
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.400,2385.711941582408
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.450,2401.212225376917
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.500,2416.466758027933
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.550,2431.721290678949
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.600,2447.2215744734585
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.650,2463.242348000702
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.700,2480.1258301572493
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.750,2498.345761990925
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.800,2518.634520101444
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.850,2542.283545578921
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.900,2572.039419708115
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.950,2616.1421075800195
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.975,2654.3946120995834
2020-07-05,51,4 wk ahead cum death,quantile,2020-08-01,0.990,2698.8714153893147
