"","forecast_date","target","target_end_date","location","location_name","type","quantile","value"
"1",2020-05-11,"1 day ahead cum death","2020-05-12",17,"Illinois","quantile","0.010000",2976.62
"2",2020-05-11,"1 day ahead inc death","2020-05-12",17,"Illinois","quantile","0.010000",42.92
"3",2020-05-11,"2 day ahead cum death","2020-05-13",17,"Illinois","quantile","0.010000",3055.5
"4",2020-05-11,"2 day ahead inc death","2020-05-13",17,"Illinois","quantile","0.010000",45
"5",2020-05-11,"3 day ahead cum death","2020-05-14",17,"Illinois","quantile","0.010000",3125.7
"6",2020-05-11,"3 day ahead inc death","2020-05-14",17,"Illinois","quantile","0.010000",55.98
"7",2020-05-11,"4 day ahead cum death","2020-05-15",17,"Illinois","quantile","0.010000",3217.8
"8",2020-05-11,"4 day ahead inc death","2020-05-15",17,"Illinois","quantile","0.010000",52.96
"9",2020-05-11,"5 day ahead cum death","2020-05-16",17,"Illinois","quantile","0.010000",3299.03
"10",2020-05-11,"5 day ahead inc death","2020-05-16",17,"Illinois","quantile","0.010000",43.87
"11",2020-05-11,"6 day ahead cum death","2020-05-17",17,"Illinois","quantile","0.010000",3364.09
"12",2020-05-11,"6 day ahead inc death","2020-05-17",17,"Illinois","quantile","0.010000",49.98
"13",2020-05-11,"7 day ahead cum death","2020-05-18",17,"Illinois","quantile","0.010000",3452.83
"14",2020-05-11,"7 day ahead inc death","2020-05-18",17,"Illinois","quantile","0.010000",42.99
"15",2020-05-11,"8 day ahead cum death","2020-05-19",17,"Illinois","quantile","0.010000",3522.15
"16",2020-05-11,"8 day ahead inc death","2020-05-19",17,"Illinois","quantile","0.010000",42.96
"17",2020-05-11,"9 day ahead cum death","2020-05-20",17,"Illinois","quantile","0.010000",3613.34
"18",2020-05-11,"9 day ahead inc death","2020-05-20",17,"Illinois","quantile","0.010000",46.96
"19",2020-05-11,"10 day ahead cum death","2020-05-21",17,"Illinois","quantile","0.010000",3687.78
"20",2020-05-11,"10 day ahead inc death","2020-05-21",17,"Illinois","quantile","0.010000",44.94
"21",2020-05-11,"11 day ahead cum death","2020-05-22",17,"Illinois","quantile","0.010000",3779.88
"22",2020-05-11,"11 day ahead inc death","2020-05-22",17,"Illinois","quantile","0.010000",54.91
"23",2020-05-11,"12 day ahead cum death","2020-05-23",17,"Illinois","quantile","0.010000",3870.96
"24",2020-05-11,"12 day ahead inc death","2020-05-23",17,"Illinois","quantile","0.010000",52.94
"25",2020-05-11,"13 day ahead cum death","2020-05-24",17,"Illinois","quantile","0.010000",3941.86
"26",2020-05-11,"13 day ahead inc death","2020-05-24",17,"Illinois","quantile","0.010000",45.99
"27",2020-05-11,"14 day ahead cum death","2020-05-25",17,"Illinois","quantile","0.010000",4015.98
"28",2020-05-11,"14 day ahead inc death","2020-05-25",17,"Illinois","quantile","0.010000",52.91
"29",2020-05-11,"15 day ahead cum death","2020-05-26",17,"Illinois","quantile","0.010000",4102.79
"30",2020-05-11,"15 day ahead inc death","2020-05-26",17,"Illinois","quantile","0.010000",45.98
"31",2020-05-11,"16 day ahead cum death","2020-05-27",17,"Illinois","quantile","0.010000",4177.99
"32",2020-05-11,"16 day ahead inc death","2020-05-27",17,"Illinois","quantile","0.010000",56.97
"33",2020-05-11,"17 day ahead cum death","2020-05-28",17,"Illinois","quantile","0.010000",4265.88
"34",2020-05-11,"17 day ahead inc death","2020-05-28",17,"Illinois","quantile","0.010000",52.99
"35",2020-05-11,"18 day ahead cum death","2020-05-29",17,"Illinois","quantile","0.010000",4355.95
"36",2020-05-11,"18 day ahead inc death","2020-05-29",17,"Illinois","quantile","0.010000",53.99
"37",2020-05-11,"19 day ahead cum death","2020-05-30",17,"Illinois","quantile","0.010000",4465.45
"38",2020-05-11,"19 day ahead inc death","2020-05-30",17,"Illinois","quantile","0.010000",54.93
"39",2020-05-11,"20 day ahead cum death","2020-05-31",17,"Illinois","quantile","0.010000",4534.62
"40",2020-05-11,"20 day ahead inc death","2020-05-31",17,"Illinois","quantile","0.010000",57.89
"41",2020-05-11,"21 day ahead cum death","2020-06-01",17,"Illinois","quantile","0.010000",4604.99
"42",2020-05-11,"21 day ahead inc death","2020-06-01",17,"Illinois","quantile","0.010000",46.98
"43",2020-05-11,"22 day ahead cum death","2020-06-02",17,"Illinois","quantile","0.010000",4709.49
"44",2020-05-11,"22 day ahead inc death","2020-06-02",17,"Illinois","quantile","0.010000",49.99
"45",2020-05-11,"23 day ahead cum death","2020-06-03",17,"Illinois","quantile","0.010000",4805.41
"46",2020-05-11,"23 day ahead inc death","2020-06-03",17,"Illinois","quantile","0.010000",43.98
"47",2020-05-11,"24 day ahead cum death","2020-06-04",17,"Illinois","quantile","0.010000",4862.77
"48",2020-05-11,"24 day ahead inc death","2020-06-04",17,"Illinois","quantile","0.010000",48.96
"49",2020-05-11,"25 day ahead cum death","2020-06-05",17,"Illinois","quantile","0.010000",4945.45
"50",2020-05-11,"25 day ahead inc death","2020-06-05",17,"Illinois","quantile","0.010000",50.99
"51",2020-05-11,"26 day ahead cum death","2020-06-06",17,"Illinois","quantile","0.010000",5052.45
"52",2020-05-11,"26 day ahead inc death","2020-06-06",17,"Illinois","quantile","0.010000",52.83
"53",2020-05-11,"27 day ahead cum death","2020-06-07",17,"Illinois","quantile","0.010000",5144.5
"54",2020-05-11,"27 day ahead inc death","2020-06-07",17,"Illinois","quantile","0.010000",52.97
"55",2020-05-11,"28 day ahead cum death","2020-06-08",17,"Illinois","quantile","0.010000",5213.43
"56",2020-05-11,"28 day ahead inc death","2020-06-08",17,"Illinois","quantile","0.010000",51.97
"57",2020-05-11,"29 day ahead cum death","2020-06-09",17,"Illinois","quantile","0.010000",5288.72
"58",2020-05-11,"29 day ahead inc death","2020-06-09",17,"Illinois","quantile","0.010000",59.97
"59",2020-05-11,"30 day ahead cum death","2020-06-10",17,"Illinois","quantile","0.010000",5375.82
"60",2020-05-11,"30 day ahead inc death","2020-06-10",17,"Illinois","quantile","0.010000",54.98
"61",2020-05-11,"31 day ahead cum death","2020-06-11",17,"Illinois","quantile","0.010000",5476.77
"62",2020-05-11,"31 day ahead inc death","2020-06-11",17,"Illinois","quantile","0.010000",55
"63",2020-05-11,"32 day ahead cum death","2020-06-12",17,"Illinois","quantile","0.010000",5565.86
"64",2020-05-11,"32 day ahead inc death","2020-06-12",17,"Illinois","quantile","0.010000",52.99
"65",2020-05-11,"33 day ahead cum death","2020-06-13",17,"Illinois","quantile","0.010000",5693.51
"66",2020-05-11,"33 day ahead inc death","2020-06-13",17,"Illinois","quantile","0.010000",59.95
"67",2020-05-11,"1 day ahead cum death","2020-05-12",17,"Illinois","quantile","0.025000",3036.875
"68",2020-05-11,"1 day ahead inc death","2020-05-12",17,"Illinois","quantile","0.025000",48
"69",2020-05-11,"2 day ahead cum death","2020-05-13",17,"Illinois","quantile","0.025000",3116.95
"70",2020-05-11,"2 day ahead inc death","2020-05-13",17,"Illinois","quantile","0.025000",52.875
"71",2020-05-11,"3 day ahead cum death","2020-05-14",17,"Illinois","quantile","0.025000",3203.925
"72",2020-05-11,"3 day ahead inc death","2020-05-14",17,"Illinois","quantile","0.025000",57.975
"73",2020-05-11,"4 day ahead cum death","2020-05-15",17,"Illinois","quantile","0.025000",3283.85
"74",2020-05-11,"4 day ahead inc death","2020-05-15",17,"Illinois","quantile","0.025000",57
"75",2020-05-11,"5 day ahead cum death","2020-05-16",17,"Illinois","quantile","0.025000",3375.625
"76",2020-05-11,"5 day ahead inc death","2020-05-16",17,"Illinois","quantile","0.025000",51.95
"77",2020-05-11,"6 day ahead cum death","2020-05-17",17,"Illinois","quantile","0.025000",3446.975
"78",2020-05-11,"6 day ahead inc death","2020-05-17",17,"Illinois","quantile","0.025000",57.975
"79",2020-05-11,"7 day ahead cum death","2020-05-18",17,"Illinois","quantile","0.025000",3509.675
