,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
1872,1872,17,1 wk ahead cum death,quantile,0.01,2020-05-05,2020-05-16,3749.4
1873,1873,17,1 wk ahead inc death,quantile,0.01,2020-05-05,2020-05-16,600.64
1874,1874,17,2 wk ahead cum death,quantile,0.01,2020-05-05,2020-05-23,4394.89
1875,1875,17,2 wk ahead inc death,quantile,0.01,2020-05-05,2020-05-23,607.93
1876,1876,17,3 wk ahead cum death,quantile,0.01,2020-05-05,2020-05-30,5202.86
1877,1877,17,3 wk ahead inc death,quantile,0.01,2020-05-05,2020-05-30,696.78
1878,1878,17,4 wk ahead cum death,quantile,0.01,2020-05-05,2020-06-06,6152.98
1879,1879,17,4 wk ahead inc death,quantile,0.01,2020-05-05,2020-06-06,846.59
1880,1880,17,5 wk ahead cum death,quantile,0.01,2020-05-05,2020-06-13,7435.96
1881,1881,17,5 wk ahead inc death,quantile,0.01,2020-05-05,2020-06-13,1095.98
1882,1882,17,1 wk ahead cum death,quantile,0.025,2020-05-05,2020-05-16,3834.95
1883,1883,17,1 wk ahead inc death,quantile,0.025,2020-05-05,2020-05-16,645.95
1884,1884,17,2 wk ahead cum death,quantile,0.025,2020-05-05,2020-05-23,4544.3
1885,1885,17,2 wk ahead inc death,quantile,0.025,2020-05-05,2020-05-23,639.4
1886,1886,17,3 wk ahead cum death,quantile,0.025,2020-05-05,2020-05-30,5302.975
1887,1887,17,3 wk ahead inc death,quantile,0.025,2020-05-05,2020-05-30,699.975
1888,1888,17,4 wk ahead cum death,quantile,0.025,2020-05-05,2020-06-06,6245.7
1889,1889,17,4 wk ahead inc death,quantile,0.025,2020-05-05,2020-06-06,882.675
1890,1890,17,5 wk ahead cum death,quantile,0.025,2020-05-05,2020-06-13,7520.9
1891,1891,17,5 wk ahead inc death,quantile,0.025,2020-05-05,2020-06-13,1151.45
1892,1892,17,1 wk ahead cum death,quantile,0.05,2020-05-05,2020-05-16,3863.55
1893,1893,17,1 wk ahead inc death,quantile,0.05,2020-05-05,2020-05-16,649.0
1894,1894,17,2 wk ahead cum death,quantile,0.05,2020-05-05,2020-05-23,4571.9
1895,1895,17,2 wk ahead inc death,quantile,0.05,2020-05-05,2020-05-23,655.5
1896,1896,17,3 wk ahead cum death,quantile,0.05,2020-05-05,2020-05-30,5368.3
1897,1897,17,3 wk ahead inc death,quantile,0.05,2020-05-05,2020-05-30,709.85
1898,1898,17,4 wk ahead cum death,quantile,0.05,2020-05-05,2020-06-06,6284.4
1899,1899,17,4 wk ahead inc death,quantile,0.05,2020-05-05,2020-06-06,904.95
1900,1900,17,5 wk ahead cum death,quantile,0.05,2020-05-05,2020-06-13,7577.1
1901,1901,17,5 wk ahead inc death,quantile,0.05,2020-05-05,2020-06-13,1193.45
1902,1902,17,1 wk ahead cum death,quantile,0.1,2020-05-05,2020-05-16,3911.9
1903,1903,17,1 wk ahead inc death,quantile,0.1,2020-05-05,2020-05-16,671.9
1904,1904,17,2 wk ahead cum death,quantile,0.1,2020-05-05,2020-05-23,4621.8
1905,1905,17,2 wk ahead inc death,quantile,0.1,2020-05-05,2020-05-23,685.9
1906,1906,17,3 wk ahead cum death,quantile,0.1,2020-05-05,2020-05-30,5392.5
1907,1907,17,3 wk ahead inc death,quantile,0.1,2020-05-05,2020-05-30,740.5
1908,1908,17,4 wk ahead cum death,quantile,0.1,2020-05-05,2020-06-06,6386.7
1909,1909,17,4 wk ahead inc death,quantile,0.1,2020-05-05,2020-06-06,945.0
1910,1910,17,5 wk ahead cum death,quantile,0.1,2020-05-05,2020-06-13,7663.4
1911,1911,17,5 wk ahead inc death,quantile,0.1,2020-05-05,2020-06-13,1242.4
1912,1912,17,1 wk ahead cum death,quantile,0.15,2020-05-05,2020-05-16,3955.1
1913,1913,17,1 wk ahead inc death,quantile,0.15,2020-05-05,2020-05-16,684.55
1914,1914,17,2 wk ahead cum death,quantile,0.15,2020-05-05,2020-05-23,4674.0
1915,1915,17,2 wk ahead inc death,quantile,0.15,2020-05-05,2020-05-23,705.7
1916,1916,17,3 wk ahead cum death,quantile,0.15,2020-05-05,2020-05-30,5437.7
1917,1917,17,3 wk ahead inc death,quantile,0.15,2020-05-05,2020-05-30,754.85
1918,1918,17,4 wk ahead cum death,quantile,0.15,2020-05-05,2020-06-06,6453.75
1919,1919,17,4 wk ahead inc death,quantile,0.15,2020-05-05,2020-06-06,957.0
1920,1920,17,5 wk ahead cum death,quantile,0.15,2020-05-05,2020-06-13,7743.7
1921,1921,17,5 wk ahead inc death,quantile,0.15,2020-05-05,2020-06-13,1255.85
1922,1922,17,1 wk ahead cum death,quantile,0.2,2020-05-05,2020-05-16,3985.4
1923,1923,17,1 wk ahead inc death,quantile,0.2,2020-05-05,2020-05-16,693.0
1924,1924,17,2 wk ahead cum death,quantile,0.2,2020-05-05,2020-05-23,4721.8
1925,1925,17,2 wk ahead inc death,quantile,0.2,2020-05-05,2020-05-23,721.8
1926,1926,17,3 wk ahead cum death,quantile,0.2,2020-05-05,2020-05-30,5502.6
1927,1927,17,3 wk ahead inc death,quantile,0.2,2020-05-05,2020-05-30,776.2
1928,1928,17,4 wk ahead cum death,quantile,0.2,2020-05-05,2020-06-06,6525.6
1929,1929,17,4 wk ahead inc death,quantile,0.2,2020-05-05,2020-06-06,979.0
1930,1930,17,5 wk ahead cum death,quantile,0.2,2020-05-05,2020-06-13,7826.0
1931,1931,17,5 wk ahead inc death,quantile,0.2,2020-05-05,2020-06-13,1290.0
1932,1932,17,1 wk ahead cum death,quantile,0.25,2020-05-05,2020-05-16,4047.25
1933,1933,17,1 wk ahead inc death,quantile,0.25,2020-05-05,2020-05-16,699.0
1934,1934,17,2 wk ahead cum death,quantile,0.25,2020-05-05,2020-05-23,4782.5
1935,1935,17,2 wk ahead inc death,quantile,0.25,2020-05-05,2020-05-23,733.75
1936,1936,17,3 wk ahead cum death,quantile,0.25,2020-05-05,2020-05-30,5558.75
1937,1937,17,3 wk ahead inc death,quantile,0.25,2020-05-05,2020-05-30,790.75
1938,1938,17,4 wk ahead cum death,quantile,0.25,2020-05-05,2020-06-06,6593.25
1939,1939,17,4 wk ahead inc death,quantile,0.25,2020-05-05,2020-06-06,999.5
1940,1940,17,5 wk ahead cum death,quantile,0.25,2020-05-05,2020-06-13,7919.75
1941,1941,17,5 wk ahead inc death,quantile,0.25,2020-05-05,2020-06-13,1308.0
1942,1942,17,1 wk ahead cum death,quantile,0.3,2020-05-05,2020-05-16,4072.5
1943,1943,17,1 wk ahead inc death,quantile,0.3,2020-05-05,2020-05-16,703.4
1944,1944,17,2 wk ahead cum death,quantile,0.3,2020-05-05,2020-05-23,4826.0
1945,1945,17,2 wk ahead inc death,quantile,0.3,2020-05-05,2020-05-23,742.0
1946,1946,17,3 wk ahead cum death,quantile,0.3,2020-05-05,2020-05-30,5625.9
1947,1947,17,3 wk ahead inc death,quantile,0.3,2020-05-05,2020-05-30,801.7
1948,1948,17,4 wk ahead cum death,quantile,0.3,2020-05-05,2020-06-06,6635.1
1949,1949,17,4 wk ahead inc death,quantile,0.3,2020-05-05,2020-06-06,1011.4
1950,1950,17,5 wk ahead cum death,quantile,0.3,2020-05-05,2020-06-13,7973.4
1951,1951,17,5 wk ahead inc death,quantile,0.3,2020-05-05,2020-06-13,1324.7
1952,1952,17,1 wk ahead cum death,quantile,0.35,2020-05-05,2020-05-16,4108.25
1953,1953,17,1 wk ahead inc death,quantile,0.35,2020-05-05,2020-05-16,712.0
1954,1954,17,2 wk ahead cum death,quantile,0.35,2020-05-05,2020-05-23,4863.65
1955,1955,17,2 wk ahead inc death,quantile,0.35,2020-05-05,2020-05-23,752.0
1956,1956,17,3 wk ahead cum death,quantile,0.35,2020-05-05,2020-05-30,5681.6
1957,1957,17,3 wk ahead inc death,quantile,0.35,2020-05-05,2020-05-30,818.0
1958,1958,17,4 wk ahead cum death,quantile,0.35,2020-05-05,2020-06-06,6730.65
1959,1959,17,4 wk ahead inc death,quantile,0.35,2020-05-05,2020-06-06,1023.65
1960,1960,17,5 wk ahead cum death,quantile,0.35,2020-05-05,2020-06-13,8024.3
1961,1961,17,5 wk ahead inc death,quantile,0.35,2020-05-05,2020-06-13,1346.0
1962,1962,17,1 wk ahead cum death,quantile,0.4,2020-05-05,2020-05-16,4140.2
1963,1963,17,1 wk ahead inc death,quantile,0.4,2020-05-05,2020-05-16,719.6
1964,1964,17,2 wk ahead cum death,quantile,0.4,2020-05-05,2020-05-23,4906.2
1965,1965,17,2 wk ahead inc death,quantile,0.4,2020-05-05,2020-05-23,760.6
1966,1966,17,3 wk ahead cum death,quantile,0.4,2020-05-05,2020-05-30,5726.6
1967,1967,17,3 wk ahead inc death,quantile,0.4,2020-05-05,2020-05-30,823.6
1968,1968,17,4 wk ahead cum death,quantile,0.4,2020-05-05,2020-06-06,6782.0
1969,1969,17,4 wk ahead inc death,quantile,0.4,2020-05-05,2020-06-06,1032.6
1970,1970,17,5 wk ahead cum death,quantile,0.4,2020-05-05,2020-06-13,8129.2
1971,1971,17,5 wk ahead inc death,quantile,0.4,2020-05-05,2020-06-13,1356.2
1972,1972,17,1 wk ahead cum death,quantile,0.45,2020-05-05,2020-05-16,4163.2
1973,1973,17,1 wk ahead inc death,quantile,0.45,2020-05-05,2020-05-16,725.1
1974,1974,17,2 wk ahead cum death,quantile,0.45,2020-05-05,2020-05-23,4941.45
1975,1975,17,2 wk ahead inc death,quantile,0.45,2020-05-05,2020-05-23,766.0
1976,1976,17,3 wk ahead cum death,quantile,0.45,2020-05-05,2020-05-30,5795.65
1977,1977,17,3 wk ahead inc death,quantile,0.45,2020-05-05,2020-05-30,833.55
1978,1978,17,4 wk ahead cum death,quantile,0.45,2020-05-05,2020-06-06,6835.0
1979,1979,17,4 wk ahead inc death,quantile,0.45,2020-05-05,2020-06-06,1043.0
1980,1980,17,5 wk ahead cum death,quantile,0.45,2020-05-05,2020-06-13,8216.1
1981,1981,17,5 wk ahead inc death,quantile,0.45,2020-05-05,2020-06-13,1366.0
1982,1982,17,1 wk ahead cum death,quantile,0.5,2020-05-05,2020-05-16,4201.0
1983,1983,17,1 wk ahead inc death,quantile,0.5,2020-05-05,2020-05-16,732.5
1984,1984,17,2 wk ahead cum death,quantile,0.5,2020-05-05,2020-05-23,4988.0
1985,1985,17,2 wk ahead inc death,quantile,0.5,2020-05-05,2020-05-23,770.5
1986,1986,17,3 wk ahead cum death,quantile,0.5,2020-05-05,2020-05-30,5827.5
1987,1987,17,3 wk ahead inc death,quantile,0.5,2020-05-05,2020-05-30,842.0
1988,1988,17,4 wk ahead cum death,quantile,0.5,2020-05-05,2020-06-06,6891.0
1989,1989,17,4 wk ahead inc death,quantile,0.5,2020-05-05,2020-06-06,1052.5
1990,1990,17,5 wk ahead cum death,quantile,0.5,2020-05-05,2020-06-13,8256.0
1991,1991,17,5 wk ahead inc death,quantile,0.5,2020-05-05,2020-06-13,1374.0
1992,1992,17,1 wk ahead cum death,quantile,0.55,2020-05-05,2020-05-16,4228.45
1993,1993,17,1 wk ahead inc death,quantile,0.55,2020-05-05,2020-05-16,739.0
