"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper"
50,"Wyoming","2020-03-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Wyoming","2020-03-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Wyoming","2020-03-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Wyoming","2020-03-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Wyoming","2020-03-30",0.0113,0,0,0.002,0,0,0.0018,0,0,0,0,0,0.0113,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
55,"Wyoming","2020-03-31",0.1952,0,0,0.029,0,0,0.0248,0,0,0,0,0,0.1839,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0
56,"Wyoming","2020-04-01",0.4033,0,6.65624999999999,0.059,0,1,0.0506,0,0.85,0,0,0,0.2081,0,0.131249999999881,0.03,0,0.0249999999999773,0,0,0,0,0,0,0,0,0
57,"Wyoming","2020-04-02",0.868,0,9.0025,0.12565,0,1,0.1078,0,1,0,0,0,0.4647,0,7.15125,0.06665,0,1,0,0,0,0,0,0,0,0,0
58,"Wyoming","2020-04-03",1.6257,0,15.3025,0.2429,0,2.005,0.20715,0,1.85,0,0,0,0.7577,0,8.25125,0.11725,0,1.0525,0,0,0,0,0,0,0,0,0
59,"Wyoming","2020-04-04",2.4758,0,21.30125,0.3752,0,3.2525,0.31995,0,2.85,0.002,0,0,0.8501,0,8.35125,0.1323,0,1.00125,0.002,0,0,0,0,0,0,0,0
60,"Wyoming","2020-04-05",4.4829,0,34.90375,0.68845,0,5.40125,0.58585,0,4.7025,0.027,0,0,2.0091,0,14.95,0.31525,0,2.005,0.029,0,0,0,0,0,0,0,0
61,"Wyoming","2020-04-06",6.7881,0,46.5075,1.0362,0,7.00874999999999,0.879,0,6.05,0.03,0,0.0249999999999773,2.34085,0,20.58,0.37475,0,3,0.059,0,1,0,0,0,0,0,0
62,"Wyoming","2020-04-07",9.4054,0,59.085,1.45705,0,8.75624999999999,1.23525,0,7.35,0.066,0,1,2.79495,0,25.3775,0.45085,0,4,0.125,0,1,0,0,0,0,0,0
63,"Wyoming","2020-04-08",14.69275,0,80.91625,2.29285,0,13.305,1.946,0,11.105,0.108,0,1,5.52015,0,34.89625,0.9018,0,5.85874999999999,0.233,0,2,0,0,0,0,0,0
64,"Wyoming","2020-04-09",20.843,0,111.1075,3.2545,0,17.8125,2.7611,0,14.335,0.121,0,1,6.6307,0,43.20375,1.06965,0,6.65874999999999,0.354,0,3,0,0,0,0,0,0
65,"Wyoming","2020-04-10",27.6697,0,146.80125,4.3556,0,22.505,3.69625,0,19.4025,0.289,0,2,7.55865,0,52.43875,1.2221,0,8,0.643,0,5,0,0,0,0,0,0
66,"Wyoming","2020-04-11",39.1243,0,188,6.15665,0,29.25875,5.23105,0,24.61875,0.336,0,3,12.42585,0,80.15,2.09005,0,11.65875,0.979,0,7,0,0,0,0,0,0
67,"Wyoming","2020-04-12",50.53985,0,224.28375,8.11105,0,36.25625,6.8953,0,31.14375,0.404,0,4,13.36385,0,85.00375,2.2904,0,12.5125,1.383,0,9,0,0,0,0,0,0
68,"Wyoming","2020-04-13",64.0803,0,304.5975,10.3976,0,49.515,8.83145,0,42.12,0.794,0,5,15.82565,0,86.4062499999999,2.69055,0,12.3175,2.177,0,12,0,0,0,0,0,5.51499999999999
69,"Wyoming","2020-04-14",81.89315,0,386.93,13.26845,0,59.10625,11.2794,0,50.95375,0.946,0,6,20.8487,0,128.5475,3.66485,0,22.05,3.123,0,17.025,0,0,0,0,0,15.10625
70,"Wyoming","2020-04-15",96.16305,0,407.0675,15.85585,0,63.27125,13.47565,0,54.60375,1.073,0,7.02499999999998,19.639,0,131.63625,3.53405,0,20.5075,4.196,0,21,0,0,0,0,0,19.27125
71,"Wyoming","2020-04-16",113.27045,0,427.99875,18.98815,0,78.905,16.1374,0,66.775,1.787,0,11,23.5047,0,146.1225,4.21455,0,22.60875,5.983,0,28.025,0,0,0,0,0,34.905
72,"Wyoming","2020-04-17",132.46865,6.2975,530.55375,22.20415,1,84.15125,18.87575,0.8,71.81875,1.93,0,12,27.0593,0,160.845,5.0143,0,26.35125,7.913,0,36,0,0,0,0,0,40.15125
73,"Wyoming","2020-04-18",149.97055,6.9975,584.975,25.5127,1.34875,89.6612499999999,21.7011,1.0975,76.2575,2.279,0,12.025,29.3929,0,144.24125,5.2648,0,23.3225,10.192,0,49,0,0,0,0,0,45.6612499999999
74,"Wyoming","2020-04-19",168.24095,12.375,613.8725,28.97425,2,94.6175,24.6421,1.7,80.07375,2.987,0,17.0749999999999,31.26785,0,180.5075,5.7793,0,28.455,13.179,0,58,0,0,0,0,0,50.6175
75,"Wyoming","2020-04-20",186.40955,18.6475,630.27625,32.2623,2.69875,104.42875,27.4237,2.2975,88.965,2.818,0,19,33.86495,0,185.80875,6.3219,0,30.42875,15.997,0,62.025,0,0,0,0,0,60.42875
76,"Wyoming","2020-04-21",201.52595,26.84875,628.22125,35.87075,4,109.33375,30.4821,3.49875,93.89375,3.368,0,21,34.6791,0,202.3225,6.53425,0.25,34.65875,19.365,0,71.025,0,0,0,0,0,65.3337499999999
77,"Wyoming","2020-04-22",219.7451,33.6325,717.9725,39.41735,5.34875,124.29125,33.4995,4.7475,105.7325,3.886,0,23.025,37.3786,0,202.08625,7.03825,0.3,33.61,23.251,1,84.05,0,0,0,0,0,80.29125
78,"Wyoming","2020-04-23",229.79255,41.12625,723.23375,41.9249,7,124.3425,35.6191,5.8975,105.67875,4.209,0,20.025,32.8296,0,146.9825,6.54265,0.34875,26,27.46,1,95.05,0,0,0,0,0,80.3425
79,"Wyoming","2020-04-24",242.58655,54.68125,739.91,44.859,9.24125,128.40125,38.0865,7.94,109.015,4.5,0,26,38.76925,0,191.1175,7.44615,0.55,33.25875,31.96,2,102.075,0,0,0,0.859,0,84.4012499999999
80,"Wyoming","2020-04-25",253.07795,62.9425,772.4875,47.55645,10.9,138.63875,40.38415,9.2475,116.8125,4.868,0,27,38.71185,0,214.60625,7.55785,0.55,37.055,36.828,3,115.025,0,0,0,3.55645,0,94.6387499999999
81,"Wyoming","2020-04-26",256.33585,68.64,769.19875,48.84175,13.2475,134.165,41.48185,11.345,112.77125,4.963,0,31,33.33915,0,173.0725,6.56485,0.6,28.0075,41.791,4,130,0,0,0,4.84175,0,90.165
82,"Wyoming","2020-04-27",257.78695,73.67125,779.21375,50.1029,14.59875,139.3025,42.55535,12.59375,117.8875,5.36,0,29,33.7425,0,156.4525,6.902,0.5,28.9025,47.151,6,137.025,0,0,0,6.1029,0,95.3025
83,"Wyoming","2020-04-28",256.3563,71.9925,758.18125,50.71615,16.895,140.36875,43.06935,14.14625,119.51875,4.725,0,21.025,32.07835,0,191.73875,6.6893,0.39875,30.73875,51.876,7,147,0,0,0,6.71615,0,96.36875
84,"Wyoming","2020-04-29",258.4775,71.145,768.55625,52.28565,16.6975,145.18625,44.4125,13.94875,123.70125,5.576,0,27.0749999999999,37.21535,0,174.40125,7.14105,0.3,29.2675,57.452,10,157.05,0,0,0,8.28565,0,101.18625
85,"Wyoming","2020-04-30",254.91745,66.57375,740.75625,51.542,16.04875,140.8875,43.7937,13.5475,120.4575,5.548,0,30.05,28.76425,0,153.715,5.96065,0.2,26.51625,63,12.975,162.025,0,0,0,7.542,0,96.8875
86,"Wyoming","2020-05-01",247.4516,59.54625,729.227499999999,50.94385,16.2,124.33125,43.27955,13.59625,106.6075,4.797,0,25,29.87425,0,145.66,6.00565,0,26.06,67.797,15,168.05,0,0,0,6.94385,0,80.33125
87,"Wyoming","2020-05-02",236.47655,54.29375,665.686249999999,50.5519,14.39875,131.375,42.95125,12.15,111.7125,4.823,0,22,25.62155,0,132.3825,5.68435,0,25.17125,72.62,18.975,184.025,0,0,0,6.5519,0,87.3749999999999
88,"Wyoming","2020-05-03",226.11215,46.74,634.237499999999,48.98975,12.5975,124.44625,41.6257,10.7,104.675,4.609,0,27,22.03625,0,112.6425,4.71475,0,20.45875,77.229,22,187.025,0,0,0,4.98975,0,80.44625
89,"Wyoming","2020-05-04",215.12735,37.44875,658.9225,47.52535,12.145,125.36875,40.3833,10.395,107.26875,5.33,0,25.025,21.84535,0,102.4375,4.71585,0,20.5525,82.559,25,195.025,0,0,0,3.52535,0,81.3687499999998
90,"Wyoming","2020-05-05",203.23475,30.62,597.24125,44.7872,10.09875,125.52625,38.0617,8.65,107.66875,4.134,0,22,20.2449,0,106.925,4.2701,0,19.70375,86.693,28.975,203.025,0,0,0,0.7872,0,81.5262499999999
91,"Wyoming","2020-05-06",185.8849,24.19875,550.2975,42.5917,7.9,117.2175,36.18255,6.79625,100.68,4.288,0,21.025,17.93745,0,106.1075,3.75615,0,17.3025,90.981,31,209.025,0,0,0,0,0,73.2174999999999
92,"Wyoming","2020-05-07",171.1037,16.54875,496.0475,39.62,6.14875,103.0325,33.6712,5.24875,87.6624999999999,3.673,0,19,14.0372,0,73.6225,3.18645,0,13.16,94.654,35,216.05,0,0,0,0,0,59.0324999999999
93,"Wyoming","2020-05-08",154.94455,13.1425,442.19875,36.9034,4.8975,98.21,31.34285,4.05,83.40625,3.161,0,16.025,13.0735,0,73.1212499999998,2.96625,0,13.45375,97.815,36.975,219.025,0,0,0,0,0,54.21
94,"Wyoming","2020-05-09",140.8111,9.09125,417.62875,34.56935,3.94875,93.10125,29.35865,3.4975,78.35,3.118,0,15,11.28025,0,62.1575,2.5948,0,11.90125,100.933,39,223.075,0,0,0,0,0,49.10125
95,"Wyoming","2020-05-10",128.65885,7.34875,390.265,31.6399,2.85,89.2525,26.8666,2.45,75.2025,2.896,0,15.025,10.4655,0,63.7174999999999,2.26755,0,11.6,103.829,40,228,0,0,0,0,0,45.2525
96,"Wyoming","2020-05-11",114.23125,5.6475,373.1775,28.4855,2.4,84.055,24.19645,2.1,71.80875,2.563,0,15,7.89045,0,44.05875,1.8219,0,9.50125,106.392,42,233.025,0,0,0,0,0,40.055
97,"Wyoming","2020-05-12",99.78325,4.64875,335.52125,25.62635,1.6,79.59375,21.75965,1.3975,67.9675,2.011,0,10.025,6.3835,0,34.27375,1.5149,0,7.05125,108.403,43,235.025,0,0,0,0,0,35.59375
98,"Wyoming","2020-05-13",88.2164,3.85,324.52625,23.29865,1.15,75.95,19.787,1.04875,65.05625,1.876,0,11,6.61265,0,35.60375,1.50995,0,7.50749999999999,110.279,43.975,237.025,0,0,0,0,0,31.95
99,"Wyoming","2020-05-14",77.5896,2.8475,303.51875,20.78705,0.84875,70.20375,17.65295,0.75,59.76,1.621,0,9,4.59885,0,25.30125,1.08205,0,5.70125,111.9,44,238.05,0,0,0,0,0,26.20375
100,"Wyoming","2020-05-15",67.31115,2.29875,255.895,18.05785,0.5,63.95875,15.33345,0.4,55.15125,1.512,0,9,3.92945,0,20.30375,0.90315,0,4.35,113.412,44,242.05,0,0,0,0,0,19.95875
101,"Wyoming","2020-05-16",57.8207,1.6,226.395,15.76735,0.39875,53.8025,13.39655,0.3,45.6175,1.131,0,6.02499999999998,2.88995,0,16.5725,0.77525,0,4.15125,114.543,44,243.05,0,0,0,0,0,9.80249999999999
102,"Wyoming","2020-05-17",48.7982,1.15,192.62,13.6191,0,48.165,11.5683,0,41.30375,0.913,0,5,2.3247,0,13.70625,0.5806,0,3.1025,115.456,44,244.025,0,0,0,0,0,4.16499999999998
103,"Wyoming","2020-05-18",41.56705,0.84875,176.54125,11.8013,0,43.2162499999999,10.02155,0,36.1249999999999,0.946,0,5,1.7369,0,12.65625,0.4693,0,2.65375,116.402,44,244.05,0,0,0,0,0,0
104,"Wyoming","2020-05-19",34.87125,0.5,151.455,10.0152,0,39.30125,8.5112,0,32.95375,0.66,0,4,1.3879,0,13.00625,0.35305,0,2.35125,117.062,44,247.025,0,0,0,0,0,0
105,"Wyoming","2020-05-20",28.3157,0.39875,125.97125,8.44015,0,34.36875,7.1727,0,29.175,0.559,0,3,0.9676,0,8.75,0.2604,0,2,117.621,44,249,0,0,0,0,0,0
106,"Wyoming","2020-05-21",23.14675,0,108.50125,6.98175,0,29.85,5.93915,0,25.75375,0.418,0,2,0.67915,0,8.00125,0.19085,0,1.6,118.039,44,249.05,0,0,0,0,0,0
107,"Wyoming","2020-05-22",18.62565,0,90.3,5.72725,0,27.20375,4.88065,0,23.15125,0.333,0,2,0.42215,0,6.95,0.1373,0,1.5,118.372,44.975,250.05,0,0,0,0,0,0
108,"Wyoming","2020-05-23",15.1457,0,80.4087499999999,4.74325,0,24.60125,4.04155,0,20.7,0.25,0,2,0.3651,0,7,0.10455,0,1.4,118.622,44.975,250.075,0,0,0,0,0,0
109,"Wyoming","2020-05-24",12.12255,0,71.77625,3.8771,0,20.7525,3.3027,0,17.90875,0.2,0,2,0.2706,0,6.45125,0.07475,0,1.15125,118.822,44.975,250.1,0,0,0,0,0,0
110,"Wyoming","2020-05-25",9.60215,0,59.575,3.12055,0,18.0025,2.6593,0,15.5525,0.137,0,1,0.1629,0,0,0.04535,0,0.702499999999998,118.959,44.975,250.1,0,0,0,0,0,0
111,"Wyoming","2020-05-26",7.4524,0,49.55625,2.4503,0,14.15125,2.0869,0,12.15,0.097,0,1,0.07265,0,0,0.0307,0,0.45,119.056,44.975,250.1,0,0,0,0,0,0
112,"Wyoming","2020-05-27",5.8686,0,38.9525,1.953,0,11.90875,1.6623,0,10.2525,0.061,0,1,0.0458,0,0,0.02175,0,0.4,119.117,44.975,250.1,0,0,0,0,0,0
113,"Wyoming","2020-05-28",4.5775,0,31.45625,1.55725,0,9.91374999999999,1.3249,0,8.8,0.051,0,1,0.0062,0,0,0.0094,0,0,119.168,44.975,250.1,0,0,0,0,0,0
114,"Wyoming","2020-05-29",3.5911,0,25.42,1.15395,0,7.65,0.9794,0,6.40125,0.038,0,1,0.0053,0,0,0.00495,0,0,119.206,44.975,250.1,0,0,0,0,0,0
115,"Wyoming","2020-05-30",2.69575,0,18.8387499999999,0.8711,0,6.5025,0.7397,0,5.50749999999999,0.023,0,0,0,0,0,0.00275,0,0,119.229,44.975,250.1,0,0,0,0,0,0
116,"Wyoming","2020-05-31",2.03385,0,15.3,0.6294,0,4.90375,0.53485,0,4.15125,0.01,0,0,0,0,0,0.0006,0,0,119.239,44.975,250.1,0,0,0,0,0,0
117,"Wyoming","2020-06-01",1.5482,0,9.75375,0.46675,0,3.95,0.3965,0,3.30125,0.006,0,0,0,0,0,0.0004,0,0,119.245,44.975,250.1,0,0,0,0,0,0
118,"Wyoming","2020-06-02",1.12625,0,7.155,0.33735,0,3.1,0.286,0,2.70125,0.001,0,0,0,0,0,0,0,0,119.246,44.975,250.1,0,0,0,0,0,0
119,"Wyoming","2020-06-03",0.8406,0,5.90125,0.2425,0,2.50375,0.2058,0,2.1525,0.001,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
120,"Wyoming","2020-06-04",0.6157,0,4.4525,0.1652,0,1.9025,0.13895,0,1.65125,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
121,"Wyoming","2020-06-05",0.45875,0,3.75125,0.11165,0,1.45,0.0948,0,1.20125,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
122,"Wyoming","2020-06-06",0.33535,0,3.0025,0.0749,0,1.00125,0.06365,0,0.901249999999999,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
123,"Wyoming","2020-06-07",0.2415,0,2.50375,0.05255,0,0.651249999999999,0.04445,0,0.6,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
124,"Wyoming","2020-06-08",0.1652,0,1.9025,0.03185,0,0.45,0.0268,0,0.401249999999999,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
125,"Wyoming","2020-06-09",0.11165,0,1.45,0.0161,0,0.201249999999999,0.0135,0,0.151249999999999,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
126,"Wyoming","2020-06-10",0.0749,0,1.00125,0.0077,0,0,0.00645,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
127,"Wyoming","2020-06-11",0.05255,0,0.651249999999999,0.00375,0,0,0.00315,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
128,"Wyoming","2020-06-12",0.03185,0,0.45,0.001,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
129,"Wyoming","2020-06-13",0.0161,0,0.201249999999999,0.0004,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
130,"Wyoming","2020-06-14",0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
131,"Wyoming","2020-06-15",0.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
132,"Wyoming","2020-06-16",0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
133,"Wyoming","2020-06-17",0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
134,"Wyoming","2020-06-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
135,"Wyoming","2020-06-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
136,"Wyoming","2020-06-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
137,"Wyoming","2020-06-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
138,"Wyoming","2020-06-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
139,"Wyoming","2020-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
140,"Wyoming","2020-06-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
141,"Wyoming","2020-06-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
142,"Wyoming","2020-06-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
143,"Wyoming","2020-06-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
144,"Wyoming","2020-06-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
145,"Wyoming","2020-06-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
146,"Wyoming","2020-06-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
147,"Wyoming","2020-07-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
148,"Wyoming","2020-07-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
149,"Wyoming","2020-07-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
150,"Wyoming","2020-07-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.247,44.975,250.1,0,0,0,0,0,0
