value,target,target_end_date,type,quantile,forecast_date,location
117.43163394927979,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,29123
103.5311222076416,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,29123
88.92467498779297,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,46121
75.53415584564186,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,46121
39.66263914108282,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,55037
33.84697914123541,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,55037
32.44665193557739,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,35028
23.387015342712402,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,35028
766.4752655029297,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,45041
616.6666412353516,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,45041
108.04926776885986,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,29001
91.72954559326195,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,29001
1403.5651245117188,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,48491
1108.3998718261719,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,48491
60.96471071243286,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,05127
48.199952125549316,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,05127
24.97040081024167,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,06049
17.869507312774687,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,06049
70.20668458938599,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,46125
58.89591550827038,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,46125
57.08311414718628,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,16081
45.293481349944955,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,16081
507.4500160217294,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,26091
422.9849624633798,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,26091
63.02202844619751,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,37175
50.161917209625244,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,37175
1478.254409790039,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,05007
1295.7313385009802,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,05007
137.22878265380837,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,51167
104.86370372772217,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,51167
51.50703525543213,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,27075
42.0217981338501,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,27075
928.9519195556641,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,17091
833.3019256591815,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,17091
3455.464569091804,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,34039
3350.3746337890625,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,34039
109.53319358825661,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,45087
89.29210758209206,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,45087
5.0398486256599355,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,31085
4.211845397949219,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,31085
219.89099121093705,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,47069
189.13043594360306,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,47069
159.5719337463379,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,28027
130.39656352996826,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,28027
176.24311828613327,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,01123
153.77048492431686,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,01123
421.37752151489303,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,51161
334.914169311523,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,51161
4491.83837890625,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,34013
4338.07470703125,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,34013
128.86830806732178,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,19141
111.01841163635254,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,19141
254.69436836242676,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,39059
195.92832565307594,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,39059
25.58461403846735,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,48317
22.13144183158886,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,48317
149.3516492843628,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,54019
133.63152503967285,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,54019
153.8062515258789,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,22011
129.05579280853271,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,22011
846.9347229003906,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,35049
708.2715072631836,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,35049
163.62755203247116,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,46035
150.45405960083008,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,46035
40.87650108337402,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,29185
33.57720279693598,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,29185
339.2619972229004,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,51650
265.6385345458975,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,51650
128.16475486755348,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,06021
99.20840835571266,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,06021
84.59355163574219,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,16043
65.03230142593384,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,16043
183.4409084320073,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,40153
160.2123699188228,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,40153
143.6505832672119,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,13227
114.31334209442139,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,13227
160.4901523590088,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,28113
141.4465732574463,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,28113
486.8763198852539,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,22057
464.5690269470215,2 wk ahead inc case,2020-12-26,point,NA,2020-12-10,22057
191.3919506072998,1 wk ahead inc case,2020-12-19,point,NA,2020-12-10,21193
