value,target,target_end_date,type,quantile,forecast_date,location
197.6646270751953,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,54037
285.44742202758766,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,54037
49.77873420715332,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,26089
69.48477268218994,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,26089
811.9630279541016,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,01125
1269.9135284423828,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,01125
403.6044540405278,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,30093
484.80013275146484,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,30093
47.81015920639038,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,28023
77.95133495330822,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,28023
94.95065689086914,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,37099
145.28820610046387,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,37099
892.4586639404315,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,06075
1288.0461883544958,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,06075
350.11011123657227,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,29187
375.78575897216797,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,29187
53.24123477935791,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,47083
80.85660457611084,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,47083
3812.7998657226562,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,19153
5821.762023925781,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,19153
10.028912305831923,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,20025
15.057510614395142,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,20025
147.79816055297852,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,22069
222.31043052673385,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,22069
131.82923698425282,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,50023
180.78118515014648,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,50023
384.5365219116211,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,18059
563.440185546875,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,18059
21.99128246307373,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,36095
32.00434374809262,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,36095
30.049219131469727,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,51630
47.687941551208496,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,51630
125.43904495239258,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,19175
176.5628776550293,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,19175
312.0392150878906,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,35035
466.09318542480423,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,35035
546.9208221435547,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,17183
793.2358703613272,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,17183
181.4661598205571,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,13285
298.4450912475577,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,13285
108.81614208221436,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,48467
146.00340461730957,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,48467
18.006611347198486,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,51600
27.21236038208005,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,51600
816.3574371337963,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,45019
1279.2372283935547,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,45019
957.0497436523438,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,05007
1535.7499694824219,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,05007
1.6878304183483088,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,08079
2.818819075822841,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,08079
20.563210010528564,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,27155
28.96920871734619,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,27155
24.41426420211792,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,02261
35.37431001663208,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,02261
300.77048873901344,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,27059
431.5054740905762,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,27059
66.01663398742676,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,26105
98.3472843170166,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,26105
17.476122617721558,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,21223
25.47530508041379,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,21223
35.4376277923584,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,48089
53.746443748474235,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,48089
470.97592163085847,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,55015
724.1960067749014,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,55015
27.332997798919678,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,48133
40.883230686187744,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,48133
3507.6586303710938,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,42003
5160.153381347656,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,42003
58.99734401702881,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,21153
85.33757877349854,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,21153
4926.15185546875,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,39035
7472.318664550781,2 wk ahead inc case,2020-12-05,point,NA,2020-11-22,39035
320.8537178039551,1 wk ahead inc case,2020-11-28,point,NA,2020-11-22,18029
