value,target,target_end_date,type,quantile,forecast_date,location
187.87573051452637,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,36057
122.76694679260254,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,36057
351.1564521789551,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,28151
272.0362777709961,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,28151
397.72935485839844,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,47183
300.8512535095215,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,47183
1815.4840698242188,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,39165
1197.431640625,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,39165
365.17120552063034,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,18133
235.0174331665039,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,18133
85.84048652648926,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,45081
70.73610115051247,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,45081
5850.1231689453125,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,12057
4661.5653076171875,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,12057
14.001454830169678,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,31017
11.057195544242774,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,31017
1489.7579193115234,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,37051
1133.255874633789,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,37051
199.3243732452397,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,22095
159.88154220581055,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,22095
77.81322145462036,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,48017
60.35475492477417,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,48017
15.060583114624023,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,48125
10.304255723953219,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,48125
7.184745669364929,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,40025
5.876303791999817,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,40025
34.80635929107666,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,31093
25.819342136383113,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,31093
347.392808914185,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,42015
225.88871002197266,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,42015
219.8555679321289,1 wk ahead inc case,2020-12-26,point,NA,2020-12-16,45025
177.66661834716797,2 wk ahead inc case,2021-01-02,point,NA,2020-12-16,45025
