value,target,target_end_date,type,quantile,forecast_date,location
31.536575317382812,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,20117
54.95821714401245,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,20117
2031.1776580810547,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,12103
3402.8925933837963,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,12103
93.13808345794678,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,28045
151.1282663345337,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,28045
22.092353582382202,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,26135
32.04869079589855,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,26135
87.27766370773338,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,22043
141.39039230346657,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,22043
141.77823734283447,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,37065
248.33546352386475,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,37065
41.556459188461304,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,23009
63.72472882270813,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,23009
45.63440465927124,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,29001
78.15783596038818,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,29001
110.98638916015625,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,48279
125.74141693115234,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,48279
213.89462852478027,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,47045
360.74755096435547,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,47045
192.29751014709518,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,56037
292.53492164611816,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,56037
4572.838104248047,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,42003
6602.830230712891,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,42003
520.9996643066406,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,28121
846.6036643981934,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,28121
17.866939783096313,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,46031
29.136322498321533,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,46031
30.510603904724007,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,48059
51.64292716979969,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,48059
4.901405692100532,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,48345
7.802038460969904,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,48345
71.09947490692139,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,55049
110.41926908493042,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,55049
19.48688507080078,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,40029
31.333142280578556,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,40029
515.1301193237286,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,18167
811.4598503112811,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,18167
78.52051496505737,1 wk ahead inc case,2020-12-19,point,NA,2020-12-14,17005
117.20256757736229,2 wk ahead inc case,2020-12-26,point,NA,2020-12-14,17005
