,location,target,type,quantile,forecast_date,target_end_date,value
0,01,1 day ahead cum death,point,,2020-04-13,2020-04-14,45.824147927692344
1,05,1 day ahead cum death,point,,2020-04-13,2020-04-14,25.841528831175843
2,04,1 day ahead cum death,point,,2020-04-13,2020-04-14,379.4205226721434
3,06,1 day ahead cum death,point,,2020-04-13,2020-04-14,1152.5753680412822
4,08,1 day ahead cum death,point,,2020-04-13,2020-04-14,394.2321575457964
5,09,1 day ahead cum death,point,,2020-04-13,2020-04-14,636.6505001146958
6,10,1 day ahead cum death,point,,2020-04-13,2020-04-14,43.83259917758932
7,12,1 day ahead cum death,point,,2020-04-13,2020-04-14,1453.1831541640406
8,19,1 day ahead cum death,point,,2020-04-13,2020-04-14,62.86006636341071
9,16,1 day ahead cum death,point,,2020-04-13,2020-04-14,49.61868274794689
10,17,1 day ahead cum death,point,,2020-04-13,2020-04-14,761.780916574924
11,18,1 day ahead cum death,point,,2020-04-13,2020-04-14,186.39614497948529
12,20,1 day ahead cum death,point,,2020-04-13,2020-04-14,87.65004328297209
13,25,1 day ahead cum death,point,,2020-04-13,2020-04-14,953.5242201786343
14,24,1 day ahead cum death,point,,2020-04-13,2020-04-14,513.085585507695
15,23,1 day ahead cum death,point,,2020-04-13,2020-04-14,33.15842163681099
16,26,1 day ahead cum death,point,,2020-04-13,2020-04-14,2134.629682655081
17,27,1 day ahead cum death,point,,2020-04-13,2020-04-14,212.15241956238967
18,29,1 day ahead cum death,point,,2020-04-13,2020-04-14,144.90138627855754
19,30,1 day ahead cum death,point,,2020-04-13,2020-04-14,29.440057451618692
20,37,1 day ahead cum death,point,,2020-04-13,2020-04-14,228.64746549761173
21,38,1 day ahead cum death,point,,2020-04-13,2020-04-14,11.21623678724234
22,31,1 day ahead cum death,point,,2020-04-13,2020-04-14,32.71560090503635
23,33,1 day ahead cum death,point,,2020-04-13,2020-04-14,109.66980104424923
24,34,1 day ahead cum death,point,,2020-04-13,2020-04-14,740.8874022824731
25,35,1 day ahead cum death,point,,2020-04-13,2020-04-14,56.80199906997139
26,32,1 day ahead cum death,point,,2020-04-13,2020-04-14,270.0120153673706
27,36,1 day ahead cum death,point,,2020-04-13,2020-04-14,11914.833077065747
28,39,1 day ahead cum death,point,,2020-04-13,2020-04-14,328.73646421737675
29,40,1 day ahead cum death,point,,2020-04-13,2020-04-14,65.92320771412074
30,41,1 day ahead cum death,point,,2020-04-13,2020-04-14,163.8996900099996
31,42,1 day ahead cum death,point,,2020-04-13,2020-04-14,361.0391209735469
32,44,1 day ahead cum death,point,,2020-04-13,2020-04-14,25.78278306546745
33,45,1 day ahead cum death,point,,2020-04-13,2020-04-14,98.1571250752925
34,46,1 day ahead cum death,point,,2020-04-13,2020-04-14,8.860679433638962
35,47,1 day ahead cum death,point,,2020-04-13,2020-04-14,139.46484900112677
36,48,1 day ahead cum death,point,,2020-04-13,2020-04-14,1139.3533459413445
37,49,1 day ahead cum death,point,,2020-04-13,2020-04-14,146.92075260800772
38,51,1 day ahead cum death,point,,2020-04-13,2020-04-14,417.97346807751154
39,50,1 day ahead cum death,point,,2020-04-13,2020-04-14,13.298124014940829
40,53,1 day ahead cum death,point,,2020-04-13,2020-04-14,603.6821225259353
41,55,1 day ahead cum death,point,,2020-04-13,2020-04-14,124.83214410431023
42,54,1 day ahead cum death,point,,2020-04-13,2020-04-14,8.292355049745776
43,56,1 day ahead cum death,point,,2020-04-13,2020-04-14,9.699986586042943
44,US,1 day ahead cum death,point,,2020-04-13,2020-04-14,31564.33110355
45,01,1 day ahead inc death,point,,2020-04-13,2020-04-14,2.4234939257993053
46,05,1 day ahead inc death,point,,2020-04-13,2020-04-14,1.3898333529028282
47,04,1 day ahead inc death,point,,2020-04-13,2020-04-14,19.292473256514928
48,06,1 day ahead inc death,point,,2020-04-13,2020-04-14,57.6523927601083
49,08,1 day ahead inc death,point,,2020-04-13,2020-04-14,18.333529542664674
50,09,1 day ahead inc death,point,,2020-04-13,2020-04-14,29.162830324826608
51,10,1 day ahead inc death,point,,2020-04-13,2020-04-14,2.270305080489674
52,12,1 day ahead inc death,point,,2020-04-13,2020-04-14,74.48074322286101
53,19,1 day ahead inc death,point,,2020-04-13,2020-04-14,3.302192725905786
54,16,1 day ahead inc death,point,,2020-04-13,2020-04-14,2.538957043859184
55,17,1 day ahead inc death,point,,2020-04-13,2020-04-14,39.86985293271324
56,18,1 day ahead inc death,point,,2020-04-13,2020-04-14,9.346737017514695
57,20,1 day ahead inc death,point,,2020-04-13,2020-04-14,4.5895326444122375
58,25,1 day ahead inc death,point,,2020-04-13,2020-04-14,45.0106802619227
59,24,1 day ahead inc death,point,,2020-04-13,2020-04-14,26.20162288396086
60,23,1 day ahead inc death,point,,2020-04-13,2020-04-14,1.723836993184568
61,26,1 day ahead inc death,point,,2020-04-13,2020-04-14,91.66474010405271
62,27,1 day ahead inc death,point,,2020-04-13,2020-04-14,11.514988052563035
63,29,1 day ahead inc death,point,,2020-04-13,2020-04-14,7.447978535169933
64,30,1 day ahead inc death,point,,2020-04-13,2020-04-14,1.5726480401894867
65,37,1 day ahead inc death,point,,2020-04-13,2020-04-14,12.401781738831987
66,38,1 day ahead inc death,point,,2020-04-13,2020-04-14,0.6196631712357612
67,31,1 day ahead inc death,point,,2020-04-13,2020-04-14,1.7575216216815552
68,33,1 day ahead inc death,point,,2020-04-13,2020-04-14,5.457055051989162
69,34,1 day ahead inc death,point,,2020-04-13,2020-04-14,39.375112290374155
70,35,1 day ahead inc death,point,,2020-04-13,2020-04-14,3.0401369060377204
71,32,1 day ahead inc death,point,,2020-04-13,2020-04-14,12.768239183759375
72,36,1 day ahead inc death,point,,2020-04-13,2020-04-14,469.3425809606968
73,39,1 day ahead inc death,point,,2020-04-13,2020-04-14,17.128296766461045
74,40,1 day ahead inc death,point,,2020-04-13,2020-04-14,3.1698410873694933
75,41,1 day ahead inc death,point,,2020-04-13,2020-04-14,8.664967048610151
76,42,1 day ahead inc death,point,,2020-04-13,2020-04-14,19.185200008268307
77,44,1 day ahead inc death,point,,2020-04-13,2020-04-14,1.3755148482910249
78,45,1 day ahead inc death,point,,2020-04-13,2020-04-14,5.161732420201278
79,46,1 day ahead inc death,point,,2020-04-13,2020-04-14,0.5104560374817169
80,47,1 day ahead inc death,point,,2020-04-13,2020-04-14,7.632313814698371
81,48,1 day ahead inc death,point,,2020-04-13,2020-04-14,58.22449046198749
82,49,1 day ahead inc death,point,,2020-04-13,2020-04-14,7.353099498130027
83,51,1 day ahead inc death,point,,2020-04-13,2020-04-14,21.259623607448574
84,50,1 day ahead inc death,point,,2020-04-13,2020-04-14,0.7780033328895358
85,53,1 day ahead inc death,point,,2020-04-13,2020-04-14,29.929371210011002
86,55,1 day ahead inc death,point,,2020-04-13,2020-04-14,6.367348675597867
87,54,1 day ahead inc death,point,,2020-04-13,2020-04-14,0.4579448613117607
88,56,1 day ahead inc death,point,,2020-04-13,2020-04-14,0.4766808700971911
89,US,1 day ahead inc death,point,,2020-04-13,2020-04-14,1407.284609
90,01,1 wk ahead cum death,point,,2020-04-13,2020-04-18,55.800809050176994
91,05,1 wk ahead cum death,point,,2020-04-13,2020-04-18,31.04027694509584
92,04,1 wk ahead cum death,point,,2020-04-13,2020-04-18,456.7467878597768
93,06,1 wk ahead cum death,point,,2020-04-13,2020-04-18,1391.3357292568342
