"forecast_date","target","target_end_date","quantile","type","location","value"
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.01,"quantile","02",0.656975645975842
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.025,"quantile","02",0.788241290895463
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.05,"quantile","02",1.03563292776432
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.1,"quantile","02",1.33137591634315
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.15,"quantile","02",1.77719768016481
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.2,"quantile","02",2.08133498518966
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.25,"quantile","02",2.73702198099614
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.3,"quantile","02",3.51186656551678
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.35,"quantile","02",4.04907724741761
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.4,"quantile","02",4.79415824422091
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.45,"quantile","02",5.30149432097287
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.5,"quantile","02",6.16018238893277
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.55,"quantile","02",7.13941010161093
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.6,"quantile","02",8.0346449464313
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.65,"quantile","02",9.55929377160987
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.7,"quantile","02",12.6138247350592
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.75,"quantile","02",15.6514663245983
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.8,"quantile","02",18.8849857392791
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.85,"quantile","02",30.2210424301082
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.9,"quantile","02",49.6729278922889
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.95,"quantile","02",81.9015299844584
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.975,"quantile","02",126.657664257245
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.99,"quantile","02",134.134088533358
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.01,"quantile","01",7.29604569652041
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.025,"quantile","01",10.1144348222236
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.05,"quantile","01",11.8702875253492
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.1,"quantile","01",17.5721765129449
2023-10-08,"0 day ahead inc hosp",2023-10-08,0.15,"quantile","01",22.3195312586763
