"forecast_date","target","target_end_date","quantile","type","location","value"
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.01,"quantile","02",0.207395118285389
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.025,"quantile","02",0.338921964106909
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.05,"quantile","02",0.440747310677737
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.1,"quantile","02",0.909139923512715
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.15,"quantile","02",1.14505282776691
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.2,"quantile","02",1.39974758290802
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.25,"quantile","02",1.72071396344992
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.3,"quantile","02",2.35137775185912
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.35,"quantile","02",2.76089358132104
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.4,"quantile","02",3.48038413300266
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.45,"quantile","02",4.33844687438079
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.5,"quantile","02",4.87881305105488
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.55,"quantile","02",5.60144630207273
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.6,"quantile","02",6.54217082265595
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.65,"quantile","02",7.97048272796523
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.7,"quantile","02",10.9594358564673
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.75,"quantile","02",12.6251062067655
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.8,"quantile","02",17.7113628293116
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.85,"quantile","02",23.178890057754
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.9,"quantile","02",34.5162210754155
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.95,"quantile","02",51.7306058317943
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.975,"quantile","02",68.7107664043896
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.99,"quantile","02",82.5416423900465
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.01,"quantile","01",3.512672046298
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.025,"quantile","01",4.34091477654023
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.05,"quantile","01",4.80431477667634
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.1,"quantile","01",6.1417463188568
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.15,"quantile","01",6.73686293074337
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.2,"quantile","01",7.94034759618062
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.25,"quantile","01",9.28138727039852
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.3,"quantile","01",12.7911262561596
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.35,"quantile","01",16.0816823706495
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.4,"quantile","01",20.4027355006001
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.45,"quantile","01",22.944728266967
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.5,"quantile","01",28.3765852944503
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.55,"quantile","01",30.5642991383691
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.6,"quantile","01",35.7551961089704
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.65,"quantile","01",42.9913636789824
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.7,"quantile","01",52.398860719574
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.75,"quantile","01",60.7952242323587
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.8,"quantile","01",67.6739219865344
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.85,"quantile","01",80.0017178358412
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.9,"quantile","01",100.705607835504
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.95,"quantile","01",164.693354961506
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.975,"quantile","01",278.655364090249
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.99,"quantile","01",347.69434856466
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.01,"quantile","05",1.74185450453859
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.025,"quantile","05",2.06260236522625
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.05,"quantile","05",2.72663525513075
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.1,"quantile","05",4.28901488378658
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.15,"quantile","05",5.32905742347368
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.2,"quantile","05",5.93219869158958
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.25,"quantile","05",6.77112597910416
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.3,"quantile","05",7.54564108344993
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.35,"quantile","05",8.64175159876713
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.4,"quantile","05",9.97704903618036
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.45,"quantile","05",10.7963296276594
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.5,"quantile","05",11.8652589460003
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.55,"quantile","05",13.807753426179
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.6,"quantile","05",16.065583541795
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.65,"quantile","05",19.3292296762037
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.7,"quantile","05",28.2010500421124
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.75,"quantile","05",37.2895900831903
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.8,"quantile","05",47.8961275601587
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.85,"quantile","05",62.6285184123166
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.9,"quantile","05",94.1651741657538
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.95,"quantile","05",139.478015113033
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.975,"quantile","05",250.742249238339
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.99,"quantile","05",554.6079627042
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.01,"quantile","04",2.5665892257368
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.025,"quantile","04",3.26775450162155
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.05,"quantile","04",4.79866390586063
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.1,"quantile","04",7.65864367955245
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.15,"quantile","04",11.3610649782335
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.2,"quantile","04",14.974933652582
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.25,"quantile","04",17.1359607881936
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.3,"quantile","04",21.0355312613927
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.35,"quantile","04",26.636823829173
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.4,"quantile","04",29.3914228083778
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.45,"quantile","04",34.3245683835076
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.5,"quantile","04",38.9502029215966
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.55,"quantile","04",50.7369260921533
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.6,"quantile","04",58.5834455145346
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.65,"quantile","04",72.4766863378256
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.7,"quantile","04",80.1518498332304
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.75,"quantile","04",91.5547834393353
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.8,"quantile","04",100.663905294361
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.85,"quantile","04",125.664903373186
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.9,"quantile","04",160.753788089054
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.95,"quantile","04",212.192364084876
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.975,"quantile","04",254.391174311879
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.99,"quantile","04",320.62848310041
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.01,"quantile","06",14.5743044187131
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.025,"quantile","06",21.3615607710295
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.05,"quantile","06",27.2582588884762
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.1,"quantile","06",39.5123756645477
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.15,"quantile","06",62.5520202854558
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.2,"quantile","06",76.3453734390666
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.25,"quantile","06",86.7812398074095
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.3,"quantile","06",103.113202140433
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.35,"quantile","06",110.86241940444
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.4,"quantile","06",130.091216224029
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.45,"quantile","06",144.265630397904
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.5,"quantile","06",173.352080986844
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.55,"quantile","06",227.905906312804
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.6,"quantile","06",305.601639706509
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.65,"quantile","06",356.982856615572
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.7,"quantile","06",450.181954881231
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.75,"quantile","06",530.549418740935
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.8,"quantile","06",818.660039436205
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.85,"quantile","06",1042.13008941961
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.9,"quantile","06",1361.87102790823
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.95,"quantile","06",1883.38580711246
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.975,"quantile","06",2229.71558324106
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.99,"quantile","06",4168.21140019748
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.01,"quantile","08",4.43487983829878
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.025,"quantile","08",5.02056921067431
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.05,"quantile","08",6.29551358685893
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.1,"quantile","08",7.79701575701821
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.15,"quantile","08",9.38241241354123
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.2,"quantile","08",11.6710166374064
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.25,"quantile","08",13.4436513324717
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.3,"quantile","08",15.955199330049
2023-06-25,"0 day ahead inc hosp",2023-06-25,0.35,"quantile","08",17.5561978481334
