forecast_date,target,target_end_date,quantile,type,location,value
2024-03-24,0 day ahead inc hosp,2024-03-24,0.01,quantile,02,0.24239015030883593
2024-03-24,0 day ahead inc hosp,2024-03-24,0.025,quantile,02,0.25966748789892813
2024-03-24,0 day ahead inc hosp,2024-03-24,0.05,quantile,02,0.4079246076321149
2024-03-24,0 day ahead inc hosp,2024-03-24,0.1,quantile,02,0.601604589446421
2024-03-24,0 day ahead inc hosp,2024-03-24,0.15,quantile,02,0.9135088808987316
2024-03-24,0 day ahead inc hosp,2024-03-24,0.2,quantile,02,1.1214823464531125
2024-03-24,0 day ahead inc hosp,2024-03-24,0.25,quantile,02,1.2529226615546922
2024-03-24,0 day ahead inc hosp,2024-03-24,0.3,quantile,02,1.7133577663482238
2024-03-24,0 day ahead inc hosp,2024-03-24,0.35,quantile,02,2.278580239447102
2024-03-24,0 day ahead inc hosp,2024-03-24,0.4,quantile,02,2.748730383069985
2024-03-24,0 day ahead inc hosp,2024-03-24,0.45,quantile,02,3.1158323382259248
2024-03-24,0 day ahead inc hosp,2024-03-24,0.5,quantile,02,3.838100140742146
2024-03-24,0 day ahead inc hosp,2024-03-24,0.55,quantile,02,4.583352016474735
2024-03-24,0 day ahead inc hosp,2024-03-24,0.6,quantile,02,5.000913513309015
2024-03-24,0 day ahead inc hosp,2024-03-24,0.65,quantile,02,5.9821961915060875
2024-03-24,0 day ahead inc hosp,2024-03-24,0.7,quantile,02,6.927497387610005
2024-03-24,0 day ahead inc hosp,2024-03-24,0.75,quantile,02,8.531990013673012
2024-03-24,0 day ahead inc hosp,2024-03-24,0.8,quantile,02,11.973923761182617
2024-03-24,0 day ahead inc hosp,2024-03-24,0.85,quantile,02,13.696363504371403
2024-03-24,0 day ahead inc hosp,2024-03-24,0.9,quantile,02,16.63975362700946
2024-03-24,0 day ahead inc hosp,2024-03-24,0.95,quantile,02,25.106835468937636
2024-03-24,0 day ahead inc hosp,2024-03-24,0.975,quantile,02,37.99274075450559
2024-03-24,0 day ahead inc hosp,2024-03-24,0.99,quantile,02,54.02125241098898
2024-03-24,0 day ahead inc hosp,2024-03-24,0.01,quantile,01,4.195959086874712
2024-03-24,0 day ahead inc hosp,2024-03-24,0.025,quantile,01,5.6738408034300365
2024-03-24,0 day ahead inc hosp,2024-03-24,0.05,quantile,01,8.449810639168575
2024-03-24,0 day ahead inc hosp,2024-03-24,0.1,quantile,01,10.389345638898078
2024-03-24,0 day ahead inc hosp,2024-03-24,0.15,quantile,01,14.458341203362156
2024-03-24,0 day ahead inc hosp,2024-03-24,0.2,quantile,01,16.838191361757218
2024-03-24,0 day ahead inc hosp,2024-03-24,0.25,quantile,01,19.28408792900489
2024-03-24,0 day ahead inc hosp,2024-03-24,0.3,quantile,01,22.56332349626965
2024-03-24,0 day ahead inc hosp,2024-03-24,0.35,quantile,01,25.71293788939336
2024-03-24,0 day ahead inc hosp,2024-03-24,0.4,quantile,01,29.746103671851635
2024-03-24,0 day ahead inc hosp,2024-03-24,0.45,quantile,01,34.19728281861881
2024-03-24,0 day ahead inc hosp,2024-03-24,0.5,quantile,01,40.63823023729888
2024-03-24,0 day ahead inc hosp,2024-03-24,0.55,quantile,01,43.83501323002045
2024-03-24,0 day ahead inc hosp,2024-03-24,0.6,quantile,01,55.81218792455507
2024-03-24,0 day ahead inc hosp,2024-03-24,0.65,quantile,01,68.56721829566352
2024-03-24,0 day ahead inc hosp,2024-03-24,0.7,quantile,01,83.77530204391681
2024-03-24,0 day ahead inc hosp,2024-03-24,0.75,quantile,01,105.20802597510897
2024-03-24,0 day ahead inc hosp,2024-03-24,0.8,quantile,01,133.9864616013012
2024-03-24,0 day ahead inc hosp,2024-03-24,0.85,quantile,01,173.05402669432672
2024-03-24,0 day ahead inc hosp,2024-03-24,0.9,quantile,01,246.04331345018028
2024-03-24,0 day ahead inc hosp,2024-03-24,0.95,quantile,01,445.5428956023747
2024-03-24,0 day ahead inc hosp,2024-03-24,0.975,quantile,01,636.5026952961746
2024-03-24,0 day ahead inc hosp,2024-03-24,0.99,quantile,01,1153.5557259360746
2024-03-24,0 day ahead inc hosp,2024-03-24,0.01,quantile,05,2.07693589577491
2024-03-24,0 day ahead inc hosp,2024-03-24,0.025,quantile,05,2.567320134304405
2024-03-24,0 day ahead inc hosp,2024-03-24,0.05,quantile,05,3.3858661789068716
2024-03-24,0 day ahead inc hosp,2024-03-24,0.1,quantile,05,4.8240691924624794
