"","forecast_date","target","target_end_date","quantile","type","location","value"
"92","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","04",2789.56030684289
"93","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","06",90.0983700955125
"94","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","06",113.260492775866
"95","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","06",133.062672330764
"96","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","06",165.71016876965
"97","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","06",205.558146535074
"98","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","06",229.822391677179
"99","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","06",266.009566565558
"100","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","06",306.149775678562
"101","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","06",345.730862150386
"102","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","06",389.906082339325
"103","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","06",422.497393425
"104","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","06",491.757401760281
"105","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","06",602.679319644285
"106","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","06",749.174897984379
"107","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","06",873.38533004892
"108","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","06",1120.07534930705
"109","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","06",1490.93728285216
"110","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","06",2011.05392143046
"111","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","06",2676.87722132995
"112","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","06",3764.53759940822
"113","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","06",5341.70136152537
"114","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","06",10576.300227207
"115","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","06",12955.6603821072
"116","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","08",9.34098672115116
"117","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","08",12.1994045456276
"118","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","08",13.5773787386641
"119","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","08",16.178134755975
"120","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","08",19.5708675141432
"121","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","08",21.8638228743329
"122","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","08",24.6863199352277
"123","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","08",26.5963101394696
"124","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","08",30.1976485218567
"125","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","08",34.8570270069257
"126","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","08",37.2096183167104
"127","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","08",41.5190311356343
"128","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","08",47.4112807457396
"129","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","08",58.158672566548
"130","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","08",68.7443436097001
"131","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","08",88.0767608514669
"132","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","08",106.679782422061
"133","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","08",142.994369795447
"134","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","08",200.395005467084
"135","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","08",313.1867630837
"136","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","08",519.052730362059
"137","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","08",710.5172578839
"138","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","08",1042.09756060138
"139","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","09",13.8407782270354
"140","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","09",16.0882507722661
"141","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","09",17.6383888390136
"142","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","09",20.8444995835261
"143","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","09",23.823100418548
"144","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","09",27.016552329514
"145","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","09",30.4554100995744
"146","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","09",34.3077564076559
"147","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","09",37.3919183836318
"148","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","09",41.7302379888186
"149","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","09",46.5820845508486
"150","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","09",51.3450041913245
"151","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","09",57.4280767305328
"152","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","09",65.1835068875283
"153","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","09",72.1595151665034
"154","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","09",85.7174382700087
"155","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","09",102.512412110332
"156","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","09",144.476025123929
"157","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","09",188.592262524585
"158","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","09",273.283673814491
"159","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","09",373.092802053803
"160","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","09",608.164656074631
"161","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","09",841.873657742572
"162","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","11",2.93191239413077
"163","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","11",3.72223317867905
"164","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","11",4.25465746199868
"165","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","11",5.62630749157202
"166","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","11",6.57496769190327
"167","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","11",8.72636825189505
"168","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","11",9.9320916989305
"169","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","11",11.7052929096036
"170","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","11",12.7882655955021
"171","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","11",15.3767946036117
"172","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","11",17.4355407421659
"173","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","11",18.9886290742547
"174","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","11",20.9686894002765
"175","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","11",24.8751930238773
"176","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","11",29.834066328724
"177","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","11",35.3973922047154
"178","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","11",47.5943068021368
"179","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","11",61.0020391840446
"180","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","11",81.8938245193427
"181","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","11",104.761511836992
"182","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","11",160.358959416888
"183","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","11",211.894574481651
"184","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","11",249.432522348469
"185","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","10",3.69571673260812
"186","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","10",4.87236758329555
"187","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","10",5.61221319843283
"188","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","10",6.51709546030061
"189","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","10",7.86894762281437
"190","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","10",9.44503069105524
"191","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","10",10.4661661093956
"192","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","10",12.0227598218465
"193","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","10",13.6967265746214
"194","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","10",15.8765596212678
"195","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","10",18.2404233791366
"196","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","10",20.4122127697199
"197","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","10",23.4686567248548
"198","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","10",27.5885336975176
"199","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","10",30.8799288207902
"200","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","10",35.0156812388216
"201","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","10",42.20170624958
"202","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","10",50.8002223123592
"203","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","10",62.7390611037416
"204","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","10",80.9764325866941
"205","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","10",99.0451568159188
"206","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","10",136.393693732122
"207","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","10",266.792864438863
"208","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","12",81.7434333086095
"209","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","12",93.3433996746074
"210","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","12",105.987888201427
"211","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","12",121.599656911609
"212","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","12",145.661769362645
"213","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","12",164.730581604496
"214","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","12",184.485477847131
"215","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","12",205.419390323542
"216","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","12",220.901111929799
"217","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","12",245.82324025833
"218","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","12",270.785244845023
"219","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","12",301.205036780753
"220","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","12",335.834875393852
"221","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","12",399.689300169021
"222","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","12",480.847211355189
"223","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","12",629.798200768223
"224","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","12",718.016732462909
"225","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","12",960.627780136201
"226","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","12",1852.91968972485
"227","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","12",2739.82895137511
"228","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","12",5503.54473311054
"229","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","12",9542.14319671577
"230","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","12",11326.6418070135
"231","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","13",36.3585405054167
"232","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","13",38.5161916853702
"233","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","13",43.9634467432181
"234","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","13",48.4858623104219
"235","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","13",58.9671313956058
"236","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","13",65.3803323647614
"237","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","13",75.2555403666809
"238","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","13",82.9014293701112
"239","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","13",91.4187254720116
"240","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","13",100.755789285646
"241","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","13",107.762448205677
"242","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","13",120.929298020861
"243","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","13",133.862663008597
"244","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","13",160.770316827267
"245","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","13",193.621954675156
"246","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","13",227.94215782793
"247","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","13",316.43708050316
"248","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","13",408.176219993743
"249","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","13",774.703664478813
"250","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","13",1326.67050216986
"251","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","13",2147.72872233416
"252","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","13",2731.96659486981
"253","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","13",3437.42377656486
"254","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","15",5.23750796361474
"255","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","15",6.32871262107306
"256","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","15",7.47572215358767
"257","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","15",9.37912228346848
"258","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","15",10.8537849667436
"259","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","15",12.1407958925617
"260","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","15",13.4551366296166
"261","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","15",15.1472827004456
"262","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","15",17.6396599263609
"263","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","15",19.2006682640189
"264","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","15",21.5154181399019
"265","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","15",24.2821827389589
"266","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","15",27.9721055921566
"267","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","15",31.1009742013924
"268","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","15",35.5155247318293
"269","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","15",42.05321266194
"270","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","15",50.3017549527189
"271","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","15",58.8184565905049
"272","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","15",83.3907156222873
"273","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","15",135.315677832267
"274","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","15",244.803062175998
"275","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","15",370.127150093959
"276","2024-02-11","0 day ahead inc hosp","2024-02-11","0.990","quantile","15",535.430720356319
"277","2024-02-11","0 day ahead inc hosp","2024-02-11","0.010","quantile","19",6.85480079915973
"278","2024-02-11","0 day ahead inc hosp","2024-02-11","0.025","quantile","19",7.99346884743518
"279","2024-02-11","0 day ahead inc hosp","2024-02-11","0.050","quantile","19",9.58103330051008
"280","2024-02-11","0 day ahead inc hosp","2024-02-11","0.100","quantile","19",11.3159314976851
"281","2024-02-11","0 day ahead inc hosp","2024-02-11","0.150","quantile","19",12.7663156063744
"282","2024-02-11","0 day ahead inc hosp","2024-02-11","0.200","quantile","19",14.5069404967899
"283","2024-02-11","0 day ahead inc hosp","2024-02-11","0.250","quantile","19",16.412000389363
"284","2024-02-11","0 day ahead inc hosp","2024-02-11","0.300","quantile","19",18.1793561994452
"285","2024-02-11","0 day ahead inc hosp","2024-02-11","0.350","quantile","19",20.7754845930105
"286","2024-02-11","0 day ahead inc hosp","2024-02-11","0.400","quantile","19",24.213099867996
"287","2024-02-11","0 day ahead inc hosp","2024-02-11","0.450","quantile","19",26.102652576452
"288","2024-02-11","0 day ahead inc hosp","2024-02-11","0.500","quantile","19",28.4165014790822
"289","2024-02-11","0 day ahead inc hosp","2024-02-11","0.550","quantile","19",31.4175054626611
"290","2024-02-11","0 day ahead inc hosp","2024-02-11","0.600","quantile","19",35.9084123633386
"291","2024-02-11","0 day ahead inc hosp","2024-02-11","0.650","quantile","19",43.7151440122314
"292","2024-02-11","0 day ahead inc hosp","2024-02-11","0.700","quantile","19",54.0446431294192
"293","2024-02-11","0 day ahead inc hosp","2024-02-11","0.750","quantile","19",84.9615769410626
"294","2024-02-11","0 day ahead inc hosp","2024-02-11","0.800","quantile","19",99.8100147958162
"295","2024-02-11","0 day ahead inc hosp","2024-02-11","0.850","quantile","19",132.94647101146
"296","2024-02-11","0 day ahead inc hosp","2024-02-11","0.900","quantile","19",184.01063364675
"297","2024-02-11","0 day ahead inc hosp","2024-02-11","0.950","quantile","19",278.150317032673
"298","2024-02-11","0 day ahead inc hosp","2024-02-11","0.975","quantile","19",416.187650028817
