target_id,location_id,location_name,type,quantile,value
1 day ahead inc,1,Alabama,quantile,0.1,1.0335368594946277
1 day ahead inc,1,Alabama,quantile,0.5,2.4234939257993053
1 day ahead inc,1,Alabama,quantile,0.9,7.5082137357546905
1 day ahead cum,1,Alabama,quantile,0.1,18.045499696631747
1 day ahead cum,1,Alabama,quantile,0.5,45.824147927692344
1 day ahead cum,1,Alabama,quantile,0.9,149.97377042820082
2 day ahead inc,1,Alabama,quantile,0.1,1.0387012400857325
2 day ahead inc,1,Alabama,quantile,0.5,2.423695773100909
2 day ahead inc,1,Alabama,quantile,0.9,7.122698419703691
2 day ahead cum,1,Alabama,quantile,0.1,19.18261910361229
2 day ahead cum,1,Alabama,quantile,0.5,48.22952942521442
2 day ahead cum,1,Alabama,quantile,0.9,157.09646884790453
3 day ahead inc,1,Alabama,quantile,0.1,1.0322763693073231
3 day ahead inc,1,Alabama,quantile,0.5,2.3776275020632287
3 day ahead inc,1,Alabama,quantile,0.9,7.575328963197293
3 day ahead cum,1,Alabama,quantile,0.1,20.289666237853986
3 day ahead cum,1,Alabama,quantile,0.5,50.7382166935217
3 day ahead cum,1,Alabama,quantile,0.9,164.9082596692327
4 day ahead inc,1,Alabama,quantile,0.1,0.9653760913464532
4 day ahead inc,1,Alabama,quantile,0.5,2.406610451370128
4 day ahead inc,1,Alabama,quantile,0.9,7.494533709623224
4 day ahead cum,1,Alabama,quantile,0.1,21.450893926435725
4 day ahead cum,1,Alabama,quantile,0.5,53.19903592613346
4 day ahead cum,1,Alabama,quantile,0.9,172.28892851187825
5 day ahead inc,1,Alabama,quantile,0.1,1.0298382940279716
5 day ahead inc,1,Alabama,quantile,0.5,2.3898729011945687
5 day ahead inc,1,Alabama,quantile,0.9,7.5267680789322835
5 day ahead cum,1,Alabama,quantile,0.1,22.362015290905585
5 day ahead cum,1,Alabama,quantile,0.5,55.800809050176994
5 day ahead cum,1,Alabama,quantile,0.9,179.65200190273038
6 day ahead inc,1,Alabama,quantile,0.1,1.1145751445979493
6 day ahead inc,1,Alabama,quantile,0.5,2.4116185375932373
6 day ahead inc,1,Alabama,quantile,0.9,7.549049213021061
6 day ahead cum,1,Alabama,quantile,0.1,23.43247110166029
6 day ahead cum,1,Alabama,quantile,0.5,58.04335968788
6 day ahead cum,1,Alabama,quantile,0.9,186.8944000292093
1 day ahead inc,5,Arkansas,quantile,0.1,0.5572404222656144
1 day ahead inc,5,Arkansas,quantile,0.5,1.3898333529028282
1 day ahead inc,5,Arkansas,quantile,0.9,4.3755333413198025
1 day ahead cum,5,Arkansas,quantile,0.1,10.75717430012856
1 day ahead cum,5,Arkansas,quantile,0.5,25.841528831175843
1 day ahead cum,5,Arkansas,quantile,0.9,79.9960694510346
2 day ahead inc,5,Arkansas,quantile,0.1,0.5867036002679487
2 day ahead inc,5,Arkansas,quantile,0.5,1.3693384688312389
2 day ahead inc,5,Arkansas,quantile,0.9,4.405910302946019
2 day ahead cum,5,Arkansas,quantile,0.1,11.385334261853016
2 day ahead cum,5,Arkansas,quantile,0.5,27.255957254474893
2 day ahead cum,5,Arkansas,quantile,0.9,84.65199287387077
3 day ahead inc,5,Arkansas,quantile,0.1,0.651640232039925
3 day ahead inc,5,Arkansas,quantile,0.5,1.3929689277001294
3 day ahead inc,5,Arkansas,quantile,0.9,4.349929495060115
3 day ahead cum,5,Arkansas,quantile,0.1,11.9308072291977
3 day ahead cum,5,Arkansas,quantile,0.5,28.477628758485032
3 day ahead cum,5,Arkansas,quantile,0.9,89.00192236893088
4 day ahead inc,5,Arkansas,quantile,0.1,0.6167020140657788
4 day ahead inc,5,Arkansas,quantile,0.5,1.4221896002446919
4 day ahead inc,5,Arkansas,quantile,0.9,4.176002520405149
4 day ahead cum,5,Arkansas,quantile,0.1,12.577735668867758
4 day ahead cum,5,Arkansas,quantile,0.5,29.748982987101364
4 day ahead cum,5,Arkansas,quantile,0.9,93.24522154473259
5 day ahead inc,5,Arkansas,quantile,0.1,0.5943905721780411
5 day ahead inc,5,Arkansas,quantile,0.5,1.375927740532581
5 day ahead inc,5,Arkansas,quantile,0.9,4.433901857183653
5 day ahead cum,5,Arkansas,quantile,0.1,13.180183314623651
5 day ahead cum,5,Arkansas,quantile,0.5,31.04027694509584
5 day ahead cum,5,Arkansas,quantile,0.9,96.6556600920047
6 day ahead inc,5,Arkansas,quantile,0.1,0.6138725402830603
6 day ahead inc,5,Arkansas,quantile,0.5,1.4202279005408711
6 day ahead inc,5,Arkansas,quantile,0.9,4.251467412085438
6 day ahead cum,5,Arkansas,quantile,0.1,13.847192206945437
6 day ahead cum,5,Arkansas,quantile,0.5,32.36912899057306
6 day ahead cum,5,Arkansas,quantile,0.9,100.90712750409014
1 day ahead inc,4,Arizona,quantile,0.1,8.846277507748779
1 day ahead inc,4,Arizona,quantile,0.5,19.292473256514928
1 day ahead inc,4,Arizona,quantile,0.9,51.71482413404939
1 day ahead cum,4,Arizona,quantile,0.1,166.32421012093818
1 day ahead cum,4,Arizona,quantile,0.5,379.4205226721434
1 day ahead cum,4,Arizona,quantile,0.9,1143.0699759682445
2 day ahead inc,4,Arizona,quantile,0.1,8.37871109488016
2 day ahead inc,4,Arizona,quantile,0.5,19.506678541626094
2 day ahead inc,4,Arizona,quantile,0.9,53.681799784831
2 day ahead cum,4,Arizona,quantile,0.1,175.44864031360078
2 day ahead cum,4,Arizona,quantile,0.5,399.77327311712287
2 day ahead cum,4,Arizona,quantile,0.9,1192.4169016130056
3 day ahead inc,4,Arizona,quantile,0.1,8.825292001624474
3 day ahead inc,4,Arizona,quantile,0.5,19.5939534606606
3 day ahead inc,4,Arizona,quantile,0.9,52.78017663010053
3 day ahead cum,4,Arizona,quantile,0.1,185.23637548834662
3 day ahead cum,4,Arizona,quantile,0.5,420.3454163373255
3 day ahead cum,4,Arizona,quantile,0.9,1239.6069966731786
