"location","target","type","quantile","forecast_date","target_end_date","value"
"US","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,566311.071461946
"01","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,3623.25971539947
"02","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,4110.66401125904
"04","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,15129.8306128443
"05","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,4322.01397610444
"06","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,42610.6965623619
"08","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,16840.2476346624
"09","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,2427.95114945236
"10","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,3020.65755004887
"11","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,738.103344556148
"12","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,9740.64494937519
"13","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,16264.797621401
"15","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,1045.29261373155
"16","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,7764.91832978092
"17","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,19171.9549919858
"18","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,13989.3985632715
"19","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,9898.63690590793
"20","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,4764.13867019903
"21","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,10770.5816515206
"22","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,2723.62923122884
"23","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,3426.30280904533
"24","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,7281.11712486484
"25","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,9127.56657504036
"26","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,32587.3768699956
"27","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,21973.542246739
"28","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,3673.75764922815
"29","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,7605.65005737345
"30","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,7000.63315979961
"31","1 wk ahead inc case","point",NA,2021-10-10,2021-10-16,3468.57971711457
