forecast_date,target,target_end_date,quantile,type,value,location
2021-10-18,1 wk ahead cum death,2021-10-23,0.01,quantile,725583.1988521355,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.025,quantile,726410.174574523,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.05,quantile,727878.9544049905,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.1,quantile,729572.3634831475,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.15,quantile,730714.8985487024,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.2,quantile,731622.9491997069,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.25,quantile,732401.9758039056,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.3,quantile,733101.5657713055,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.35,quantile,733749.8401358484,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.4,quantile,734364.9891129116,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.45,quantile,734960.1528672808,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.5,quantile,735545.8805251801,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.55,quantile,736629.7198258715,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.6,quantile,737731.0198219245,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.65,quantile,738869.3007757593,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.7,quantile,740068.8774466688,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.75,quantile,741363.4092837971,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.8,quantile,742804.9318728837,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.85,quantile,744485.2025060084,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.9,quantile,746599.3666397413,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.95,quantile,749732.8763627355,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.975,quantile,752450.7287346604,US
2021-10-18,1 wk ahead cum death,2021-10-23,0.99,quantile,755610.8194747271,US
2021-10-18,1 wk ahead cum death,2021-10-23,NA,point,735545.8805251801,US
2021-10-18,1 wk ahead inc death,2021-10-23,0.01,quantile,1433.1988521357105,US
2021-10-18,1 wk ahead inc death,2021-10-23,0.025,quantile,2260.1745745228427,US
2021-10-18,1 wk ahead inc death,2021-10-23,0.05,quantile,3728.9544049906735,US
