forecast_date,target,target_end_date,quantile,type,location,value
2020-12-28,1 wk ahead inc death,2021-01-02,NA,point,US,10324.639559186247
2020-12-28,2 wk ahead inc death,2021-01-09,NA,point,US,7160.869543386769
2020-12-28,3 wk ahead inc death,2021-01-16,NA,point,US,4966.570728542276
2020-12-28,4 wk ahead inc death,2021-01-23,NA,point,US,3444.6689263307994
2020-12-28,5 wk ahead inc death,2021-01-30,NA,point,US,2389.1221248170264
2020-12-28,6 wk ahead inc death,2021-02-06,NA,point,US,1657.0255805019178
2020-12-28,7 wk ahead inc death,2021-02-13,NA,point,US,1149.2647219312912
2020-12-28,8 wk ahead inc death,2021-02-20,NA,point,US,797.0965666539194
2020-12-28,1 wk ahead cum death,2021-01-02,NA,point,US,342233.63955918624
2020-12-28,2 wk ahead cum death,2021-01-09,NA,point,US,349394.50910257304
2020-12-28,3 wk ahead cum death,2021-01-16,NA,point,US,354361.0798311153
2020-12-28,4 wk ahead cum death,2021-01-23,NA,point,US,357805.74875744607
2020-12-28,5 wk ahead cum death,2021-01-30,NA,point,US,360194.8708822631
2020-12-28,6 wk ahead cum death,2021-02-06,NA,point,US,361851.89646276506
2020-12-28,7 wk ahead cum death,2021-02-13,NA,point,US,363001.1611846963
2020-12-28,8 wk ahead cum death,2021-02-20,NA,point,US,363798.25775135023
2020-12-28,1 wk ahead inc death,2021-01-02,NA,point,01,328.3026887855042
2020-12-28,2 wk ahead inc death,2021-01-09,NA,point,01,370.8685907658072
2020-12-28,3 wk ahead inc death,2021-01-16,NA,point,01,418.9533510232065
2020-12-28,4 wk ahead inc death,2021-01-23,NA,point,01,473.27251404908264
2020-12-28,5 wk ahead inc death,2021-01-30,NA,point,01,534.6343978567011
2020-12-28,6 wk ahead inc death,2021-02-06,NA,point,01,603.9521224804405
2020-12-28,7 wk ahead inc death,2021-02-13,NA,point,01,682.2571980233779
2020-12-28,8 wk ahead inc death,2021-02-20,NA,point,01,770.7148744556083
2020-12-28,1 wk ahead cum death,2021-01-02,NA,point,01,5013.302688785504
2020-12-28,2 wk ahead cum death,2021-01-09,NA,point,01,5384.171279551311
2020-12-28,3 wk ahead cum death,2021-01-16,NA,point,01,5803.124630574518
2020-12-28,4 wk ahead cum death,2021-01-23,NA,point,01,6276.397144623601
2020-12-28,5 wk ahead cum death,2021-01-30,NA,point,01,6811.031542480301
2020-12-28,6 wk ahead cum death,2021-02-06,NA,point,01,7414.983664960742
2020-12-28,7 wk ahead cum death,2021-02-13,NA,point,01,8097.24086298412
2020-12-28,8 wk ahead cum death,2021-02-20,NA,point,01,8867.955737439728
2020-12-28,1 wk ahead inc death,2021-01-02,NA,point,02,4.7528833159983686
2020-12-28,2 wk ahead inc death,2021-01-09,NA,point,02,3.271861189960375
2020-12-28,3 wk ahead inc death,2021-01-16,NA,point,02,2.252332938689084
2020-12-28,4 wk ahead inc death,2021-01-23,NA,point,02,1.5504947710710317
2020-12-28,5 wk ahead inc death,2021-01-30,NA,point,02,1.0673528739129574
2020-12-28,6 wk ahead inc death,2021-02-06,NA,point,02,0.7347603995228553
2020-12-28,7 wk ahead inc death,2021-02-13,NA,point,02,0.5058053975418564
2020-12-28,8 wk ahead inc death,2021-02-20,NA,point,02,0.348193915116566
2020-12-28,1 wk ahead cum death,2021-01-02,NA,point,02,204.75288331599836
2020-12-28,2 wk ahead cum death,2021-01-09,NA,point,02,208.02474450595875
2020-12-28,3 wk ahead cum death,2021-01-16,NA,point,02,210.27707744464783
2020-12-28,4 wk ahead cum death,2021-01-23,NA,point,02,211.82757221571885
