forecast_date,target,target_end_date,quantile,type,value,location
2021-06-07,1 wk ahead cum death,2021-06-12,0.025,quantile,598491.935139542,US
2021-06-07,1 wk ahead cum death,2021-06-12,0.25,quantile,599761.3182930443,US
2021-06-07,1 wk ahead cum death,2021-06-12,0.75,quantile,601352.7684565514,US
2021-06-07,1 wk ahead cum death,2021-06-12,0.975,quantile,603116.4346317028,US
2021-06-07,1 wk ahead cum death,2021-06-12,NA,point,600427.3674759931,US
2021-06-07,1 wk ahead inc death,2021-06-12,0.025,quantile,1117.9351395419178,US
2021-06-07,1 wk ahead inc death,2021-06-12,0.25,quantile,2387.318293044097,US
2021-06-07,1 wk ahead inc death,2021-06-12,0.75,quantile,3978.7684565512905,US
2021-06-07,1 wk ahead inc death,2021-06-12,0.975,quantile,5742.434631702738,US
2021-06-07,1 wk ahead inc death,2021-06-12,NA,point,3053.3674759932806,US
2021-06-07,2 wk ahead cum death,2021-06-19,0.025,quantile,599338.9786347084,US
2021-06-07,2 wk ahead cum death,2021-06-19,0.25,quantile,601961.0218371728,US
2021-06-07,2 wk ahead cum death,2021-06-19,0.75,quantile,605308.7808043158,US
2021-06-07,2 wk ahead cum death,2021-06-19,0.975,quantile,609067.0304445821,US
2021-06-07,2 wk ahead cum death,2021-06-19,NA,point,603336.8158421905,US
2021-06-07,2 wk ahead inc death,2021-06-19,0.025,quantile,847.0434951666047,US
2021-06-07,2 wk ahead inc death,2021-06-19,0.25,quantile,2199.7035441287458,US
2021-06-07,2 wk ahead inc death,2021-06-19,0.75,quantile,3956.012347764552,US
2021-06-07,2 wk ahead inc death,2021-06-19,0.975,quantile,5950.595812879303,US
2021-06-07,2 wk ahead inc death,2021-06-19,NA,point,2909.4483661973086,US
2021-06-07,3 wk ahead cum death,2021-06-26,0.025,quantile,599957.587727091,US
2021-06-07,3 wk ahead cum death,2021-06-26,0.25,quantile,604008.7080812359,US
2021-06-07,3 wk ahead cum death,2021-06-26,0.75,quantile,609287.3041745303,US
2021-06-07,3 wk ahead cum death,2021-06-26,0.975,quantile,615296.3432297882,US
2021-06-07,3 wk ahead cum death,2021-06-26,NA,point,606134.3431934263,US
2021-06-07,3 wk ahead inc death,2021-06-26,0.025,quantile,618.6090923826036,US
2021-06-07,3 wk ahead inc death,2021-06-26,0.25,quantile,2047.6862440630669,US
2021-06-07,3 wk ahead inc death,2021-06-26,0.75,quantile,3978.523370214831,US
2021-06-07,3 wk ahead inc death,2021-06-26,0.975,quantile,6229.31278520594,US
2021-06-07,3 wk ahead inc death,2021-06-26,NA,point,2797.5273512355047,US
2021-06-07,4 wk ahead cum death,2021-07-03,0.025,quantile,600425.8941764062,US
2021-06-07,4 wk ahead cum death,2021-07-03,0.25,quantile,605951.7036222097,US
2021-06-07,4 wk ahead cum death,2021-07-03,0.75,quantile,613337.0650982403,US
2021-06-07,4 wk ahead cum death,2021-07-03,0.975,quantile,621886.5727314044,US
2021-06-07,4 wk ahead cum death,2021-07-03,NA,point,608851.1125645421,US
2021-06-07,4 wk ahead inc death,2021-07-03,0.025,quantile,468.3064493149537,US
2021-06-07,4 wk ahead inc death,2021-07-03,0.25,quantile,1942.995540973882,US
2021-06-07,4 wk ahead inc death,2021-07-03,0.75,quantile,4049.760923709676,US
2021-06-07,4 wk ahead inc death,2021-07-03,0.975,quantile,6590.2295016164635,US
2021-06-07,4 wk ahead inc death,2021-07-03,NA,point,2716.7693711161887,US
2021-06-07,5 wk ahead cum death,2021-07-10,0.025,quantile,600773.8021752916,US
2021-06-07,5 wk ahead cum death,2021-07-10,0.25,quantile,607820.6856529233,US
2021-06-07,5 wk ahead cum death,2021-07-10,0.75,quantile,617512.6064713364,US
2021-06-07,5 wk ahead cum death,2021-07-10,0.975,quantile,628936.9730558926,US
2021-06-07,5 wk ahead cum death,2021-07-10,NA,point,611518.2067439081,US
2021-06-07,5 wk ahead inc death,2021-07-10,0.025,quantile,347.9079988854542,US
2021-06-07,5 wk ahead inc death,2021-07-10,0.25,quantile,1868.9820307135628,US
2021-06-07,5 wk ahead inc death,2021-07-10,0.75,quantile,4175.541373095936,US
2021-06-07,5 wk ahead inc death,2021-07-10,0.975,quantile,7050.400324488135,US
2021-06-07,5 wk ahead inc death,2021-07-10,NA,point,2667.0941793656057,US
2021-06-07,6 wk ahead cum death,2021-07-17,0.025,quantile,601027.3517390268,US
2021-06-07,6 wk ahead cum death,2021-07-17,0.25,quantile,609646.4386298624,US
2021-06-07,6 wk ahead cum death,2021-07-17,0.75,quantile,621879.6799181583,US
2021-06-07,6 wk ahead cum death,2021-07-17,0.975,quantile,636575.1932124497,US
2021-06-07,6 wk ahead cum death,2021-07-17,NA,point,614168.899610671,US
2021-06-07,6 wk ahead inc death,2021-07-17,0.025,quantile,253.54956373529203,US
2021-06-07,6 wk ahead inc death,2021-07-17,0.25,quantile,1825.7529769390376,US
2021-06-07,6 wk ahead inc death,2021-07-17,0.75,quantile,4367.073446822202,US
2021-06-07,6 wk ahead inc death,2021-07-17,0.975,quantile,7638.22015655684,US
2021-06-07,6 wk ahead inc death,2021-07-17,NA,point,2650.6928667628335,US
2021-06-07,7 wk ahead cum death,2021-07-24,0.025,quantile,601224.334410214,US
2021-06-07,7 wk ahead cum death,2021-07-24,0.25,quantile,611462.9312105117,US
2021-06-07,7 wk ahead cum death,2021-07-24,0.75,quantile,626510.2032458152,US
2021-06-07,7 wk ahead cum death,2021-07-24,0.975,quantile,644949.2988994033,US
2021-06-07,7 wk ahead cum death,2021-07-24,NA,point,616835.1539429234,US
2021-06-07,7 wk ahead inc death,2021-07-24,0.025,quantile,196.98267118701165,US
2021-06-07,7 wk ahead inc death,2021-07-24,0.25,quantile,1816.4925806494423,US
2021-06-07,7 wk ahead inc death,2021-07-24,0.75,quantile,4630.523327656858,US
2021-06-07,7 wk ahead inc death,2021-07-24,0.975,quantile,8374.105686953964,US
2021-06-07,7 wk ahead inc death,2021-07-24,NA,point,2666.254332252604,US
2021-06-07,8 wk ahead cum death,2021-07-31,0.025,quantile,601382.3883647991,US
2021-06-07,8 wk ahead cum death,2021-07-31,0.25,quantile,613298.0090806943,US
2021-06-07,8 wk ahead cum death,2021-07-31,0.75,quantile,631488.3016374238,US
2021-06-07,8 wk ahead cum death,2021-07-31,0.975,quantile,654240.4675053167,US
2021-06-07,8 wk ahead cum death,2021-07-31,NA,point,619550.1713378178,US
2021-06-07,8 wk ahead inc death,2021-07-31,0.025,quantile,158.05395458507897,US
2021-06-07,8 wk ahead inc death,2021-07-31,0.25,quantile,1835.0778701824836,US
2021-06-07,8 wk ahead inc death,2021-07-31,0.75,quantile,4978.0983916086425,US
2021-06-07,8 wk ahead inc death,2021-07-31,0.975,quantile,9291.168605913359,US
2021-06-07,8 wk ahead inc death,2021-07-31,NA,point,2715.0173948942956,US
2021-06-07,1 wk ahead inc death,2021-06-12,0.025,quantile,8.625431339644441,01
2021-06-07,1 wk ahead inc death,2021-06-12,0.25,quantile,40.19846449374482,01
2021-06-07,1 wk ahead inc death,2021-06-12,0.75,quantile,81.14648325557312,01
2021-06-07,1 wk ahead inc death,2021-06-12,0.975,quantile,127.61382086718817,01
2021-06-07,1 wk ahead inc death,2021-06-12,NA,point,56.76493055838201,01
2021-06-07,2 wk ahead inc death,2021-06-19,0.025,quantile,2.6931879764992104,01
2021-06-07,2 wk ahead inc death,2021-06-19,0.25,quantile,38.23505945710851,01
2021-06-07,2 wk ahead inc death,2021-06-19,0.75,quantile,86.02610738480705,01
2021-06-07,2 wk ahead inc death,2021-06-19,0.975,quantile,141.56632515625276,01
2021-06-07,2 wk ahead inc death,2021-06-19,NA,point,56.88398700497519,01
2021-06-07,3 wk ahead inc death,2021-06-26,0.025,quantile,0.0,01
