forecast_date,target,target_end_date,quantile,type,value,location
2021-01-25,1 wk ahead cum death,2021-01-30,0.025,quantile,434997.1184819325,US
2021-01-25,1 wk ahead cum death,2021-01-30,0.25,quantile,438896.2553778463,US
2021-01-25,1 wk ahead cum death,2021-01-30,0.75,quantile,444055.7529629233,US
2021-01-25,1 wk ahead cum death,2021-01-30,0.975,quantile,449989.7927793228,US
2021-01-25,1 wk ahead cum death,2021-01-30,NA,point,440942.1443094628,US
2021-01-25,1 wk ahead inc death,2021-01-30,0.025,quantile,17561.118481932444,US
2021-01-25,1 wk ahead inc death,2021-01-30,0.25,quantile,21460.255377846403,US
2021-01-25,1 wk ahead inc death,2021-01-30,0.75,quantile,26619.75296292307,US
2021-01-25,1 wk ahead inc death,2021-01-30,0.975,quantile,32553.792779322863,US
2021-01-25,1 wk ahead inc death,2021-01-30,NA,point,23506.14430946286,US
2021-01-25,2 wk ahead cum death,2021-02-06,0.025,quantile,452922.8060947928,US
2021-01-25,2 wk ahead cum death,2021-02-06,0.25,quantile,461706.1385820865,US
2021-01-25,2 wk ahead cum death,2021-02-06,0.75,quantile,473957.2242563812,US
2021-01-25,2 wk ahead cum death,2021-02-06,0.975,quantile,488522.5004982539,US
2021-01-25,2 wk ahead cum death,2021-02-06,NA,point,466314.7797245128,US
2021-01-25,2 wk ahead inc death,2021-02-06,0.025,quantile,17925.687612860147,US
2021-01-25,2 wk ahead inc death,2021-02-06,0.25,quantile,22809.883204240105,US
2021-01-25,2 wk ahead inc death,2021-02-06,0.75,quantile,29901.471293458097,US
2021-01-25,2 wk ahead inc death,2021-02-06,0.975,quantile,38532.707718930986,US
2021-01-25,2 wk ahead inc death,2021-02-06,NA,point,25372.635415050052,US
2021-01-25,3 wk ahead cum death,2021-02-13,0.025,quantile,471427.87896917877,US
2021-01-25,3 wk ahead cum death,2021-02-13,0.25,quantile,486190.2435141389,US
2021-01-25,3 wk ahead cum death,2021-02-13,0.75,quantile,508081.12211465684,US
2021-01-25,3 wk ahead cum death,2021-02-13,0.975,quantile,535039.26894067,US
2021-01-25,3 wk ahead cum death,2021-02-13,NA,point,493936.10087520536,US
2021-01-25,3 wk ahead inc death,2021-02-13,0.025,quantile,18505.072874386122,US
2021-01-25,3 wk ahead inc death,2021-02-13,0.25,quantile,24484.104932052396,US
2021-01-25,3 wk ahead inc death,2021-02-13,0.75,quantile,34123.89785827569,US
2021-01-25,3 wk ahead inc death,2021-02-13,0.975,quantile,46516.76844241617,US
2021-01-25,3 wk ahead inc death,2021-02-13,NA,point,27621.32115069253,US
2021-01-25,4 wk ahead cum death,2021-02-20,0.025,quantile,490703.14073728607,US
2021-01-25,4 wk ahead cum death,2021-02-20,0.25,quantile,512696.0806340507,US
2021-01-25,4 wk ahead cum death,2021-02-20,0.75,quantile,547723.9689311293,US
2021-01-25,4 wk ahead cum death,2021-02-20,0.975,quantile,592488.5785447301,US
2021-01-25,4 wk ahead cum death,2021-02-20,NA,point,524235.8427684986,US
2021-01-25,4 wk ahead inc death,2021-02-20,0.025,quantile,19275.26176810724,US
2021-01-25,4 wk ahead inc death,2021-02-20,0.25,quantile,26505.83711991171,US
2021-01-25,4 wk ahead inc death,2021-02-20,0.75,quantile,39642.8468164728,US
2021-01-25,4 wk ahead inc death,2021-02-20,0.975,quantile,57449.30960406012,US
2021-01-25,4 wk ahead inc death,2021-02-20,NA,point,30299.741893293125,US
2021-01-25,5 wk ahead cum death,2021-02-27,0.025,quantile,510929.85884890385,US
2021-01-25,5 wk ahead cum death,2021-02-27,0.25,quantile,541607.0363816512,US
2021-01-25,5 wk ahead cum death,2021-02-27,0.75,quantile,594788.6092369703,US
2021-01-25,5 wk ahead cum death,2021-02-27,0.975,quantile,665466.9988117089,US
2021-01-25,5 wk ahead cum death,2021-02-27,NA,point,557703.4442900909,US
2021-01-25,5 wk ahead inc death,2021-02-27,0.025,quantile,20226.71811161775,US
2021-01-25,5 wk ahead inc death,2021-02-27,0.25,quantile,28910.95574760026,US
2021-01-25,5 wk ahead inc death,2021-02-27,0.75,quantile,47064.64030584094,US
2021-01-25,5 wk ahead inc death,2021-02-27,0.975,quantile,72978.42026697872,US
2021-01-25,5 wk ahead inc death,2021-02-27,NA,point,33467.60152159252,US
2021-01-25,6 wk ahead cum death,2021-03-06,0.025,quantile,532288.8211352755,US
2021-01-25,6 wk ahead cum death,2021-03-06,0.25,quantile,573354.4027776971,US
2021-01-25,6 wk ahead cum death,2021-03-06,0.75,quantile,652240.5863355794,US
2021-01-25,6 wk ahead cum death,2021-03-06,0.975,quantile,761519.4462388451,US
2021-01-25,6 wk ahead cum death,2021-03-06,NA,point,594901.6377672314,US
2021-01-25,6 wk ahead inc death,2021-03-06,0.025,quantile,21358.962286371694,US
2021-01-25,6 wk ahead inc death,2021-03-06,0.25,quantile,31747.36639604613,US
2021-01-25,6 wk ahead inc death,2021-03-06,0.75,quantile,57451.97709860858,US
2021-01-25,6 wk ahead inc death,2021-03-06,0.975,quantile,96052.44742713627,US
2021-01-25,6 wk ahead inc death,2021-03-06,NA,point,37198.19347714045,US
2021-01-25,7 wk ahead cum death,2021-03-13,0.025,quantile,554966.0985342716,US
2021-01-25,7 wk ahead cum death,2021-03-13,0.25,quantile,608429.5538668863,US
2021-01-25,7 wk ahead cum death,2021-03-13,0.75,quantile,724965.9749474651,US
2021-01-25,7 wk ahead cum death,2021-03-13,0.975,quantile,893602.2886350753,US
2021-01-25,7 wk ahead cum death,2021-03-13,NA,point,636481.990708894,US
2021-01-25,7 wk ahead inc death,2021-03-13,0.025,quantile,22677.277398996117,US
2021-01-25,7 wk ahead inc death,2021-03-13,0.25,quantile,35075.151089189334,US
2021-01-25,7 wk ahead inc death,2021-03-13,0.75,quantile,72725.38861188601,US
2021-01-25,7 wk ahead inc death,2021-03-13,0.975,quantile,132082.84239623047,US
2021-01-25,7 wk ahead inc death,2021-03-13,NA,point,41580.352941662306,US
2021-01-25,8 wk ahead cum death,2021-03-20,0.025,quantile,579157.1991199183,US
2021-01-25,8 wk ahead cum death,2021-03-20,0.25,quantile,647397.221926423,US
2021-01-25,8 wk ahead cum death,2021-03-20,0.75,quantile,821409.812511201,US
2021-01-25,8 wk ahead cum death,2021-03-20,0.975,quantile,1084809.9397721763,US
2021-01-25,8 wk ahead cum death,2021-03-20,NA,point,683202.9684492977,US
2021-01-25,8 wk ahead inc death,2021-03-20,0.025,quantile,24191.100585646658,US
2021-01-25,8 wk ahead inc death,2021-03-20,0.25,quantile,38967.66805953676,US
2021-01-25,8 wk ahead inc death,2021-03-20,0.75,quantile,96443.83756373604,US
2021-01-25,8 wk ahead inc death,2021-03-20,0.975,quantile,191207.6511371008,US
2021-01-25,8 wk ahead inc death,2021-03-20,NA,point,46720.97774040377,US
2021-01-25,1 wk ahead inc death,2021-01-30,0.025,quantile,450.5429173144893,01
2021-01-25,1 wk ahead inc death,2021-01-30,0.25,quantile,524.5795594737992,01
2021-01-25,1 wk ahead inc death,2021-01-30,0.75,quantile,612.0142158379349,01
2021-01-25,1 wk ahead inc death,2021-01-30,0.975,quantile,704.6140363636248,01
2021-01-25,1 wk ahead inc death,2021-01-30,NA,point,563.4268097169265,01
2021-01-25,2 wk ahead inc death,2021-02-06,0.025,quantile,501.783019003372,01
2021-01-25,2 wk ahead inc death,2021-02-06,0.25,quantile,592.104318910248,01
2021-01-25,2 wk ahead inc death,2021-02-06,0.75,quantile,699.9029689277415,01
2021-01-25,2 wk ahead inc death,2021-02-06,0.975,quantile,815.0286447180401,01
2021-01-25,2 wk ahead inc death,2021-02-06,NA,point,639.4961783656914,01
2021-01-25,3 wk ahead inc death,2021-02-13,0.025,quantile,558.6707799880518,01
2021-01-25,3 wk ahead inc death,2021-02-13,0.25,quantile,668.3085521214758,01
2021-01-25,3 wk ahead inc death,2021-02-13,0.75,quantile,800.5863097355348,01
2021-01-25,3 wk ahead inc death,2021-02-13,0.975,quantile,943.0487749372,01
2021-01-25,3 wk ahead inc death,2021-02-13,NA,point,725.8358230233819,01
2021-01-25,4 wk ahead inc death,2021-02-20,0.025,quantile,621.8489396694325,01
2021-01-25,4 wk ahead inc death,2021-02-20,0.25,quantile,754.3228777056273,01
2021-01-25,4 wk ahead inc death,2021-02-20,0.75,quantile,915.9310657926933,01
2021-01-25,4 wk ahead inc death,2021-02-20,0.975,quantile,1091.4564717649798,01
2021-01-25,4 wk ahead inc death,2021-02-20,NA,point,823.8323539797005,01
2021-01-25,5 wk ahead inc death,2021-02-27,0.025,quantile,692.0291708431586,01
2021-01-25,5 wk ahead inc death,2021-02-27,0.25,quantile,851.4244205354229,01
2021-01-25,5 wk ahead inc death,2021-02-27,0.75,quantile,1048.0801022356109,01
2021-01-25,5 wk ahead inc death,2021-02-27,0.975,quantile,1263.4791106570926,01
2021-01-25,5 wk ahead inc death,2021-02-27,NA,point,935.0595905237816,01
2021-01-25,6 wk ahead inc death,2021-03-06,0.025,quantile,770.0004338118406,01
2021-01-25,6 wk ahead inc death,2021-03-06,0.25,quantile,961.0562639957162,01
2021-01-25,6 wk ahead inc death,2021-03-06,0.75,quantile,1199.4930071122583,01
2021-01-25,6 wk ahead inc death,2021-03-06,0.975,quantile,1462.8594517938682,01
2021-01-25,6 wk ahead inc death,2021-03-06,NA,point,1061.3038364017018,01
2021-01-25,7 wk ahead inc death,2021-03-13,0.025,quantile,856.6380826075676,01
2021-01-25,7 wk ahead inc death,2021-03-13,0.25,quantile,1084.849399182117,01
2021-01-25,7 wk ahead inc death,2021-03-13,0.75,quantile,1372.9929182211226,01
2021-01-25,7 wk ahead inc death,2021-03-13,0.975,quantile,1693.937036744307,01
2021-01-25,7 wk ahead inc death,2021-03-13,NA,point,1204.5925677635446,01
2021-01-25,8 wk ahead inc death,2021-03-20,0.025,quantile,952.9138562286714,01
2021-01-25,8 wk ahead inc death,2021-03-20,0.25,quantile,1224.6475189724051,01
2021-01-25,8 wk ahead inc death,2021-03-20,0.75,quantile,1571.820395571087,01
2021-01-25,8 wk ahead inc death,2021-03-20,0.975,quantile,1961.7426768462528,01
2021-01-25,8 wk ahead inc death,2021-03-20,NA,point,1367.226994326961,01
2021-01-25,1 wk ahead cum death,2021-01-30,0.025,quantile,7107.542917314489,01
2021-01-25,1 wk ahead cum death,2021-01-30,0.25,quantile,7181.579559473799,01
2021-01-25,1 wk ahead cum death,2021-01-30,0.75,quantile,7269.014215837935,01
2021-01-25,1 wk ahead cum death,2021-01-30,0.975,quantile,7361.614036363625,01
2021-01-25,1 wk ahead cum death,2021-01-30,NA,point,7220.426809716926,01
2021-01-25,2 wk ahead cum death,2021-02-06,0.025,quantile,7609.325936317861,01
2021-01-25,2 wk ahead cum death,2021-02-06,0.25,quantile,7773.683878384047,01
2021-01-25,2 wk ahead cum death,2021-02-06,0.75,quantile,7968.917184765676,01
2021-01-25,2 wk ahead cum death,2021-02-06,0.975,quantile,8176.642681081665,01
2021-01-25,2 wk ahead cum death,2021-02-06,NA,point,7859.922988082618,01
2021-01-25,3 wk ahead cum death,2021-02-13,0.025,quantile,8167.996716305914,01
