forecast_date,target,target_end_date,quantile,type,value,location
2021-01-18,1 wk ahead cum death,2021-01-23,0.025,quantile,413775.5638023007,US
2021-01-18,1 wk ahead cum death,2021-01-23,0.975,quantile,429521.50198369374,US
2021-01-18,1 wk ahead cum death,2021-01-23,NA,point,420213.85461224307,US
2021-01-18,1 wk ahead inc death,2021-01-23,0.025,quantile,17927.563802300734,US
2021-01-18,1 wk ahead inc death,2021-01-23,0.975,quantile,33673.50198369377,US
2021-01-18,1 wk ahead inc death,2021-01-23,NA,point,24365.854612243267,US
2021-01-18,2 wk ahead cum death,2021-01-30,0.025,quantile,432480.80395278643,US
2021-01-18,2 wk ahead cum death,2021-01-30,0.975,quantile,470800.0632145461,US
2021-01-18,2 wk ahead cum death,2021-01-30,NA,point,447506.8734760938,US
2021-01-18,2 wk ahead inc death,2021-01-30,0.025,quantile,18705.24015048581,US
2021-01-18,2 wk ahead inc death,2021-01-30,0.975,quantile,41278.56123085223,US
2021-01-18,2 wk ahead inc death,2021-01-30,NA,point,27293.018863850433,US
2021-01-18,3 wk ahead cum death,2021-02-06,0.025,quantile,452178.76420891547,US
2021-01-18,3 wk ahead cum death,2021-02-06,0.975,quantile,522640.0044992781,US
2021-01-18,3 wk ahead cum death,2021-02-06,NA,point,478430.8961863079,US
2021-01-18,3 wk ahead inc death,2021-02-06,0.025,quantile,19697.960256128972,US
2021-01-18,3 wk ahead inc death,2021-02-06,0.975,quantile,51839.941284732085,US
2021-01-18,3 wk ahead inc death,2021-02-06,NA,point,30924.022710214234,US
2021-01-18,4 wk ahead cum death,2021-02-13,0.025,quantile,473110.65736916143,US
2021-01-18,4 wk ahead cum death,2021-02-13,0.975,quantile,589496.4479674352,US
2021-01-18,4 wk ahead cum death,2021-02-13,NA,point,513887.19148526766,US
2021-01-18,4 wk ahead inc death,2021-02-13,0.025,quantile,20931.893160245905,US
2021-01-18,4 wk ahead inc death,2021-02-13,0.975,quantile,66856.44346815723,US
2021-01-18,4 wk ahead inc death,2021-02-13,NA,point,35456.295298959725,US
2021-01-18,5 wk ahead cum death,2021-02-20,0.025,quantile,495541.0007061909,US
2021-01-18,5 wk ahead cum death,2021-02-20,0.975,quantile,678430.4643767239,US
2021-01-18,5 wk ahead cum death,2021-02-20,NA,point,555047.5234216767,US
2021-01-18,5 wk ahead inc death,2021-02-20,0.025,quantile,22430.343337029473,US
2021-01-18,5 wk ahead inc death,2021-02-20,0.975,quantile,88934.01640928835,US
2021-01-18,5 wk ahead inc death,2021-02-20,NA,point,41160.33193640915,US
2021-01-18,6 wk ahead cum death,2021-02-27,0.025,quantile,519762.1934078974,US
2021-01-18,6 wk ahead cum death,2021-02-27,0.975,quantile,801194.9216855925,US
2021-01-18,6 wk ahead cum death,2021-02-27,NA,point,603459.717693177,US
2021-01-18,6 wk ahead inc death,2021-02-27,0.025,quantile,24221.192701706444,US
2021-01-18,6 wk ahead inc death,2021-02-27,0.975,quantile,122764.45730886875,US
2021-01-18,6 wk ahead inc death,2021-02-27,NA,point,48412.19427150046,US
2021-01-18,7 wk ahead cum death,2021-03-06,0.025,quantile,546101.0833112479,US
2021-01-18,7 wk ahead cum death,2021-03-06,0.975,quantile,978323.4121563145,US
2021-01-18,7 wk ahead cum death,2021-03-06,NA,point,661202.6232163179,US
2021-01-18,7 wk ahead inc death,2021-03-06,0.025,quantile,26338.889903350584,US
2021-01-18,7 wk ahead inc death,2021-03-06,0.975,quantile,177128.49047072188,US
2021-01-18,7 wk ahead inc death,2021-03-06,NA,point,57742.905523140726,US
2021-01-18,8 wk ahead cum death,2021-03-13,0.025,quantile,574926.5891169818,US
2021-01-18,8 wk ahead cum death,2021-03-13,0.975,quantile,1247356.208982339,US
2021-01-18,8 wk ahead cum death,2021-03-13,NA,point,731116.9591806238,US
2021-01-18,8 wk ahead inc death,2021-03-13,0.025,quantile,28825.50580573378,US
2021-01-18,8 wk ahead inc death,2021-03-13,0.975,quantile,269032.7968260241,US
2021-01-18,8 wk ahead inc death,2021-03-13,NA,point,69914.3359643057,US
2021-01-18,1 wk ahead inc death,2021-01-23,0.025,quantile,379.9660101689982,01
2021-01-18,1 wk ahead inc death,2021-01-23,0.975,quantile,640.8380026437101,01
2021-01-18,1 wk ahead inc death,2021-01-23,NA,point,493.4430069683091,01
2021-01-18,2 wk ahead inc death,2021-01-30,0.025,quantile,420.6369846665894,01
2021-01-18,2 wk ahead inc death,2021-01-30,0.975,quantile,743.3610725134874,01
2021-01-18,2 wk ahead inc death,2021-01-30,NA,point,559.169950981369,01
2021-01-18,3 wk ahead inc death,2021-02-06,0.025,quantile,465.5093346871745,01
2021-01-18,3 wk ahead inc death,2021-02-06,0.975,quantile,862.567343297378,01
2021-01-18,3 wk ahead inc death,2021-02-06,NA,point,633.6517686237823,01
2021-01-18,4 wk ahead inc death,2021-02-13,0.025,quantile,515.036398127769,01
2021-01-18,4 wk ahead inc death,2021-02-13,0.975,quantile,1001.1462465589593,01
2021-01-18,4 wk ahead inc death,2021-02-13,NA,point,718.0546150152938,01
2021-01-18,5 wk ahead inc death,2021-02-20,0.025,quantile,569.7161345748465,01
2021-01-18,5 wk ahead inc death,2021-02-20,0.975,quantile,1162.2268202144164,01
2021-01-18,5 wk ahead inc death,2021-02-20,NA,point,813.6999779304493,01
2021-01-18,6 wk ahead inc death,2021-02-27,0.025,quantile,630.096583303514,01
2021-01-18,6 wk ahead inc death,2021-02-27,0.975,quantile,1349.4481366502632,01
2021-01-18,6 wk ahead inc death,2021-02-27,NA,point,922.0853682138253,01
2021-01-18,7 wk ahead inc death,2021-03-06,0.025,quantile,696.7816614104378,01
2021-01-18,7 wk ahead inc death,2021-03-06,0.975,quantile,1567.0414244656665,01
2021-01-18,7 wk ahead inc death,2021-03-06,NA,point,1044.907766172632,01
2021-01-18,8 wk ahead inc death,2021-03-13,0.025,quantile,770.4374113363579,01
2021-01-18,8 wk ahead inc death,2021-03-13,0.975,quantile,1819.9256982041088,01
2021-01-18,8 wk ahead inc death,2021-03-13,NA,point,1184.0901910447524,01
2021-01-18,1 wk ahead cum death,2021-01-23,0.025,quantile,6498.966010168998,01
2021-01-18,1 wk ahead cum death,2021-01-23,0.975,quantile,6759.83800264371,01
2021-01-18,1 wk ahead cum death,2021-01-23,NA,point,6612.443006968309,01
2021-01-18,2 wk ahead cum death,2021-01-30,0.025,quantile,6919.602994835588,01
2021-01-18,2 wk ahead cum death,2021-01-30,0.975,quantile,7503.1990751571975,01
2021-01-18,2 wk ahead cum death,2021-01-30,NA,point,7171.612957949678,01
2021-01-18,3 wk ahead cum death,2021-02-06,0.025,quantile,7385.112329522763,01
2021-01-18,3 wk ahead cum death,2021-02-06,0.975,quantile,8365.766418454576,01
2021-01-18,3 wk ahead cum death,2021-02-06,NA,point,7805.26472657346,01
2021-01-18,4 wk ahead cum death,2021-02-13,0.025,quantile,7900.148727650531,01
2021-01-18,4 wk ahead cum death,2021-02-13,0.975,quantile,9366.912665013535,01
2021-01-18,4 wk ahead cum death,2021-02-13,NA,point,8523.319341588754,01
2021-01-18,5 wk ahead cum death,2021-02-20,0.025,quantile,8469.864862225379,01
2021-01-18,5 wk ahead cum death,2021-02-20,0.975,quantile,10529.139485227952,01
2021-01-18,5 wk ahead cum death,2021-02-20,NA,point,9337.019319519204,01
2021-01-18,6 wk ahead cum death,2021-02-27,0.025,quantile,9099.961445528892,01
2021-01-18,6 wk ahead cum death,2021-02-27,0.975,quantile,11878.587621878214,01
2021-01-18,6 wk ahead cum death,2021-02-27,NA,point,10259.10468773303,01
2021-01-18,7 wk ahead cum death,2021-03-06,0.025,quantile,9796.74310693933,01
2021-01-18,7 wk ahead cum death,2021-03-06,0.975,quantile,13445.629046343882,01
2021-01-18,7 wk ahead cum death,2021-03-06,NA,point,11304.012453905661,01
2021-01-18,8 wk ahead cum death,2021-03-13,0.025,quantile,10567.180518275687,01
2021-01-18,8 wk ahead cum death,2021-03-13,0.975,quantile,15265.55474454799,01
2021-01-18,8 wk ahead cum death,2021-03-13,NA,point,12488.102644950413,01
2021-01-18,1 wk ahead inc death,2021-01-23,0.025,quantile,2.8085545150149267,02
2021-01-18,1 wk ahead inc death,2021-01-23,0.975,quantile,9.878222235261477,02
2021-01-18,1 wk ahead inc death,2021-01-23,NA,point,5.263868861678602,02
2021-01-18,2 wk ahead inc death,2021-01-30,0.025,quantile,1.908948069216833,02
2021-01-18,2 wk ahead inc death,2021-01-30,0.975,quantile,8.6678586559691,02
2021-01-18,2 wk ahead inc death,2021-01-30,NA,point,4.064933740726909,02
2021-01-18,3 wk ahead inc death,2021-02-06,0.025,quantile,1.292117395144212,02
2021-01-18,3 wk ahead inc death,2021-02-06,0.975,quantile,7.6371245865429245,02
2021-01-18,3 wk ahead inc death,2021-02-06,NA,point,3.139076362026011,02
2021-01-18,4 wk ahead inc death,2021-02-13,0.025,quantile,0.872384119800053,02
2021-01-18,4 wk ahead inc death,2021-02-13,0.975,quantile,6.74589761193996,02
2021-01-18,4 wk ahead inc death,2021-02-13,NA,point,2.424098653295233,02
2021-01-18,5 wk ahead inc death,2021-02-20,0.025,quantile,0.5880263921161437,02
2021-01-18,5 wk ahead inc death,2021-02-20,0.975,quantile,5.9684323489566316,02
2021-01-18,5 wk ahead inc death,2021-02-20,NA,point,1.8719692046978855,02
2021-01-18,6 wk ahead inc death,2021-02-27,0.025,quantile,0.39590945657241294,02
2021-01-18,6 wk ahead inc death,2021-02-27,0.975,quantile,5.286485731150216,02
2021-01-18,6 wk ahead inc death,2021-02-27,NA,point,1.4455965719768282,02
2021-01-18,7 wk ahead inc death,2021-03-06,0.025,quantile,0.26634593950062047,02
2021-01-18,7 wk ahead inc death,2021-03-06,0.975,quantile,4.686194077739062,02
2021-01-18,7 wk ahead inc death,2021-03-06,NA,point,1.1163375143494507,02
2021-01-18,8 wk ahead inc death,2021-03-13,0.025,quantile,0.17907689832809084,02
2021-01-18,8 wk ahead inc death,2021-03-13,0.975,quantile,4.15650740323029,02
2021-01-18,8 wk ahead inc death,2021-03-13,NA,point,0.8620727733462601,02
2021-01-18,1 wk ahead cum death,2021-01-23,0.025,quantile,231.80855451501492,02
2021-01-18,1 wk ahead cum death,2021-01-23,0.975,quantile,238.8782222352615,02
2021-01-18,1 wk ahead cum death,2021-01-23,NA,point,234.2638688616786,02
2021-01-18,2 wk ahead cum death,2021-01-30,0.025,quantile,233.71750258423177,02
2021-01-18,2 wk ahead cum death,2021-01-30,0.975,quantile,247.5460808912306,02
2021-01-18,2 wk ahead cum death,2021-01-30,NA,point,238.32880260240552,02
2021-01-18,3 wk ahead cum death,2021-02-06,0.025,quantile,235.00961997937597,02
2021-01-18,3 wk ahead cum death,2021-02-06,0.975,quantile,255.1832054777735,02
2021-01-18,3 wk ahead cum death,2021-02-06,NA,point,241.46787896443152,02
2021-01-18,4 wk ahead cum death,2021-02-13,0.025,quantile,235.88200409917602,02
2021-01-18,4 wk ahead cum death,2021-02-13,0.975,quantile,261.92910308971346,02
2021-01-18,4 wk ahead cum death,2021-02-13,NA,point,243.89197761772675,02
2021-01-18,5 wk ahead cum death,2021-02-20,0.025,quantile,236.47003049129216,02
2021-01-18,5 wk ahead cum death,2021-02-20,0.975,quantile,267.8975354386701,02
2021-01-18,5 wk ahead cum death,2021-02-20,NA,point,245.76394682242463,02
2021-01-18,6 wk ahead cum death,2021-02-27,0.025,quantile,236.86593994786458,02
2021-01-18,6 wk ahead cum death,2021-02-27,0.975,quantile,273.1840211698203,02
2021-01-18,6 wk ahead cum death,2021-02-27,NA,point,247.20954339440146,02
2021-01-18,7 wk ahead cum death,2021-03-06,0.025,quantile,237.1322858873652,02
2021-01-18,7 wk ahead cum death,2021-03-06,0.975,quantile,277.8702152475594,02
2021-01-18,7 wk ahead cum death,2021-03-06,NA,point,248.32588090875092,02
2021-01-18,8 wk ahead cum death,2021-03-13,0.025,quantile,237.3113627856933,02
2021-01-18,8 wk ahead cum death,2021-03-13,0.975,quantile,282.0267226507897,02
2021-01-18,8 wk ahead cum death,2021-03-13,NA,point,249.18795368209717,02
2021-01-18,1 wk ahead inc death,2021-01-23,0.025,quantile,786.859881068053,04
