forecast_date,target,target_end_date,quantile,type,value,location
2021-08-15,1 wk ahead cum death,2021-08-21,0.01,quantile,621577.2875098372,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.025,quantile,621912.5485081178,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.05,quantile,622724.1163365768,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.1,quantile,623659.8020668293,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.15,quantile,624291.1047868535,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.2,quantile,624792.8441760244,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.25,quantile,625223.2918962113,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.3,quantile,625609.8472524852,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.35,quantile,625968.0483983372,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.4,quantile,626307.946257184,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.45,quantile,626636.8013692247,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.5,quantile,626960.442607706,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.55,quantile,627576.1013535806,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.6,quantile,628201.6783869736,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.65,quantile,628848.2619017471,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.7,quantile,629529.6635341855,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.75,quantile,630265.0030322389,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.8,quantile,631083.8384341114,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.85,quantile,632038.2911007188,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.9,quantile,633239.2104974564,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.95,quantile,635019.1539494175,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.975,quantile,636562.9894439448,US
2021-08-15,1 wk ahead cum death,2021-08-21,0.99,quantile,638358.0318461142,US
2021-08-15,1 wk ahead cum death,2021-08-21,NA,point,626960.442607706,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.01,quantile,354.2875098371775,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.025,quantile,689.5485081177299,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.05,quantile,1501.1163365765158,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.1,quantile,2436.8020668295794,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.15,quantile,3068.104786853349,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.2,quantile,3569.8441760247597,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.25,quantile,4000.2918962114954,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.3,quantile,4386.847252485249,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.35,quantile,4745.04839833712,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.4,quantile,5084.946257184118,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.45,quantile,5413.801369224461,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.5,quantile,5737.44260770616,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.55,quantile,6353.101353580432,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.6,quantile,6978.678386973702,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.65,quantile,7625.26190174704,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.7,quantile,8306.663534185675,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.75,quantile,9042.003032238992,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.8,quantile,9860.838434111276,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.85,quantile,10815.291100718723,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.9,quantile,12016.210497456328,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.95,quantile,13796.15394941736,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.975,quantile,15339.989443944736,US
2021-08-15,1 wk ahead inc death,2021-08-21,0.99,quantile,17135.031846114278,US
2021-08-15,1 wk ahead inc death,2021-08-21,NA,point,5737.44260770616,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.01,quantile,621818.8085085427,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.025,quantile,622441.5808532728,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.05,quantile,624413.6844791485,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.1,quantile,626687.393658598,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.15,quantile,628221.4544475138,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.2,quantile,629440.6773318275,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.25,quantile,630486.6620049046,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.3,quantile,631425.9885688432,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.35,quantile,632296.4146179741,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.4,quantile,633122.3638194508,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.45,quantile,633921.4792305116,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.5,quantile,634707.9249686389,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.55,quantile,636473.3022332,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.6,quantile,638267.1197975319,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.65,quantile,640121.1726218768,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.7,quantile,642075.0650306228,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.75,quantile,644183.6221497998,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.8,quantile,646531.6004926239,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.85,quantile,649268.456013673,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.9,quantile,652712.0451996922,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.95,quantile,657815.9631142081,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.975,quantile,662242.8507374647,US
2021-08-15,2 wk ahead cum death,2021-08-28,0.99,quantile,667390.0642984658,US
2021-08-15,2 wk ahead cum death,2021-08-28,NA,point,634707.9249686389,US
