forecast_date,target,target_end_date,quantile,type,value,location
2021-01-11,1 wk ahead cum death,2021-01-16,0.025,quantile,388090.12471952743,US
2021-01-11,1 wk ahead cum death,2021-01-16,0.975,quantile,402612.23154007975,US
2021-01-11,1 wk ahead cum death,2021-01-16,NA,point,393964.4134877373,US
2021-01-11,1 wk ahead inc death,2021-01-16,0.025,quantile,15585.124719527475,US
2021-01-11,1 wk ahead inc death,2021-01-16,0.975,quantile,30107.231540079796,US
2021-01-11,1 wk ahead inc death,2021-01-16,NA,point,21459.41348773729,US
2021-01-11,2 wk ahead cum death,2021-01-23,0.025,quantile,403963.64820984495,US
2021-01-11,2 wk ahead cum death,2021-01-23,0.975,quantile,438751.0010531629,US
2021-01-11,2 wk ahead cum death,2021-01-23,NA,point,417518.8191599289,US
2021-01-11,2 wk ahead inc death,2021-01-23,0.025,quantile,15873.523490317442,US
2021-01-11,2 wk ahead inc death,2021-01-23,0.975,quantile,36138.76951308303,US
2021-01-11,2 wk ahead inc death,2021-01-23,NA,point,23554.405672191548,US
2021-01-11,3 wk ahead cum death,2021-01-30,0.025,quantile,420264.7171196062,US
2021-01-11,3 wk ahead cum death,2021-01-30,0.975,quantile,482810.83766657184,US
2021-01-11,3 wk ahead cum death,2021-01-30,NA,point,443609.1754587236,US
2021-01-11,3 wk ahead inc death,2021-01-30,0.025,quantile,16301.068909761152,US
2021-01-11,3 wk ahead inc death,2021-01-30,0.975,quantile,44059.83661340895,US
2021-01-11,3 wk ahead inc death,2021-01-30,NA,point,26090.35629879487,US
2021-01-11,4 wk ahead cum death,2021-02-06,0.025,quantile,437153.3731296126,US
2021-01-11,4 wk ahead cum death,2021-02-06,0.975,quantile,537316.5486028312,US
2021-01-11,4 wk ahead cum death,2021-02-06,NA,point,472773.9326027848,US
2021-01-11,4 wk ahead inc death,2021-02-06,0.025,quantile,16888.65601000653,US
2021-01-11,4 wk ahead inc death,2021-02-06,0.975,quantile,54505.71093625931,US
2021-01-11,4 wk ahead inc death,2021-02-06,NA,point,29164.757144060997,US
2021-01-11,5 wk ahead cum death,2021-02-13,0.025,quantile,454802.0970484713,US
2021-01-11,5 wk ahead cum death,2021-02-13,0.975,quantile,605703.6579590925,US
2021-01-11,5 wk ahead cum death,2021-02-13,NA,point,505674.3704790858,US
2021-01-11,5 wk ahead inc death,2021-02-13,0.025,quantile,17648.723918858537,US
2021-01-11,5 wk ahead inc death,2021-02-13,0.975,quantile,68387.10935626131,US
2021-01-11,5 wk ahead inc death,2021-02-13,NA,point,32900.43787630123,US
2021-01-11,6 wk ahead cum death,2021-02-20,0.025,quantile,473395.0495141846,US
2021-01-11,6 wk ahead cum death,2021-02-20,0.975,quantile,692698.1154045786,US
2021-01-11,6 wk ahead cum death,2021-02-20,NA,point,543126.5706983111,US
2021-01-11,6 wk ahead inc death,2021-02-20,0.025,quantile,18592.952465713355,US
2021-01-11,6 wk ahead inc death,2021-02-20,0.975,quantile,86994.45744548584,US
2021-01-11,6 wk ahead inc death,2021-02-20,NA,point,37452.20021922516,US
2021-01-11,7 wk ahead cum death,2021-02-27,0.025,quantile,493129.883821068,US
2021-01-11,7 wk ahead cum death,2021-02-27,0.975,quantile,804856.8743510905,US
2021-01-11,7 wk ahead cum death,2021-02-27,NA,point,586141.8458547352,US
2021-01-11,7 wk ahead inc death,2021-02-27,0.025,quantile,19734.834306883542,US
2021-01-11,7 wk ahead inc death,2021-02-27,0.975,quantile,112158.75894651242,US
2021-01-11,7 wk ahead inc death,2021-02-27,NA,point,43015.27515642426,US
2021-01-11,8 wk ahead cum death,2021-03-06,0.025,quantile,514220.64002689434,US
2021-01-11,8 wk ahead cum death,2021-03-06,0.975,quantile,951347.1587974508,US
2021-01-11,8 wk ahead cum death,2021-03-06,NA,point,635977.9500840103,US
2021-01-11,8 wk ahead inc death,2021-03-06,0.025,quantile,21090.756205826103,US
2021-01-11,8 wk ahead inc death,2021-03-06,0.975,quantile,146490.28444636022,US
2021-01-11,8 wk ahead inc death,2021-03-06,NA,point,49836.10422927462,US
