forecast_date,target,target_end_date,quantile,type,value,location
2021-05-24,1 wk ahead cum death,2021-05-29,0.025,quantile,591099.1878404993,US
2021-05-24,1 wk ahead cum death,2021-05-29,0.25,quantile,592611.3969572295,US
2021-05-24,1 wk ahead cum death,2021-05-29,0.75,quantile,594510.6059040326,US
2021-05-24,1 wk ahead cum death,2021-05-29,0.975,quantile,596617.9851056574,US
2021-05-24,1 wk ahead cum death,2021-05-29,NA,point,593404.8576580965,US
2021-05-24,1 wk ahead inc death,2021-05-29,0.025,quantile,1399.1878404993736,US
2021-05-24,1 wk ahead inc death,2021-05-29,0.25,quantile,2911.3969572295173,US
2021-05-24,1 wk ahead inc death,2021-05-29,0.75,quantile,4810.605904032818,US
2021-05-24,1 wk ahead inc death,2021-05-29,0.975,quantile,6917.98510565764,US
2021-05-24,1 wk ahead inc death,2021-05-29,NA,point,3704.85765809637,US
2021-05-24,2 wk ahead cum death,2021-06-05,0.025,quantile,592153.2762376689,US
2021-05-24,2 wk ahead cum death,2021-06-05,0.25,quantile,595295.8557060678,US
2021-05-24,2 wk ahead cum death,2021-06-05,0.75,quantile,599324.2204327534,US
2021-05-24,2 wk ahead cum death,2021-06-05,0.975,quantile,603859.0594660563,US
2021-05-24,2 wk ahead cum death,2021-06-05,NA,point,596944.7766654372,US
2021-05-24,2 wk ahead inc death,2021-06-05,0.025,quantile,1054.0883971698784,US
2021-05-24,2 wk ahead inc death,2021-06-05,0.25,quantile,2684.458748838388,US
2021-05-24,2 wk ahead inc death,2021-06-05,0.75,quantile,4813.614528720774,US
2021-05-24,2 wk ahead inc death,2021-06-05,0.975,quantile,7241.074360398806,US
2021-05-24,2 wk ahead inc death,2021-06-05,NA,point,3539.9190073406426,US
2021-05-24,3 wk ahead cum death,2021-06-12,0.025,quantile,592944.8110695377,US
2021-05-24,3 wk ahead cum death,2021-06-12,0.25,quantile,597798.3487970837,US
2021-05-24,3 wk ahead cum death,2021-06-12,0.75,quantile,604179.5352500611,US
2021-05-24,3 wk ahead cum death,2021-06-12,0.975,quantile,611487.5177077041,US
2021-05-24,3 wk ahead cum death,2021-06-12,NA,point,600345.0147339414,US
2021-05-24,3 wk ahead inc death,2021-06-12,0.025,quantile,791.534831868368,US
2021-05-24,3 wk ahead inc death,2021-06-12,0.25,quantile,2502.4930910158505,US
2021-05-24,3 wk ahead inc death,2021-06-12,0.75,quantile,4855.314817307277,US
2021-05-24,3 wk ahead inc death,2021-06-12,0.975,quantile,7628.458241647816,US
2021-05-24,3 wk ahead inc death,2021-06-12,NA,point,3400.2380685045405,US
2021-05-24,4 wk ahead cum death,2021-06-19,0.025,quantile,593542.7454105866,US
2021-05-24,4 wk ahead cum death,2021-06-19,0.25,quantile,600157.8784592059,US
2021-05-24,4 wk ahead cum death,2021-06-19,0.75,quantile,609114.3875190369,US
2021-05-24,4 wk ahead cum death,2021-06-19,0.975,quantile,619568.9274101816,US
2021-05-24,4 wk ahead cum death,2021-06-19,NA,point,603628.8587932182,US
2021-05-24,4 wk ahead inc death,2021-06-19,0.025,quantile,597.9343410489864,US
2021-05-24,4 wk ahead inc death,2021-06-19,0.25,quantile,2359.5296621219914,US
2021-05-24,4 wk ahead inc death,2021-06-19,0.75,quantile,4934.852268976102,US
2021-05-24,4 wk ahead inc death,2021-06-19,0.975,quantile,8081.409702477294,US
2021-05-24,4 wk ahead inc death,2021-06-19,NA,point,3283.8440592767533,US
2021-05-24,5 wk ahead cum death,2021-06-26,0.025,quantile,593994.0059697761,US
2021-05-24,5 wk ahead cum death,2021-06-26,0.25,quantile,602404.4641197462,US
2021-05-24,5 wk ahead cum death,2021-06-26,0.75,quantile,614166.2862264238,US
2021-05-24,5 wk ahead cum death,2021-06-26,0.975,quantile,628171.9787435815,US
2021-05-24,5 wk ahead cum death,2021-06-26,NA,point,606817.4569687224,US
2021-05-24,5 wk ahead inc death,2021-06-26,0.025,quantile,451.26055918951033,US
2021-05-24,5 wk ahead inc death,2021-06-26,0.25,quantile,2246.5856605405393,US
2021-05-24,5 wk ahead inc death,2021-06-26,0.75,quantile,5051.8987073869575,US
2021-05-24,5 wk ahead inc death,2021-06-26,0.975,quantile,8603.051333399806,US
2021-05-24,5 wk ahead inc death,2021-06-26,NA,point,3188.5981755041366,US
2021-05-24,6 wk ahead cum death,2021-07-03,0.025,quantile,594335.9398332909,US
2021-05-24,6 wk ahead cum death,2021-07-03,0.25,quantile,604563.1765205936,US
2021-05-24,6 wk ahead cum death,2021-07-03,0.75,quantile,619372.1786629652,US
2021-05-24,6 wk ahead cum death,2021-07-03,0.975,quantile,637368.5301444334,US
2021-05-24,6 wk ahead cum death,2021-07-03,NA,point,609929.43856733,US
2021-05-24,6 wk ahead inc death,2021-07-03,0.025,quantile,341.93386351486384,US
2021-05-24,6 wk ahead inc death,2021-07-03,0.25,quantile,2158.712400847229,US
2021-05-24,6 wk ahead inc death,2021-07-03,0.75,quantile,5205.892436541049,US
2021-05-24,6 wk ahead inc death,2021-07-03,0.975,quantile,9196.551400851902,US
2021-05-24,6 wk ahead inc death,2021-07-03,NA,point,3111.98159860782,US
2021-05-24,7 wk ahead cum death,2021-07-10,0.025,quantile,594588.8304986904,US
2021-05-24,7 wk ahead cum death,2021-07-10,0.25,quantile,606651.1584235426,US
2021-05-24,7 wk ahead cum death,2021-07-10,0.75,quantile,624767.488881563,US
2021-05-24,7 wk ahead cum death,2021-07-10,0.975,quantile,647231.9876166636,US
2021-05-24,7 wk ahead cum death,2021-07-10,NA,point,612980.2983972749,US
2021-05-24,7 wk ahead inc death,2021-07-10,0.025,quantile,252.89066539943803,US
2021-05-24,7 wk ahead inc death,2021-07-10,0.25,quantile,2087.9819029491896,US
2021-05-24,7 wk ahead inc death,2021-07-10,0.75,quantile,5395.310218598097,US
2021-05-24,7 wk ahead inc death,2021-07-10,0.975,quantile,9863.457472230124,US
2021-05-24,7 wk ahead inc death,2021-07-10,NA,point,3050.8598299447117,US
2021-05-24,8 wk ahead cum death,2021-07-17,0.025,quantile,594789.2896186291,US
2021-05-24,8 wk ahead cum death,2021-07-17,0.25,quantile,608688.5628376628,US
2021-05-24,8 wk ahead cum death,2021-07-17,0.75,quantile,630384.3834773127,US
2021-05-24,8 wk ahead cum death,2021-07-17,0.975,quantile,657833.8723713591,US
2021-05-24,8 wk ahead cum death,2021-07-17,NA,point,615981.5535675172,US
2021-05-24,8 wk ahead inc death,2021-07-17,0.025,quantile,200.45911993894606,US
