forecast_date,target,target_end_date,quantile,type,value,location
2021-07-19,1 wk ahead cum death,2021-07-24,0.01,quantile,609309.0913057222,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.025,quantile,609476.9557330934,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.05,quantile,609703.9160215495,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.1,quantile,609965.5866987201,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.15,quantile,610142.1346623225,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.2,quantile,610282.4493871094,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.25,quantile,610402.8269271165,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.3,quantile,610510.9296784676,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.35,quantile,610611.1029881245,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.4,quantile,610706.1576630198,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.45,quantile,610798.1241610398,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.5,quantile,610888.6325649787,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.55,quantile,611038.2921657547,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.6,quantile,611190.3627888062,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.65,quantile,611347.5398472619,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.7,quantile,611513.1807919608,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.75,quantile,611691.9334149861,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.8,quantile,611890.9829374147,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.85,quantile,612122.9994660537,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.9,quantile,612414.9292383249,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.95,quantile,612847.6131370094,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.975,quantile,613222.9018912467,US
2021-07-19,1 wk ahead cum death,2021-07-24,0.99,quantile,613659.2561720633,US
2021-07-19,1 wk ahead cum death,2021-07-24,NA,point,610888.6325649787,US
2021-07-19,1 wk ahead inc death,2021-07-24,0.01,quantile,428.09130572235983,US
2021-07-19,1 wk ahead inc death,2021-07-24,0.025,quantile,595.955733093353,US
