forecast_date,target,target_end_date,quantile,type,value,location
2021-11-15,1 wk ahead cum death,2021-11-20,0.01,quantile,764724.8481747666,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.025,quantile,765538.1220538066,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.05,quantile,766351.365844921,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.1,quantile,767288.9838527805,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.15,quantile,767921.5902713324,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.2,quantile,768424.365798766,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.25,quantile,768855.7024333219,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.3,quantile,769243.0560621719,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.35,quantile,769601.9969265324,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.4,quantile,769942.5967059069,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.45,quantile,770272.1309341809,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.5,quantile,770596.4405217648,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.55,quantile,771084.1812430888,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.6,quantile,771579.779487336,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.65,quantile,772092.0196073785,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.7,quantile,772631.8435373462,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.75,quantile,773214.3984341978,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.8,quantile,773863.1009373805,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.85,quantile,774619.2429319518,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.9,quantile,775570.6422205053,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.95,quantile,776980.7592845333,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.975,quantile,778203.8255412095,US
2021-11-15,1 wk ahead cum death,2021-11-20,0.99,quantile,779625.9043826265,US
2021-11-15,1 wk ahead cum death,2021-11-20,NA,point,770596.4405217648,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.01,quantile,1755.8481747667774,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.025,quantile,2569.122053806471,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.05,quantile,3382.3658449209734,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.1,quantile,4319.983852780911,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.15,quantile,4952.590271332536,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.2,quantile,5455.365798765793,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.25,quantile,5886.702433321697,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.3,quantile,6274.056062172019,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.35,quantile,6632.996926532471,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.4,quantile,6973.596705906889,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.45,quantile,7303.130934180768,US
2021-11-15,1 wk ahead inc death,2021-11-20,0.5,quantile,7627.44052176469,US
