forecast_date,target,target_end_date,quantile,type,value,location
2021-02-01,1 wk ahead cum death,2021-02-06,0.025,quantile,455783.27157925477,US
2021-02-01,1 wk ahead cum death,2021-02-06,0.25,quantile,460008.1400924214,US
2021-02-01,1 wk ahead cum death,2021-02-06,0.75,quantile,465822.0811759789,US
2021-02-01,1 wk ahead cum death,2021-02-06,0.975,quantile,472677.6539513124,US
2021-02-01,1 wk ahead cum death,2021-02-06,NA,point,462224.94138957036,US
2021-02-01,1 wk ahead inc death,2021-02-06,0.025,quantile,16256.271579254817,US
2021-02-01,1 wk ahead inc death,2021-02-06,0.25,quantile,20481.14009242148,US
2021-02-01,1 wk ahead inc death,2021-02-06,0.75,quantile,26295.081175978856,US
2021-02-01,1 wk ahead inc death,2021-02-06,0.975,quantile,33150.653951312364,US
2021-02-01,1 wk ahead inc death,2021-02-06,NA,point,22697.94138957022,US
2021-02-01,2 wk ahead cum death,2021-02-13,0.025,quantile,471095.00380784896,US
2021-02-01,2 wk ahead cum death,2021-02-13,0.25,quantile,480529.08863656776,US
2021-02-01,2 wk ahead cum death,2021-02-13,0.75,quantile,494733.8707203802,US
2021-02-01,2 wk ahead cum death,2021-02-13,0.975,quantile,512371.82732337795,US
2021-02-01,2 wk ahead cum death,2021-02-13,NA,point,485479.1815023076,US
2021-02-01,2 wk ahead inc death,2021-02-13,0.025,quantile,15311.73222859416,US
2021-02-01,2 wk ahead inc death,2021-02-13,0.25,quantile,20520.948544146304,US
2021-02-01,2 wk ahead inc death,2021-02-13,0.75,quantile,28911.789544401418,US
2021-02-01,2 wk ahead inc death,2021-02-13,0.975,quantile,39694.17337206555,US
2021-02-01,2 wk ahead inc death,2021-02-13,NA,point,23254.240112737374,US
2021-02-01,3 wk ahead cum death,2021-02-20,0.025,quantile,485797.6723330435,US
2021-02-01,3 wk ahead cum death,2021-02-20,0.25,quantile,501317.8172886312,US
2021-02-01,3 wk ahead cum death,2021-02-20,0.75,quantile,527426.4790563947,US
2021-02-01,3 wk ahead cum death,2021-02-20,0.975,quantile,561665.2652081719,US
2021-02-01,3 wk ahead cum death,2021-02-20,NA,point,509461.2843248862,US
2021-02-01,3 wk ahead inc death,2021-02-20,0.025,quantile,14702.668525194593,US
2021-02-01,3 wk ahead inc death,2021-02-20,0.25,quantile,20788.728652063597,US
2021-02-01,3 wk ahead inc death,2021-02-20,0.75,quantile,32692.60833601442,US
2021-02-01,3 wk ahead inc death,2021-02-20,0.975,quantile,49293.43788479407,US
2021-02-01,3 wk ahead inc death,2021-02-20,NA,point,23982.102822578567,US
2021-02-01,4 wk ahead cum death,2021-02-27,0.025,quantile,500175.49849473964,US
2021-02-01,4 wk ahead cum death,2021-02-27,0.25,quantile,522591.9624019514,US
2021-02-01,4 wk ahead cum death,2021-02-27,0.75,quantile,565647.2611648487,US
2021-02-01,4 wk ahead cum death,2021-02-27,0.975,quantile,625287.3064731059,US
2021-02-01,4 wk ahead cum death,2021-02-27,NA,point,534353.9488666493,US
2021-02-01,4 wk ahead inc death,2021-02-27,0.025,quantile,14377.826161696108,US
2021-02-01,4 wk ahead inc death,2021-02-27,0.25,quantile,21274.145113320028,US
2021-02-01,4 wk ahead inc death,2021-02-27,0.75,quantile,38220.78210845405,US
2021-02-01,4 wk ahead inc death,2021-02-27,0.975,quantile,63622.041264933956,US
2021-02-01,4 wk ahead inc death,2021-02-27,NA,point,24892.66454176318,US
2021-02-01,5 wk ahead cum death,2021-03-06,0.025,quantile,514463.19453575386,US
2021-02-01,5 wk ahead cum death,2021-03-06,0.25,quantile,544562.0290841772,US
2021-02-01,5 wk ahead cum death,2021-03-06,0.75,quantile,612150.5809830466,US
2021-02-01,5 wk ahead cum death,2021-03-06,0.975,quantile,710864.7100210943,US
2021-02-01,5 wk ahead cum death,2021-03-06,NA,point,560354.9786781516,US
2021-02-01,5 wk ahead inc death,2021-03-06,0.025,quantile,14287.696041014298,US
2021-02-01,5 wk ahead inc death,2021-03-06,0.25,quantile,21970.06668222599,US
2021-02-01,5 wk ahead inc death,2021-03-06,0.75,quantile,46503.31981819768,US
2021-02-01,5 wk ahead inc death,2021-03-06,0.975,quantile,85577.40354798862,US
2021-02-01,5 wk ahead inc death,2021-03-06,NA,point,26001.02981150234,US
