forecast_date,target,target_end_date,quantile,type,value,location
2021-03-22,1 wk ahead cum death,2021-03-27,0.025,quantile,548085.1950415891,US
2021-03-22,1 wk ahead cum death,2021-03-27,0.25,quantile,549332.5662496019,US
2021-03-22,1 wk ahead cum death,2021-03-27,0.75,quantile,550945.1188281843,US
2021-03-22,1 wk ahead cum death,2021-03-27,0.975,quantile,552771.0147748964,US
2021-03-22,1 wk ahead cum death,2021-03-27,NA,point,549987.0656981246,US
2021-03-22,1 wk ahead inc death,2021-03-27,0.025,quantile,6161.19504158925,US
2021-03-22,1 wk ahead inc death,2021-03-27,0.25,quantile,7408.566249601989,US
2021-03-22,1 wk ahead inc death,2021-03-27,0.75,quantile,9021.118828184439,US
2021-03-22,1 wk ahead inc death,2021-03-27,0.975,quantile,10847.014774896568,US
2021-03-22,1 wk ahead inc death,2021-03-27,NA,point,8063.065698124717,US
2021-03-22,2 wk ahead cum death,2021-04-03,0.025,quantile,553319.5460944587,US
2021-03-22,2 wk ahead cum death,2021-04-03,0.25,quantile,555847.9334182194,US
2021-03-22,2 wk ahead cum death,2021-04-03,0.75,quantile,559290.7693047181,US
2021-03-22,2 wk ahead cum death,2021-04-03,0.975,quantile,563323.8762166284,US
2021-03-22,2 wk ahead cum death,2021-04-03,NA,point,557174.5859001937,US
2021-03-22,2 wk ahead inc death,2021-04-03,0.025,quantile,5234.351052869362,US
2021-03-22,2 wk ahead inc death,2021-04-03,0.25,quantile,6515.367168617463,US
2021-03-22,2 wk ahead inc death,2021-04-03,0.75,quantile,8345.65047653383,US
2021-03-22,2 wk ahead inc death,2021-04-03,0.975,quantile,10552.861441731711,US
2021-03-22,2 wk ahead inc death,2021-04-03,NA,point,7187.520202068995,US
2021-03-22,3 wk ahead cum death,2021-04-10,0.025,quantile,557797.0002705002,US
2021-03-22,3 wk ahead cum death,2021-04-10,0.25,quantile,561622.7327031357,US
2021-03-22,3 wk ahead cum death,2021-04-10,0.75,quantile,567200.0435082138,US
2021-03-22,3 wk ahead cum death,2021-04-10,0.975,quantile,574003.77292172,US
2021-03-22,3 wk ahead cum death,2021-04-10,NA,point,563630.1060906808,US
2021-03-22,3 wk ahead inc death,2021-04-10,0.025,quantile,4477.4541760417105,US
2021-03-22,3 wk ahead inc death,2021-04-10,0.25,quantile,5774.799284916017,US
2021-03-22,3 wk ahead inc death,2021-04-10,0.75,quantile,7909.274203495407,US
2021-03-22,3 wk ahead inc death,2021-04-10,0.975,quantile,10679.896705091605,US
2021-03-22,3 wk ahead inc death,2021-04-10,NA,point,6455.52019048723,US
2021-03-22,4 wk ahead cum death,2021-04-17,0.025,quantile,561647.634290241,US
2021-03-22,4 wk ahead cum death,2021-04-17,0.25,quantile,566779.249351027,US
2021-03-22,4 wk ahead cum death,2021-04-17,0.75,quantile,574952.387431907,US
2021-03-22,4 wk ahead cum death,2021-04-17,0.975,quantile,585397.4655894464,US
2021-03-22,4 wk ahead cum death,2021-04-17,NA,point,569471.8233063502,US
2021-03-22,4 wk ahead inc death,2021-04-17,0.025,quantile,3850.634019740545,US
2021-03-22,4 wk ahead inc death,2021-04-17,0.25,quantile,5156.516647891506,US
2021-03-22,4 wk ahead inc death,2021-04-17,0.75,quantile,7752.34392369315,US
2021-03-22,4 wk ahead inc death,2021-04-17,0.975,quantile,11393.69266772671,US
2021-03-22,4 wk ahead inc death,2021-04-17,NA,point,5841.717215669471,US
2021-03-22,5 wk ahead cum death,2021-04-24,0.025,quantile,564973.2903722947,US
2021-03-22,5 wk ahead cum death,2021-04-24,0.25,quantile,571417.7510515394,US
2021-03-22,5 wk ahead cum death,2021-04-24,0.75,quantile,582912.1969322826,US
2021-03-22,5 wk ahead cum death,2021-04-24,0.975,quantile,598374.3106222926,US
2021-03-22,5 wk ahead cum death,2021-04-24,NA,point,574799.1790767316,US
2021-03-22,5 wk ahead inc death,2021-04-24,0.025,quantile,3325.656082053988,US
2021-03-22,5 wk ahead inc death,2021-04-24,0.25,quantile,4638.501700512496,US
2021-03-22,5 wk ahead inc death,2021-04-24,0.75,quantile,7959.809500375615,US
2021-03-22,5 wk ahead inc death,2021-04-24,0.975,quantile,12976.845032846026,US
2021-03-22,5 wk ahead inc death,2021-04-24,NA,point,5327.355770381166,US
2021-03-22,6 wk ahead cum death,2021-05-01,0.025,quantile,567855.4384011743,US
2021-03-22,6 wk ahead cum death,2021-05-01,0.25,quantile,575622.3628159313,US
2021-03-22,6 wk ahead cum death,2021-05-01,0.75,quantile,591594.7652946676,US
2021-03-22,6 wk ahead cum death,2021-05-01,0.975,quantile,614268.683908481,US
2021-03-22,6 wk ahead cum death,2021-05-01,NA,point,579697.6915661239,US
2021-03-22,6 wk ahead inc death,2021-05-01,0.025,quantile,2882.1480288792836,US
