forecast_date,target,target_end_date,quantile,type,value,location
2021-10-20,1 wk ahead cum death,2021-10-30,0.01,quantile,725583.1988521355,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.025,quantile,726410.174574523,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.05,quantile,727878.9544049905,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.1,quantile,729572.3634831475,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.15,quantile,730714.8985487024,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.2,quantile,731622.9491997069,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.25,quantile,732401.9758039056,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.3,quantile,733101.5657713055,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.35,quantile,733749.8401358484,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.4,quantile,734364.9891129116,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.45,quantile,734960.1528672808,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.5,quantile,735545.8805251801,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.55,quantile,736629.7198258715,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.6,quantile,737731.0198219245,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.65,quantile,738869.3007757593,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.7,quantile,740068.8774466688,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.75,quantile,741363.4092837971,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.8,quantile,742804.9318728837,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.85,quantile,744485.2025060084,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.9,quantile,746599.3666397413,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.95,quantile,749732.8763627355,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.975,quantile,752450.7287346604,US
2021-10-20,1 wk ahead cum death,2021-10-30,0.99,quantile,755610.8194747271,US
2021-10-20,1 wk ahead cum death,2021-10-30,NA,point,735545.8805251801,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.01,quantile,1433.1988521357105,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.025,quantile,2260.1745745228427,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.05,quantile,3728.9544049906735,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.1,quantile,5422.363483147657,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.15,quantile,6564.898548702545,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.2,quantile,7472.949199706925,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.25,quantile,8251.975803905596,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.3,quantile,8951.56577130538,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.35,quantile,9599.840135848415,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.4,quantile,10214.98911291143,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.45,quantile,10810.152867281007,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.5,quantile,11395.880525180255,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.55,quantile,12479.719825871485,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.6,quantile,13581.019821924674,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.65,quantile,14719.300775759342,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.7,quantile,15918.877446668792,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.75,quantile,17213.40928379711,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.8,quantile,18654.931872883695,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.85,quantile,20335.202506008034,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.9,quantile,22449.36663974134,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.95,quantile,25582.876362735413,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.975,quantile,28300.72873466056,US
2021-10-20,1 wk ahead inc death,2021-10-30,0.99,quantile,31460.819474727537,US
2021-10-20,1 wk ahead inc death,2021-10-30,NA,point,11395.880525180255,US
