,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead inc death,point,,2020-06-28,2020-06-29,517.5042
1,US,1 day ahead cum death,point,,2020-06-28,2020-06-29,116415.0
2,US,2 day ahead inc death,point,,2020-06-28,2020-06-30,509.9891
3,US,2 day ahead cum death,point,,2020-06-28,2020-06-30,116925.0
4,US,3 day ahead inc death,point,,2020-06-28,2020-07-01,502.6777
5,US,3 day ahead cum death,point,,2020-06-28,2020-07-01,117427.7
6,US,4 day ahead inc death,point,,2020-06-28,2020-07-02,495.5628
7,US,4 day ahead cum death,point,,2020-06-28,2020-07-02,117923.2
8,US,5 day ahead inc death,point,,2020-06-28,2020-07-03,488.6375
9,US,5 day ahead cum death,point,,2020-06-28,2020-07-03,118411.9
10,US,6 day ahead inc death,point,,2020-06-28,2020-07-04,481.8953
11,US,6 day ahead cum death,point,,2020-06-28,2020-07-04,118893.8
12,US,7 day ahead inc death,point,,2020-06-28,2020-07-05,475.3298
13,US,7 day ahead cum death,point,,2020-06-28,2020-07-05,119369.1
14,US,8 day ahead inc death,point,,2020-06-28,2020-07-06,468.9349
15,US,8 day ahead cum death,point,,2020-06-28,2020-07-06,119838.0
16,US,9 day ahead inc death,point,,2020-06-28,2020-07-07,462.7049
17,US,9 day ahead cum death,point,,2020-06-28,2020-07-07,120300.7
18,US,10 day ahead inc death,point,,2020-06-28,2020-07-08,456.6342
19,US,10 day ahead cum death,point,,2020-06-28,2020-07-08,120757.4
20,US,11 day ahead inc death,point,,2020-06-28,2020-07-09,450.7173
21,US,11 day ahead cum death,point,,2020-06-28,2020-07-09,121208.1
22,US,12 day ahead inc death,point,,2020-06-28,2020-07-10,444.9492
23,US,12 day ahead cum death,point,,2020-06-28,2020-07-10,121653.0
24,US,13 day ahead inc death,point,,2020-06-28,2020-07-11,439.3249
25,US,13 day ahead cum death,point,,2020-06-28,2020-07-11,122092.4
26,US,14 day ahead inc death,point,,2020-06-28,2020-07-12,433.8397
27,US,14 day ahead cum death,point,,2020-06-28,2020-07-12,122526.2
28,US,15 day ahead inc death,point,,2020-06-28,2020-07-13,428.48900000000003
29,US,15 day ahead cum death,point,,2020-06-28,2020-07-13,122954.7
30,US,16 day ahead inc death,point,,2020-06-28,2020-07-14,423.2686
31,US,16 day ahead cum death,point,,2020-06-28,2020-07-14,123378.0
32,US,17 day ahead inc death,point,,2020-06-28,2020-07-15,418.17400000000004
33,US,17 day ahead cum death,point,,2020-06-28,2020-07-15,123796.1
34,US,18 day ahead inc death,point,,2020-06-28,2020-07-16,413.2014
35,US,18 day ahead cum death,point,,2020-06-28,2020-07-16,124209.3
36,US,19 day ahead inc death,point,,2020-06-28,2020-07-17,408.3467
37,US,19 day ahead cum death,point,,2020-06-28,2020-07-17,124617.7
38,US,20 day ahead inc death,point,,2020-06-28,2020-07-18,403.6064
39,US,20 day ahead cum death,point,,2020-06-28,2020-07-18,125021.3
40,US,21 day ahead inc death,point,,2020-06-28,2020-07-19,398.9768
41,US,21 day ahead cum death,point,,2020-06-28,2020-07-19,125420.3
42,US,22 day ahead inc death,point,,2020-06-28,2020-07-20,394.4544
43,US,22 day ahead cum death,point,,2020-06-28,2020-07-20,125814.7
44,US,23 day ahead inc death,point,,2020-06-28,2020-07-21,390.0359
45,US,23 day ahead cum death,point,,2020-06-28,2020-07-21,126204.8
46,US,24 day ahead inc death,point,,2020-06-28,2020-07-22,385.7182
47,US,24 day ahead cum death,point,,2020-06-28,2020-07-22,126590.5
48,US,25 day ahead inc death,point,,2020-06-28,2020-07-23,381.4982
49,US,25 day ahead cum death,point,,2020-06-28,2020-07-23,126972.0
50,US,26 day ahead inc death,point,,2020-06-28,2020-07-24,377.3728
51,US,26 day ahead cum death,point,,2020-06-28,2020-07-24,127349.3
52,US,27 day ahead inc death,point,,2020-06-28,2020-07-25,373.3392
53,US,27 day ahead cum death,point,,2020-06-28,2020-07-25,127722.7
54,US,28 day ahead inc death,point,,2020-06-28,2020-07-26,369.3947
55,US,28 day ahead cum death,point,,2020-06-28,2020-07-26,128092.1
56,US,29 day ahead inc death,point,,2020-06-28,2020-07-27,365.5366
57,US,29 day ahead cum death,point,,2020-06-28,2020-07-27,128457.6
58,US,30 day ahead inc death,point,,2020-06-28,2020-07-28,361.7624
59,US,30 day ahead cum death,point,,2020-06-28,2020-07-28,128819.4
60,US,31 day ahead inc death,point,,2020-06-28,2020-07-29,358.0696
61,US,31 day ahead cum death,point,,2020-06-28,2020-07-29,129177.4
62,US,32 day ahead inc death,point,,2020-06-28,2020-07-30,354.4559
63,US,32 day ahead cum death,point,,2020-06-28,2020-07-30,129531.9
64,US,33 day ahead inc death,point,,2020-06-28,2020-07-31,350.9189
65,US,33 day ahead cum death,point,,2020-06-28,2020-07-31,129882.8
66,US,34 day ahead inc death,point,,2020-06-28,2020-08-01,347.4564
67,US,34 day ahead cum death,point,,2020-06-28,2020-08-01,130230.3
68,US,35 day ahead inc death,point,,2020-06-28,2020-08-02,344.0663
69,US,35 day ahead cum death,point,,2020-06-28,2020-08-02,130574.3
